_action_text,_bill,_date,_id,_time,_type
Referred to the House Committee on Natural Resources.,hr1091-116,2019-02-07,1,,IntroReferral
"Referred to the Subcommittee on National Parks, Forests, and Public Lands.",hr1091-116,2019-02-28,2,,Committee
"Referred to the Committee on Veterans' Affairs, and in addition to the Committee on Armed Services, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",hr1092-116,2019-02-07,1,,IntroReferral
Referred to the Subcommittee on Military Personnel.,hr1092-116,2019-02-08,2,,Committee
Referred to the Subcommittee on Disability Assistance and Memorial Affairs.,hr1092-116,2019-03-01,3,,Committee
"Referred to the Committee on Energy and Commerce, and in addition to the Committee on Ways and Means, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",hr1093-116,2019-02-07,1,,IntroReferral
Referred to the Subcommittee on Health.,hr1093-116,2019-02-07,2,,Committee
"Referred to the Committee on Education and Labor, and in addition to the Committee on Armed Services, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",hr1094-116,2019-02-07,1,,IntroReferral
Referred to the Subcommittee on Military Personnel.,hr1094-116,2019-02-08,2,,Committee
Referred to the House Committee on Ways and Means.,hr1095-116,2019-02-07,1,,IntroReferral
Referred to the House Committee on Energy and Commerce.,hr1096-116,2019-02-07,1,,IntroReferral
Referred to the House Committee on the Judiciary.,hr1097-116,2019-02-07,1,,IntroReferral
"Referred to the Subcommittee on Crime, Terrorism, and Homeland Security.",hr1097-116,2019-03-25,2,,Committee
Referred to the House Committee on Foreign Affairs.,hr1098-116,2019-02-07,1,,IntroReferral
Referred to the House Committee on Transportation and Infrastructure.,hr1099-116,2019-02-07,1,,IntroReferral
"Referred to the Subcommittee on Economic Development, Public Buildings, and Emergency Management.",hr1099-116,2019-02-08,2,,Committee
Referred to the Subcommittee on Highways and Transit.,hr1099-116,2019-02-08,3,,Committee
Referred to the House Committee on the Judiciary.,hr1100-116,2019-02-07,1,,IntroReferral
"Referred to the Subcommittee on Crime, Terrorism, and Homeland Security.",hr1100-116,2019-03-25,2,,Committee
Referred to the House Committee on Energy and Commerce.,hr1101-116,2019-02-07,1,,IntroReferral
Referred to the House Committee on Foreign Affairs.,hr1102-116,2019-02-07,1,,IntroReferral
Referred to the House Committee on Energy and Commerce.,hr1103-116,2019-02-07,1,,IntroReferral
Referred to the House Committee on Energy and Commerce.,hr1104-116,2019-02-07,1,,IntroReferral
Referred to the House Committee on Natural Resources.,hr1105-116,2019-02-07,1,,IntroReferral
"Referred to the Subcommittee on Water, Oceans, and Wildlife.",hr1105-116,2019-02-25,2,,Committee
Referred to the House Committee on the Judiciary.,hr1106-116,2019-02-07,1,,IntroReferral
Referred to the Subcommittee on Immigration and Citizenship.,hr1106-116,2019-03-25,2,,Committee
Referred to the House Committee on the Judiciary.,hr1107-116,2019-02-07,1,,IntroReferral
Referred to the Subcommittee on Immigration and Citizenship.,hr1107-116,2019-03-22,2,,Committee
"Referred to the Committee on Transportation and Infrastructure, and in addition to the Committee on Ways and Means, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",hr1108-116,2019-02-08,1,,IntroReferral
Referred to the Subcommittee on Aviation.,hr1108-116,2019-02-08,2,,Committee
Subcommittee on Aviation Discharged.,hr1108-116,2019-03-27,3,,Committee
Committee Consideration and Mark-up Session Held.,hr1108-116,2019-03-27,4,,Committee
Ordered to be Reported (Amended) by Voice Vote.,hr1108-116,2019-03-27,5,,Committee
Referred to the House Committee on Energy and Commerce.,hr1109-116,2019-02-08,1,,IntroReferral
Referred to the House Committee on the Judiciary.,hr1110-116,2019-02-08,1,,IntroReferral
"Referred to the Subcommittee on Crime, Terrorism, and Homeland Security.",hr1110-116,2019-03-25,2,,Committee
Referred to the House Committee on Oversight and Reform.,hr1111-116,2019-02-08,1,,IntroReferral
Referred to the House Committee on the Judiciary.,hr1112-116,2019-02-08,1,,IntroReferral
Committee Consideration and Mark-up Session Held.,hr1112-116,2019-02-13,2,,Committee
Ordered to be Reported (Amended) by the Yeas and Nays: 21 - 14.,hr1112-116,2019-02-13,3,,Committee
Reported (Amended) by the Committee on Judiciary. H. Rept. 116-12.,hr1112-116,2019-02-22,4,,Committee
"Placed on the Union Calendar, Calendar No. 4.",hr1112-116,2019-02-22,5,,Calendars
Rules Committee Resolution H. Res. 145 Reported to House. Provides for one hour of debate on each measure. Only those amendments printed in the report shall be in order and the previous question shall be considered ordered without intervening motions except one motion to recommit with or without instructions.,hr1112-116,2019-02-25,6,,Floor
Rule H. Res. 145 passed House.,hr1112-116,2019-02-26,7,,Floor
GENERAL DEBATE - The Committee of the Whole proceeded with one hour of general debate on H.R. 1112.,hr1112-116,2019-02-28,8,,Floor
"DEBATE - Pursuant to the provisions of H. Res. 145, the Committee of the Whole proceeded with 10 minutes of debate on the Rice (SC) amendment No. 1.",hr1112-116,2019-02-28,9,,Floor
"DEBATE - Pursuant to the provisions of H. Res. 145, the Committee of the Whole proceeded with 10 minutes of debate on the Schneider amendment No. 2.",hr1112-116,2019-02-28,10,,Floor
"POSTPONED PROCEEDINGS - At the conclusion of debate on the Schneider amendment No. 2, the Chair put the question on adoption of the amendment and by voice vote, announced that the ayes had prevailed. Mr. Nadler demanded a recorded vote and the Chair postponed further proceedings until later in the legislative day.",hr1112-116,2019-02-28,11,,Floor
"DEBATE - Pursuant to the provisions of H. Res. 145, the Committee of the Whole proceeded with 10 minutes of debate on the Levin (MI) amendment No. 3.",hr1112-116,2019-02-28,12,,Floor
"DEBATE - Pursuant to the provisions of H. Res. 145, the Committee of the Whole proceeded with 10 minutes of debate on the Porter amendment No. 4.",hr1112-116,2019-02-28,13,,Floor
"DEABTE - Pursuant to the provisions of H. Res. 145, the Committee of the Whole proceeded with 10 minutes of debate on the Van Drew amendment No. 5.",hr1112-116,2019-02-28,14,,Floor
"POSTPONED PROCEEDINGS - At the conclusion of debate on the Van Drew amendment No. 5, the Chair put the question on adoption of the amendment and by voice vote, announced that the ayes had prevailed. Mr. Collins (GA) demanded a recorded vote and the Chair postponed further proceedings until later in the legislative day.",hr1112-116,2019-02-28,15,,Floor
The House rose from the Committee of the Whole House on the state of the Union to report H.R. 1112.,hr1112-116,2019-02-28,16,,Floor
The previous question was ordered pursuant to the rule.,hr1112-116,2019-02-28,17,,Floor
Mrs. Lesko moved to recommit with instructions to the Committee on the Judiciary.,hr1112-116,2019-02-28,18,,Floor
DEBATE - The House proceeded with 10 minutes of debate on the Lesko motion to recommit with instructions. The instructions contained in the motion seek to require the bill to be reported back to the House with an amendment to insert new text on cases in which the transferee is a victim of a crime of domestic violence.,hr1112-116,2019-02-28,19,,Floor
The previous question on the motion to recommit with instructions was ordered without objection.,hr1112-116,2019-02-28,20,,Floor
On motion to recommit with instructions Failed by the Yeas and Nays: 194 - 232 (Roll no. 102).,hr1112-116,2019-02-28,21,,Floor
On passage Passed by the Yeas and Nays: 228 - 198 (Roll no. 103).,hr1112-116,2019-02-28,22,,Floor
Motion to reconsider laid on the table Agreed to without objection.,hr1112-116,2019-02-28,23,,Floor
Considered under the provisions of rule H. Res. 145. (consideration: CR H2277-2293),hr1112-116,2019-02-28,24,,Floor
Mrs. Lesko moved to recommit with instructions to the Committee on the Judiciary. (text: CR H2291),hr1112-116,2019-02-28,25,,Floor
On passage Passed by the Yeas and Nays: 228 - 198 (Roll no. 103). (text: CR H2284),hr1112-116,2019-02-28,26,,Floor
Considered under the provisions of rule H. Res. 145.,hr1112-116,2019-02-28,27,,Floor
Provides for one hour of debate on each measure. Only those amendments printed in the report shall be in order and the previous question shall be considered ordered without intervening motions except one motion to recommit with or without instructions.,hr1112-116,2019-02-28,28,,Floor
House resolved itself into the Committee of the Whole House on the state of the Union pursuant to H. Res. 145 and Rule XVIII.,hr1112-116,2019-02-28,29,,Floor
The Speaker designated the Honorable Lauren Underwood to act as Chairwoman of the Committee.,hr1112-116,2019-02-28,30,,Floor
Received in the Senate. Read the first time. Placed on Senate Legislative Calendar under Read the First Time.,hr1112-116,2019-03-04,31,,Calendars
Read the second time. Placed on Senate Legislative Calendar under General Orders. Calendar No. 30.,hr1112-116,2019-03-05,32,,Calendars
"Referred to the Subcommittee on Crime, Terrorism, and Homeland Security.",hr1112-116,2019-03-22,33,,Committee
Referred to the House Committee on Oversight and Reform.,hr1113-116,2019-02-08,1,,IntroReferral
Referred to the House Committee on Energy and Commerce.,hr1114-116,2019-02-08,1,,IntroReferral
Referred to the House Committee on Energy and Commerce.,hr1115-116,2019-02-08,1,,IntroReferral
Referred to the House Committee on the Judiciary.,hr1116-116,2019-02-08,1,,IntroReferral
"Referred to the Subcommittee on Crime, Terrorism, and Homeland Security.",hr1116-116,2019-03-25,2,,Committee
Referred to the House Committee on Ways and Means.,hr1117-116,2019-02-08,1,,IntroReferral
Referred to the House Committee on Ways and Means.,hr1118-116,2019-02-08,1,,IntroReferral
"Referred to the Committee on the Judiciary, and in addition to the Committees on Energy and Commerce, Ways and Means, Financial Services, Natural Resources, Education and Labor, Veterans' Affairs, and Oversight and Reform, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",hr1119-116,2019-02-08,1,,IntroReferral
Referred to the Subcommittee for Indigenous Peoples of the United States.,hr1119-116,2019-03-06,2,,Committee
Referred to the Subcommittee on Indigenous Peoples of the United States.,hr1119-116,2019-03-06,3,,Committee
Referred to the Subcommittee on Health.,hr1119-116,2019-03-14,4,,Committee
"Referred to the Committee on Ways and Means, and in addition to the Committees on the Judiciary, Energy and Commerce, Natural Resources, and Agriculture, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",hr1120-116,2019-02-08,1,,IntroReferral
"Referred to the Subcommittee on National Parks, Forests, and Public Lands.",hr1120-116,2019-02-12,2,,Committee
Referred to the Subcommittee on Conservation and Forestry.,hr1120-116,2019-02-14,3,,Committee
"Referred to the Subcommittee on Crime, Terrorism, and Homeland Security.",hr1120-116,2019-03-22,4,,Committee
"Referred to the Committee on Ways and Means, and in addition to the Committee on Energy and Commerce, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",hr1121-116,2019-02-08,1,,IntroReferral
Referred to the Subcommittee on Worker and Family Support.,hr1121-116,2019-02-08,2,,Committee
Referred to the House Committee on Financial Services.,hr1122-116,2019-02-08,1,,IntroReferral
Ms. Waters moved to suspend the rules and pass the bill.,hr1122-116,2019-03-11,2,,Floor
Considered under suspension of the rules.,hr1122-116,2019-03-11,3,,Floor
DEBATE - The House proceeded with forty minutes of debate on H.R. 1122.,hr1122-116,2019-03-11,4,,Floor
"At the conclusion of debate, the Yeas and Nays were demanded and ordered. Pursuant to the provisions of clause 8, rule XX, the Chair announced that further proceedings on the motion would be postponed.",hr1122-116,2019-03-11,5,,Floor
Considered as unfinished business.,hr1122-116,2019-03-11,6,,Floor
On motion to suspend the rules and pass the bill Agreed to by the Yeas and Nays: (2/3 required): 387 - 22 (Roll no. 119).,hr1122-116,2019-03-11,7,,Floor
Motion to reconsider laid on the table Agreed to without objection.,hr1122-116,2019-03-11,8,,Floor
Considered under suspension of the rules. (consideration: CR H2618-2620),hr1122-116,2019-03-11,9,,Floor
Considered as unfinished business. (consideration: CR H2626-2627),hr1122-116,2019-03-11,10,,Floor
On motion to suspend the rules and pass the bill Agreed to by the Yeas and Nays: (2/3 required): 387 - 22 (Roll no. 119). (text: CR H2618-2619),hr1122-116,2019-03-11,11,,Floor
