_action_text,_bill,_date,_id,_time,_type
"Miss Rice (NY) moved to suspend the rules and pass the bill, as amended.",hr1158-116,2019-06-10,10,,Floor
Considered under suspension of the rules.,hr1158-116,2019-06-10,11,,Floor
DEBATE - The House proceeded with forty minutes of debate on H.R. 1158.,hr1158-116,2019-06-10,12,,Floor
"On motion to suspend the rules and pass the bill, as amended Agreed to by voice vote.",hr1158-116,2019-06-10,13,,Floor
Motion to reconsider laid on the table Agreed to without objection.,hr1158-116,2019-06-10,14,,Floor
Received in the Senate. Read twice. Placed on Senate Legislative Calendar under General Orders. Calendar No. 113.,hr1158-116,2019-06-11,15,,Calendars
Measure laid before Senate by unanimous consent. (consideration: CR S5669),hr1158-116,2019-09-24,16,,Floor
Measure laid before Senate by unanimous consent.,hr1158-116,2019-09-24,17,,Floor
Passed Senate with an amendment by Unanimous Consent.,hr1158-116,2019-09-24,18,,Floor
Message on Senate action sent to the House.,hr1158-116,2019-09-25,19,,Floor
Referred to the Subcommittee on Research and Technology.,hr1159-116,2019-02-13,1,,Committee
"Referred to the Committee on Transportation and Infrastructure, and in addition to the Committees on Science, Space, and Technology, and Energy and Commerce, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",hr1159-116,2019-02-13,2,,IntroReferral
Referred to the Subcommittee on Environment and Climate Change.,hr1159-116,2019-02-14,3,,Committee
Referred to the Subcommittee on Highways and Transit.,hr1159-116,2019-02-14,4,,Committee
"Referred to the Subcommittee on Railroads, Pipelines, and Hazardous Materials.",hr1159-116,2019-02-14,5,,Committee
Referred to the Subcommittee on Water Resources and Environment.,hr1159-116,2019-02-14,6,,Committee
Referred to the House Committee on Natural Resources.,hr1160-116,2019-02-13,1,,IntroReferral
Referred to the House Committee on Education and Labor.,hr1161-116,2019-02-13,1,,IntroReferral
Referred to the House Committee on Natural Resources.,hr1162-116,2019-02-13,1,,IntroReferral
"Referred to the Subcommittee on Water, Oceans, and Wildlife.",hr1162-116,2019-03-04,2,,Committee
Subcommittee Hearings Held.,hr1162-116,2019-06-13,3,,Committee
Referred to the House Committee on Veterans' Affairs.,hr1163-116,2019-02-13,1,,IntroReferral
Referred to the Subcommittee on Health.,hr1163-116,2019-03-14,2,,Committee
Subcommittee Hearings Held.,hr1163-116,2019-09-11,3,,Committee
Referred to the House Committee on the Judiciary.,hr1164-116,2019-02-13,1,,IntroReferral
"Referred to the Subcommittee on Courts, Intellectual Property, and the Internet.",hr1164-116,2019-03-25,2,,Committee
Referred to the House Committee on Energy and Commerce.,hr1165-116,2019-02-13,1,,IntroReferral
Referred to the Subcommittee on Environment and Climate Change.,hr1165-116,2019-02-14,2,,Committee
Referred to the Subcommittee on Environment.,hr1166-116,2019-02-13,1,,Committee
"Referred to the Committee on Energy and Commerce, and in addition to the Committees on Science, Space, and Technology, Natural Resources, and Transportation and Infrastructure, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",hr1166-116,2019-02-13,2,,IntroReferral
Referred to the Subcommittee on Environment and Climate Change.,hr1166-116,2019-02-14,3,,Committee
Referred to the Subcommittee on Highways and Transit.,hr1166-116,2019-02-14,4,,Committee
Referred to the Subcommittee on Energy and Mineral Resources.,hr1166-116,2019-02-28,5,,Committee
"Referred to the Subcommittee on Water, Oceans, and Wildlife.",hr1166-116,2019-02-28,6,,Committee
Referred to the House Committee on Financial Services.,hr1167-116,2019-02-13,1,,IntroReferral
"Referred to the Committee on Education and Labor, and in addition to the Committees on Ways and Means, Energy and Commerce, Financial Services, Transportation and Infrastructure, Science, Space, and Technology, Natural Resources, Oversight and Reform, Foreign Affairs, and the Judiciary, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",hr1168-116,2019-02-13,1,,IntroReferral
Referred to the Subcommittee on Worker and Family Support.,hr1168-116,2019-02-13,2,,Committee
"Referred to the Subcommittee on Economic Development, Public Buildings, and Emergency Management.",hr1168-116,2019-02-14,3,,Committee
"Referred to the Subcommittee on Water, Oceans, and Wildlife.",hr1168-116,2019-03-06,4,,Committee
Referred to the Subcommittee on Energy and Mineral Resources.,hr1168-116,2019-03-06,5,,Committee
Referred to the House Committee on the Judiciary.,hr1169-116,2019-02-13,1,,IntroReferral
Referred to the Subcommittee on Immigration and Citizenship.,hr1169-116,2019-03-25,2,,Committee
"Referred to the Committee on Ways and Means, and in addition to the Committees on Education and Labor, and Transportation and Infrastructure, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",hr1170-116,2019-02-13,1,,IntroReferral
Referred to the Subcommittee on Social Security.,hr1170-116,2019-02-13,2,,Committee
"Referred to the Subcommittee on Railroads, Pipelines, and Hazardous Materials.",hr1170-116,2019-02-14,3,,Committee
Referred to the House Committee on Homeland Security.,hr1171-116,2019-02-13,1,,IntroReferral
Referred to the Subcommittee on Transportation and Maritime Security.,hr1171-116,2019-03-04,2,,Committee
"Referred to the Committee on Appropriations, and in addition to the Committees on Oversight and Reform, House Administration, and the Budget, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",hr1172-116,2019-02-13,1,,IntroReferral
Referred to the House Committee on Financial Services.,hr1173-116,2019-02-13,1,,IntroReferral
Referred to the House Committee on Education and Labor.,hr1174-116,2019-02-13,1,,IntroReferral
Referred to the House Committee on Ways and Means.,hr1175-116,2019-02-13,1,,IntroReferral
Referred to the House Committee on Financial Services.,hr1176-116,2019-02-13,1,,IntroReferral
Referred to the House Committee on Appropriations.,hr1177-116,2019-02-13,1,,IntroReferral
"Referred to the Committee on Appropriations, and in addition to the Committee on House Administration, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",hr1178-116,2019-02-13,1,,IntroReferral
Referred to the House Committee on Natural Resources.,hr1179-116,2019-02-13,1,,IntroReferral
"Referred to the Subcommittee on National Parks, Forests, and Public Lands.",hr1179-116,2019-03-05,2,,Committee
Subcommittee Hearings Held.,hr1179-116,2019-05-22,3,,Committee
"Referred to the Committee on Appropriations, and in addition to the Committee on Rules, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",hr1180-116,2019-02-13,1,,IntroReferral
Referred to the House Committee on Oversight and Reform.,hr1181-116,2019-02-13,1,,IntroReferral
Referred to the House Committee on Veterans' Affairs.,hr1182-116,2019-02-13,1,,IntroReferral
"Referred to the Committee on Energy and Commerce, and in addition to the Committees on Armed Services, Veterans' Affairs, and Ways and Means, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",hr1183-116,2019-02-13,1,,IntroReferral
Referred to the Subcommittee on Health.,hr1183-116,2019-02-13,2,,Committee
Referred to the Subcommittee on Health.,hr1183-116,2019-02-14,3,,Committee
Referred to the Subcommittee on Military Personnel.,hr1183-116,2019-02-14,4,,Committee
Referred to the Subcommittee on Health.,hr1183-116,2019-03-01,5,,Committee
"Referred to the Committee on Natural Resources, and in addition to the Committees on Agriculture, and Transportation and Infrastructure, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",hr1184-116,2019-02-13,1,,IntroReferral
Referred to the Subcommittee on Water Resources and Environment.,hr1184-116,2019-02-14,2,,Committee
Referred to the Subcommittee on Conservation and Forestry.,hr1184-116,2019-03-06,3,,Committee
Referred to the House Committee on Ways and Means.,hr1185-116,2019-02-13,1,,IntroReferral
Referred to the Subcommittee on Worker and Family Support.,hr1185-116,2019-02-13,2,,Committee
Referred to the House Committee on the Judiciary.,hr1186-116,2019-02-13,1,,IntroReferral
"Referred to the Subcommittee on Crime, Terrorism, and Homeland Security.",hr1186-116,2019-03-25,2,,Committee
"Subcommittee on Crime, Terrorism, and Homeland Security Discharged.",hr1186-116,2019-09-10,3,,Committee
Committee Consideration and Mark-up Session Held.,hr1186-116,2019-09-10,4,,Committee
Ordered to be Reported (Amended) by the Yeas and Nays: 23 - 16.,hr1186-116,2019-09-10,5,,Committee
Referred to the House Committee on Oversight and Reform.,hr1187-116,2019-02-13,1,,IntroReferral
Referred to the House Committee on Energy and Commerce.,hr1188-116,2019-02-13,1,,IntroReferral
Referred to the Subcommittee on Health.,hr1188-116,2019-02-14,2,,Committee
"Referred to the Committee on Agriculture, and in addition to the Committee on the Judiciary, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",hr1189-116,2019-02-13,1,,IntroReferral
Referred to the Subcommittee on Livestock and Foreign Agriculture.,hr1189-116,2019-03-06,2,,Committee
"Referred to the Committee on the Judiciary, and in addition to the Committee on Education and Labor, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",hr1190-116,2019-02-13,1,,IntroReferral
Referred to the Subcommittee on Immigration and Citizenship.,hr1190-116,2019-03-25,2,,Committee
Referred to the House Committee on Energy and Commerce.,hr1191-116,2019-02-13,1,,IntroReferral
Referred to the Subcommittee on Health.,hr1191-116,2019-02-14,2,,Committee
Referred to the House Committee on Education and Labor.,hr1192-116,2019-02-13,1,,IntroReferral
"Referred to the Committee on Foreign Affairs, and in addition to the Committees on Armed Services, and Rules, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",hr1193-116,2019-02-13,1,,IntroReferral
Referred to the House Committee on Ways and Means.,hr1194-116,2019-02-13,1,,IntroReferral
Referred to the House Committee on Oversight and Reform.,hr1195-116,2019-02-13,1,,IntroReferral
Referred to the House Committee on Ways and Means.,hr1196-116,2019-02-13,1,,IntroReferral
Referred to the House Committee on Education and Labor.,hr1197-116,2019-02-13,1,,IntroReferral
Referred to the House Committee on Oversight and Reform.,hr1198-116,2019-02-13,1,,IntroReferral
Committee Consideration and Mark-up Session Held.,hr1198-116,2019-03-26,2,,Committee
Ordered to be Reported by Unanimous Consent.,hr1198-116,2019-03-26,3,,Committee
Ms. Kelly (IL) moved to suspend the rules and pass the bill.,hr1198-116,2019-04-30,4,,Floor
Considered under suspension of the rules. (consideration: CR H3320),hr1198-116,2019-04-30,5,,Floor
DEBATE - The House proceeded with forty minutes of debate on H.R. 1198.,hr1198-116,2019-04-30,6,,Floor
On motion to suspend the rules and pass the bill Agreed to by voice vote. (text: CR H3320),hr1198-116,2019-04-30,7,,Floor
Motion to reconsider laid on the table Agreed to without objection.,hr1198-116,2019-04-30,8,,Floor
Received in the Senate and Read twice and referred to the Committee on Homeland Security and Governmental Affairs.,hr1198-116,2019-05-01,9,,IntroReferral
Committee on Homeland Security and Governmental Affairs. Ordered to be reported without amendment favorably.,hr1198-116,2019-06-19,10,,Committee
Committee on Homeland Security and Governmental Affairs. Reported by Senator Johnson without amendment. Without written report.,hr1198-116,2019-06-19,11,,Committee
Placed on Senate Legislative Calendar under General Orders. Calendar No. 123.,hr1198-116,2019-06-19,12,,Calendars
Passed Senate without amendment by Unanimous Consent. (consideration: CR S5205),hr1198-116,2019-07-30,13,,Floor
Message on Senate action sent to the House.,hr1198-116,2019-07-31,14,,Floor
Presented to President.,hr1198-116,2019-08-13,15,,Floor
Signed by President.,hr1198-116,2019-08-21,16,,President
Became Public Law No: 116-45.,hr1198-116,2019-08-21,17,,President
Referred to the House Committee on Veterans' Affairs.,hr1199-116,2019-02-13,1,,IntroReferral
Referred to the Subcommittee on Disability Assistance and Memorial Affairs.,hr1199-116,2019-03-14,2,,Committee
Referred to the Subcommittee on Oversight and Investigations.,hr1199-116,2019-03-14,3,,Committee
Subcommittee Hearings Held.,hr1199-116,2019-05-01,4,,Committee
Reported by the Committee on Veterans' Affairs. H. Rept. 116-127.,hr1199-116,2019-06-25,5,,Committee
"Placed on the Union Calendar, Calendar No. 93.",hr1199-116,2019-06-25,6,,Calendars
Referred to the House Committee on Veterans' Affairs.,hr1200-116,2019-02-13,1,,IntroReferral
Referred to the Subcommittee on Disability Assistance and Memorial Affairs.,hr1200-116,2019-03-14,2,,Committee
Subcommittee Hearings Held.,hr1200-116,2019-05-01,3,,Committee
Reported by the Committee on Veterans' Affairs. H. Rept. 116-68.,hr1200-116,2019-05-16,4,,Committee
"Placed on the Union Calendar, Calendar No. 44.",hr1200-116,2019-05-16,5,,Calendars
Considered under suspension of the rules. (consideration: CR H4042-4043),hr1200-116,2019-05-21,6,,Floor
On motion to suspend the rules and pass the bill Agreed to by voice vote. (text: CR H4042),hr1200-116,2019-05-21,7,,Floor
Mr. Takano moved to suspend the rules and pass the bill.,hr1200-116,2019-05-21,8,,Floor
Considered under suspension of the rules.,hr1200-116,2019-05-21,9,,Floor
DEBATE - The House proceeded with forty minutes of debate on H.R. 1200.,hr1200-116,2019-05-21,10,,Floor
On motion to suspend the rules and pass the bill Agreed to by voice vote.,hr1200-116,2019-05-21,11,,Floor
Motion to reconsider laid on the table Agreed to without objection.,hr1200-116,2019-05-21,12,,Floor
Received in the Senate.,hr1200-116,2019-05-22,13,,IntroReferral
"Received in the Senate, read twice.",hr1200-116,2019-05-22,14,,IntroReferral
Passed Senate without amendment by Unanimous Consent. (consideration: CR S5482),hr1200-116,2019-09-12,15,,Floor
Passed Senate without amendment by Unanimous Consent.,hr1200-116,2019-09-12,16,,Floor
Message on Senate action sent to the House.,hr1200-116,2019-09-12,17,,Floor
Presented to President.,hr1200-116,2019-09-18,18,,Floor
Signed by President.,hr1200-116,2019-09-26,19,,President
Became Public Law No: 116-58.,hr1200-116,2019-09-26,20,,President
"Referred to the Committee on Energy and Commerce, and in addition to the Committees on Armed Services, Foreign Affairs, Science, Space, and Technology, and Intelligence (Permanent Select), for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",hr1201-116,2019-02-13,1,,IntroReferral
Referred to the Subcommittee on Environment and Climate Change.,hr1201-116,2019-02-14,2,,Committee
Referred to the House Committee on Natural Resources.,hr1202-116,2019-02-13,1,,IntroReferral
"Referred to the Subcommittee on National Parks, Forests, and Public Lands.",hr1202-116,2019-03-06,2,,Committee
Referred to the House Committee on Oversight and Reform.,hr1203-116,2019-02-13,1,,IntroReferral
"Referred to the Committee on Oversight and Reform, and in addition to the Committee on the Judiciary, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",hr1204-116,2019-02-13,1,,IntroReferral
"Referred to the Subcommittee on Antitrust, Commercial, and Administrative Law.",hr1204-116,2019-03-25,2,,Committee
"Referred to the Committee on Rules, and in addition to the Committee on the Budget, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",hr1205-116,2019-02-13,1,,IntroReferral
Referred to the House Committee on the Judiciary.,hr1206-116,2019-02-13,1,,IntroReferral
Referred to the Subcommittee on Immigration and Citizenship.,hr1206-116,2019-03-25,2,,Committee
Referred to the House Committee on the Judiciary.,hr1207-116,2019-02-13,1,,IntroReferral
Referred to the Subcommittee on Immigration and Citizenship.,hr1207-116,2019-03-25,2,,Committee
"Referred to the Committee on the Judiciary, and in addition to the Committee on Natural Resources, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",hr1208-116,2019-02-13,1,,IntroReferral
Referred to the Subcommittee on Immigration and Citizenship.,hr1208-116,2019-03-25,2,,Committee
Referred to the House Committee on Energy and Commerce.,hr1209-116,2019-02-13,1,,IntroReferral
Referred to the Subcommittee on Health.,hr1209-116,2019-02-14,2,,Committee
Referred to the House Committee on the Judiciary.,hr1210-116,2019-02-13,1,,IntroReferral
"Referred to the Subcommittee on Crime, Terrorism, and Homeland Security.",hr1210-116,2019-03-25,2,,Committee
Referred to the House Committee on Natural Resources.,hr1211-116,2019-02-13,1,,IntroReferral
Referred to the House Committee on Oversight and Reform.,hr1212-116,2019-02-13,1,,IntroReferral
Referred to the House Committee on Oversight and Reform.,hr1213-116,2019-02-13,1,,IntroReferral
"Referred to the Committee on Transportation and Infrastructure, and in addition to the Committee on Financial Services, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",hr1214-116,2019-02-13,1,,IntroReferral
"Referred to the Subcommittee on Economic Development, Public Buildings, and Emergency Management.",hr1214-116,2019-02-14,2,,Committee
Referred to the House Committee on Ways and Means.,hr1215-116,2019-02-13,1,,IntroReferral
Referred to the Subcommittee on Social Security.,hr1215-116,2019-02-13,2,,Committee
Referred to the House Committee on Natural Resources.,hr1216-116,2019-02-13,1,,IntroReferral
Referred to the House Committee on House Administration.,hr1217-116,2019-02-13,1,,IntroReferral
Referred to the House Committee on Natural Resources.,hr1218-116,2019-02-13,1,,IntroReferral
"Referred to the Subcommittee on Water, Oceans, and Wildlife.",hr1218-116,2019-03-06,2,,Committee
Subcommittee Hearings Held.,hr1218-116,2019-05-08,3,,Committee
"Subcommittee on Water, Oceans, and Wildlife Discharged.",hr1218-116,2019-09-18,4,,Committee
Committee Consideration and Mark-up Session Held.,hr1218-116,2019-09-18,5,,Committee
Ordered to be Reported (Amended) by Unanimous Consent.,hr1218-116,2019-09-18,6,,Committee
"Referred to the Committee on Ways and Means, and in addition to the Committee on Financial Services, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",hr1219-116,2019-02-14,1,,IntroReferral
Referred to the House Committee on Energy and Commerce.,hr1220-116,2019-02-14,1,,IntroReferral
Referred to the Subcommittee on Communications and Technology.,hr1220-116,2019-02-15,2,,Committee
Referred to the House Committee on Agriculture.,hr1221-116,2019-02-14,1,,IntroReferral
"Referred to the Subcommittee on Biotechnology, Horticulture, and Research.",hr1221-116,2019-03-07,2,,Committee
Referred to the House Committee on Natural Resources.,hr1222-116,2019-02-14,1,,IntroReferral
"Referred to the Subcommittee on Water, Oceans, and Wildlife.",hr1222-116,2019-03-06,2,,Committee
Mr. Van Drew moved to suspend the rules and pass the bill.,hr1222-116,2019-04-29,3,,Floor
Considered under suspension of the rules.,hr1222-116,2019-04-29,4,,Floor
DEBATE - The House proceeded with forty minutes of debate on H.R. 1222.,hr1222-116,2019-04-29,5,,Floor
On motion to suspend the rules and pass the bill Agreed to by voice vote.,hr1222-116,2019-04-29,6,,Floor
Motion to reconsider laid on the table Agreed to without objection.,hr1222-116,2019-04-29,7,,Floor
Considered under suspension of the rules. (consideration: CR H3288-3290),hr1222-116,2019-04-29,8,,Floor
On motion to suspend the rules and pass the bill Agreed to by voice vote. (text: CR H3288-3289),hr1222-116,2019-04-29,9,,Floor
"Received in the Senate, read twice, considered, read the third time, and passed without amendment by Unanimous Consent. (consideration: CR S2502)",hr1222-116,2019-04-30,10,,Floor
Message on Senate action sent to the House.,hr1222-116,2019-04-30,11,,Floor
Presented to President.,hr1222-116,2019-05-02,12,,Floor
Signed by President.,hr1222-116,2019-05-10,13,,President
Became Public Law No: 116-17.,hr1222-116,2019-05-10,14,,President
Referred to the House Committee on Ways and Means.,hr1223-116,2019-02-14,1,,IntroReferral
"Referred to the Committee on Energy and Commerce, and in addition to the Committees on Oversight and Reform, House Administration, Education and Labor, and Financial Services, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",hr1224-116,2019-02-14,1,,IntroReferral
Referred to the Subcommittee on Health.,hr1224-116,2019-02-15,2,,Committee
"Referred to the Committee on Natural Resources, and in addition to the Committee on Education and Labor, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",hr1225-116,2019-02-14,1,,IntroReferral
Referred to the Subcommittee for Indigenous Peoples of the United States.,hr1225-116,2019-03-06,2,,Committee
"Referred to the Subcommittee on National Parks, Forests, and Public Lands.",hr1225-116,2019-03-06,3,,Committee
Referred to the Subcommittee on Indigenous Peoples of the United States.,hr1225-116,2019-03-06,4,,Committee
"Referred to the Subcommittee on Water, Oceans, and Wildlife.",hr1225-116,2019-03-06,5,,Committee
Subcommittee for Indigenous Peoples of the United States Discharged.,hr1225-116,2019-06-26,6,,Committee
"Subcommittee on Water, Oceans, and Wildlife Discharged.",hr1225-116,2019-06-26,7,,Committee
"Subcommittee on National Parks, Forests, and Public Lands Discharged.",hr1225-116,2019-06-26,8,,Committee
Committee Consideration and Mark-up Session Held.,hr1225-116,2019-06-26,9,,Committee
Ordered to be Reported (Amended) by the Yeas and Nays: 36 - 2.,hr1225-116,2019-06-26,10,,Committee
Referred to the House Committee on Energy and Commerce.,hr1226-116,2019-02-14,1,,IntroReferral
Referred to the Subcommittee on Health.,hr1226-116,2019-02-15,2,,Committee
Referred to the House Committee on Energy and Commerce.,hr1227-116,2019-02-14,1,,IntroReferral
Referred to the Subcommittee on Health.,hr1227-116,2019-02-15,2,,Committee
Referred to the House Committee on the Judiciary.,hr1228-116,2019-02-14,1,,IntroReferral
"Referred to the Subcommittee on Crime, Terrorism, and Homeland Security.",hr1228-116,2019-03-25,2,,Committee
Referred to the House Committee on Education and Labor.,hr1229-116,2019-02-14,1,,IntroReferral
Referred to the House Committee on Education and Labor.,hr1230-116,2019-02-14,1,,IntroReferral
Committee Consideration and Mark-up Session Held.,hr1230-116,2019-06-11,2,,Committee
Ordered to be Reported (Amended) by the Yeas and Nays: 27 - 18.,hr1230-116,2019-06-11,3,,Committee
"Referred to the Committee on Armed Services, and in addition to the Committee on Foreign Affairs, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",hr1231-116,2019-02-14,1,,IntroReferral
Referred to the Subcommittee on Strategic Forces.,hr1231-116,2019-02-15,2,,Committee
Referred to the House Committee on Homeland Security.,hr1232-116,2019-02-14,1,,IntroReferral
Committee Consideration and Mark-up Session Held.,hr1232-116,2019-03-13,2,,Committee
Ordered to be Reported by the Yeas and Nays: 17 - 12.,hr1232-116,2019-03-13,3,,Committee
Reported by the Committee on Homeland Security. H. Rept. 116-45.,hr1232-116,2019-05-02,4,,Committee
"Placed on the Union Calendar, Calendar No. 23.",hr1232-116,2019-05-02,5,,Calendars
"Referred to the Committee on Homeland Security, and in addition to the Committee on the Judiciary, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",hr1233-116,2019-02-14,1,,IntroReferral
"Referred to the Subcommittee on Border Security, Facilitation, and Operations.",hr1233-116,2019-03-06,2,,Committee
Referred to the Subcommittee on Immigration and Citizenship.,hr1233-116,2019-03-25,3,,Committee
"Referred to the Subcommittee on the Constitution, Civil Rights, and Civil Justice.",hr1233-116,2019-03-25,4,,Committee
"Referred to the Subcommittee on the Constitution, Civil Rights, and Civil Liberties.",hr1233-116,2019-03-25,5,,Committee
"Referred to the Committee on the Judiciary, and in addition to the Committee on Homeland Security, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",hr1234-116,2019-02-14,1,,IntroReferral
"Referred to the Subcommittee on Border Security, Facilitation, and Operations.",hr1234-116,2019-03-06,2,,Committee
"Referred to the Subcommittee on the Constitution, Civil Rights, and Civil Liberties.",hr1234-116,2019-03-25,3,,Committee
"Referred to the Subcommittee on the Constitution, Civil Rights, and Civil Justice.",hr1234-116,2019-03-25,4,,Committee
Referred to the House Committee on Oversight and Reform.,hr1235-116,2019-02-14,1,,IntroReferral
Considered under suspension of the rules. (consideration: CR H2062-2064),hr1235-116,2019-02-25,2,,Floor
"On motion to suspend the rules and pass the bill, as amended Agreed to by voice vote. (text: CR H2062)",hr1235-116,2019-02-25,3,,Floor
"Mr. Connolly moved to suspend the rules and pass the bill, as amended.",hr1235-116,2019-02-25,4,,Floor
Considered under suspension of the rules.,hr1235-116,2019-02-25,5,,Floor
DEBATE - The House proceeded with forty minutes of debate on H.R. 1235.,hr1235-116,2019-02-25,6,,Floor
"On motion to suspend the rules and pass the bill, as amended Agreed to by voice vote.",hr1235-116,2019-02-25,7,,Floor
Motion to reconsider laid on the table Agreed to without objection.,hr1235-116,2019-02-25,8,,Floor
The title of the measure was amended. Agreed to without objection.,hr1235-116,2019-02-25,9,,Floor
Received in the Senate and Read twice and referred to the Committee on Homeland Security and Governmental Affairs.,hr1235-116,2019-02-26,10,,IntroReferral
Referred to the House Committee on the Judiciary.,hr1236-116,2019-02-14,1,,IntroReferral
"Referred to the Subcommittee on Crime, Terrorism, and Homeland Security.",hr1236-116,2019-03-25,2,,Committee
"Subcommittee on Crime, Terrorism, and Homeland Security Discharged.",hr1236-116,2019-09-10,3,,Committee
Committee Consideration and Mark-up Session Held.,hr1236-116,2019-09-10,4,,Committee
Ordered to be Reported (Amended) by the Yeas and Nays: 22 - 16.,hr1236-116,2019-09-10,5,,Committee
"Referred to the House Committee on Science, Space, and Technology.",hr1237-116,2019-02-14,1,,IntroReferral
Referred to the Subcommittee on Environment.,hr1237-116,2019-02-14,2,,Committee
Subcommittee Consideration and Mark-up Session Held.,hr1237-116,2019-04-09,3,,Committee
Forwarded by Subcommittee to Full Committee by Voice Vote .,hr1237-116,2019-04-09,4,,Committee
Committee Consideration and Mark-up Session Held.,hr1237-116,2019-05-01,5,,Committee
Ordered to be Reported (Amended) by Voice Vote.,hr1237-116,2019-05-01,6,,Committee
"Reported (Amended) by the Committee on Science, Space, and Technology. H. Rept. 116-86.",hr1237-116,2019-05-28,7,,Committee
"Placed on the Union Calendar, Calendar No. 61.",hr1237-116,2019-05-28,8,,Calendars
Considered under suspension of the rules. (consideration: CR H4318-4325),hr1237-116,2019-06-05,9,,Floor
"On motion to suspend the rules and pass the bill, as amended Agreed to by voice vote. (text: CR H4318-4320)",hr1237-116,2019-06-05,10,,Floor
"Ms. Johnson (TX) moved to suspend the rules and pass the bill, as amended.",hr1237-116,2019-06-05,11,,Floor
Considered under suspension of the rules.,hr1237-116,2019-06-05,12,,Floor
DEBATE - The House proceeded with forty minutes of debate on H.R. 1237.,hr1237-116,2019-06-05,13,,Floor
"On motion to suspend the rules and pass the bill, as amended Agreed to by voice vote.",hr1237-116,2019-06-05,14,,Floor
Motion to reconsider laid on the table Agreed to without objection.,hr1237-116,2019-06-05,15,,Floor
"Received in the Senate and Read twice and referred to the Committee on Commerce, Science, and Transportation.",hr1237-116,2019-06-10,16,,IntroReferral
Referred to the House Committee on Agriculture.,hr1238-116,2019-02-14,1,,IntroReferral
Referred to the Subcommittee on General Farm Commodities and Risk Management.,hr1238-116,2019-03-07,2,,Committee
"Referred to the Committee on the Judiciary, and in addition to the Committees on Energy and Commerce, Natural Resources, and Financial Services, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",hr1239-116,2019-02-14,1,,IntroReferral
Referred to the Subcommittee on Health.,hr1239-116,2019-02-15,2,,Committee
Referred to the Subcommittee for Indigenous Peoples of the United States.,hr1239-116,2019-03-06,3,,Committee
Referred to the Subcommittee on Indigenous Peoples of the United States.,hr1239-116,2019-03-06,4,,Committee
"Referred to the Subcommittee on Crime, Terrorism, and Homeland Security.",hr1239-116,2019-03-25,5,,Committee
Referred to the House Committee on Natural Resources.,hr1240-116,2019-02-14,1,,IntroReferral
"Referred to the Subcommittee on Water, Oceans, and Wildlife.",hr1240-116,2019-03-06,2,,Committee
Subcommittee Hearings Held.,hr1240-116,2019-05-08,3,,Committee
Referred to the House Committee on Ways and Means.,hr1241-116,2019-02-14,1,,IntroReferral
Referred to the House Committee on Natural Resources.,hr1242-116,2019-02-14,1,,IntroReferral
"Referred to the Subcommittee on Water, Oceans, and Wildlife.",hr1242-116,2019-03-13,2,,Committee
Referred to the House Committee on Energy and Commerce.,hr1243-116,2019-02-14,1,,IntroReferral
Referred to the Subcommittee on Health.,hr1243-116,2019-02-15,2,,Committee
Referred to the House Committee on Ways and Means.,hr1244-116,2019-02-14,1,,IntroReferral
