"bill","date","status","status.prev"
"hr3970-116",2019-07-25,"A. INTRODUCTION IN HOUSE",NA
"hr3971-116",2019-07-25,"A. INTRODUCTION IN HOUSE",NA
"hr3972-116",2019-07-25,"A. INTRODUCTION IN HOUSE",NA
"hr3972-116",2019-08-15,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr3973-116",2019-07-25,"A. INTRODUCTION IN HOUSE",NA
"hr3974-116",2019-07-25,"A. INTRODUCTION IN HOUSE",NA
"hr3975-116",2019-07-25,"A. INTRODUCTION IN HOUSE",NA
"hr3976-116",2019-07-25,"A. INTRODUCTION IN HOUSE",NA
"hr3977-116",2019-07-25,"A. INTRODUCTION IN HOUSE",NA
"hr3978-116",2019-07-25,"A. INTRODUCTION IN HOUSE",NA
"hr3979-116",2019-07-25,"A. INTRODUCTION IN HOUSE",NA
"hr3980-116",2019-07-25,"A. INTRODUCTION IN HOUSE",NA
"hr3980-116",2019-08-28,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr3981-116",2019-07-25,"A. INTRODUCTION IN HOUSE",NA
"hr3982-116",2019-07-25,"A. INTRODUCTION IN HOUSE",NA
"hr3983-116",2019-07-25,"A. INTRODUCTION IN HOUSE",NA
"hr3984-116",2019-07-25,"A. INTRODUCTION IN HOUSE",NA
"hr3985-116",2019-07-25,"A. INTRODUCTION IN HOUSE",NA
"hr3985-116",2019-09-25,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr3986-116",2019-07-25,"A. INTRODUCTION IN HOUSE",NA
"hr3987-116",2019-07-25,"A. INTRODUCTION IN HOUSE",NA
"hr3987-116",2019-08-29,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr3988-116",2019-07-25,"A. INTRODUCTION IN HOUSE",NA
"hr3989-116",2019-07-25,"A. INTRODUCTION IN HOUSE",NA
"hr3989-116",2019-09-25,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr3990-116",2019-07-25,"A. INTRODUCTION IN HOUSE",NA
"hr3990-116",2019-08-21,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr3991-116",2019-07-25,"A. INTRODUCTION IN HOUSE",NA
"hr3991-116",2019-08-28,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr3992-116",2019-07-25,"A. INTRODUCTION IN HOUSE",NA
"hr3993-116",2019-07-25,"A. INTRODUCTION IN HOUSE",NA
"hr3993-116",2019-08-28,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr3994-116",2019-07-25,"A. INTRODUCTION IN HOUSE",NA
"hr3994-116",2019-08-28,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr3995-116",2019-07-25,"A. INTRODUCTION IN HOUSE",NA
"hr3995-116",2019-08-22,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr3996-116",2019-07-25,"A. INTRODUCTION IN HOUSE",NA
"hr3996-116",2019-08-22,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr3997-116",2019-07-25,"A. INTRODUCTION IN HOUSE",NA
"hr3998-116",2019-07-25,"A. INTRODUCTION IN HOUSE",NA
"hr3999-116",2019-07-25,"A. INTRODUCTION IN HOUSE",NA
"hr4000-116",2019-07-25,"A. INTRODUCTION IN HOUSE",NA
"hr4000-116",2019-08-28,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr4001-116",2019-07-25,"A. INTRODUCTION IN HOUSE",NA
"hr4001-116",2019-07-26,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr4002-116",2019-07-25,"A. INTRODUCTION IN HOUSE",NA
"hr4003-116",2019-07-25,"A. INTRODUCTION IN HOUSE",NA
"hr4003-116",2019-08-28,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr4004-116",2019-07-25,"A. INTRODUCTION IN HOUSE",NA
"hr4005-116",2019-07-25,"A. INTRODUCTION IN HOUSE",NA
"hr4006-116",2019-07-25,"A. INTRODUCTION IN HOUSE",NA
"hr4007-116",2019-07-25,"A. INTRODUCTION IN HOUSE",NA
"hr4007-116",2019-07-26,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr4008-116",2019-07-25,"A. INTRODUCTION IN HOUSE",NA
"hr4009-116",2019-07-25,"A. INTRODUCTION IN HOUSE",NA
"hr4009-116",2019-08-28,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr4010-116",2019-07-25,"A. INTRODUCTION IN HOUSE",NA
"hr4011-116",2019-07-25,"A. INTRODUCTION IN HOUSE",NA
"hr4012-116",2019-07-25,"A. INTRODUCTION IN HOUSE",NA
"hr4012-116",2019-08-22,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr4013-116",2019-07-25,"A. INTRODUCTION IN HOUSE",NA
"hr4014-116",2019-07-25,"A. INTRODUCTION IN HOUSE",NA
"hr4015-116",2019-07-25,"A. INTRODUCTION IN HOUSE",NA
"hr4015-116",2019-08-15,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr4016-116",2019-07-25,"A. INTRODUCTION IN HOUSE",NA
"hr4017-116",2019-07-25,"A. INTRODUCTION IN HOUSE",NA
"hr4018-116",2019-07-25,"A. INTRODUCTION IN HOUSE",NA
"hr4018-116",2019-08-28,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr4019-116",2019-07-25,"A. INTRODUCTION IN HOUSE",NA
"hr4020-116",2019-07-25,"A. INTRODUCTION IN HOUSE",NA
"hr4020-116",2019-08-21,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr4021-116",2019-07-25,"A. INTRODUCTION IN HOUSE",NA
"hr4022-116",2019-07-25,"A. INTRODUCTION IN HOUSE",NA
"hr4022-116",2019-08-15,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr4023-116",2019-07-25,"A. INTRODUCTION IN HOUSE",NA
"hr4024-116",2019-07-25,"A. INTRODUCTION IN HOUSE",NA
"hr4025-116",2019-07-25,"A. INTRODUCTION IN HOUSE",NA
"hr4026-116",2019-07-25,"A. INTRODUCTION IN HOUSE",NA
"hr4026-116",2019-08-08,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr4027-116",2019-07-25,"A. INTRODUCTION IN HOUSE",NA
"hr4028-116",2019-07-25,"A. INTRODUCTION IN HOUSE",NA
"hr4029-116",2019-07-25,"A. INTRODUCTION IN HOUSE",NA
"hr4029-116",2019-09-18,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr4030-116",2019-07-25,"A. INTRODUCTION IN HOUSE",NA
"hr4030-116",2019-08-28,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr4031-116",2019-07-25,"A. INTRODUCTION IN HOUSE",NA
"hr4031-116",2019-07-26,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr4032-116",2019-07-25,"A. INTRODUCTION IN HOUSE",NA
"hr4032-116",2019-07-26,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr4033-116",2019-07-25,"A. INTRODUCTION IN HOUSE",NA
"hr4033-116",2019-07-26,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr4034-116",2019-07-25,"A. INTRODUCTION IN HOUSE",NA
"hr4035-116",2019-07-25,"A. INTRODUCTION IN HOUSE",NA
"hr4036-116",2019-07-25,"A. INTRODUCTION IN HOUSE",NA
"hr4037-116",2019-07-25,"A. INTRODUCTION IN HOUSE",NA
"hr4037-116",2019-08-29,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr4038-116",2019-07-25,"A. INTRODUCTION IN HOUSE",NA
"hr4039-116",2019-07-25,"A. INTRODUCTION IN HOUSE",NA
"hr4039-116",2019-07-26,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr4040-116",2019-07-25,"A. INTRODUCTION IN HOUSE",NA
"hr4041-116",2019-07-25,"A. INTRODUCTION IN HOUSE",NA
"hr4042-116",2019-07-25,"A. INTRODUCTION IN HOUSE",NA
"hr4042-116",2019-08-22,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr4043-116",2019-07-25,"A. INTRODUCTION IN HOUSE",NA
"hr4044-116",2019-07-25,"A. INTRODUCTION IN HOUSE",NA
"hr4044-116",2019-07-26,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr4045-116",2019-07-25,"A. INTRODUCTION IN HOUSE",NA
"hr4045-116",2019-08-28,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr4046-116",2019-07-25,"A. INTRODUCTION IN HOUSE",NA
"hr4046-116",2019-08-15,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr4047-116",2019-07-25,"A. INTRODUCTION IN HOUSE",NA
"hr4048-116",2019-07-25,"A. INTRODUCTION IN HOUSE",NA
"hr4049-116",2019-07-25,"A. INTRODUCTION IN HOUSE",NA
"hr4049-116",2019-08-28,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr4050-116",2019-07-25,"A. INTRODUCTION IN HOUSE",NA
"hr4051-116",2019-07-25,"A. INTRODUCTION IN HOUSE",NA
"hr4051-116",2019-08-08,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr4052-116",2019-07-25,"A. INTRODUCTION IN HOUSE",NA
"hr4052-116",2019-08-28,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr4053-116",2019-07-25,"A. INTRODUCTION IN HOUSE",NA
"hr4053-116",2019-08-28,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr4054-116",2019-07-25,"A. INTRODUCTION IN HOUSE",NA
"hr4055-116",2019-07-25,"A. INTRODUCTION IN HOUSE",NA
"hr4056-116",2019-07-25,"A. INTRODUCTION IN HOUSE",NA
"hr4057-116",2019-07-25,"A. INTRODUCTION IN HOUSE",NA
"hr4057-116",2019-08-29,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr4058-116",2019-07-25,"A. INTRODUCTION IN HOUSE",NA
"hr4059-116",2019-07-25,"A. INTRODUCTION IN HOUSE",NA
"hr4060-116",2019-07-25,"A. INTRODUCTION IN HOUSE",NA
"hr4060-116",2019-07-26,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr4061-116",2019-07-25,"A. INTRODUCTION IN HOUSE",NA
"hr4062-116",2019-07-25,"A. INTRODUCTION IN HOUSE",NA
"hr4062-116",2019-08-15,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr4063-116",2019-07-25,"A. INTRODUCTION IN HOUSE",NA
"hr4064-116",2019-07-25,"A. INTRODUCTION IN HOUSE",NA
"hr4065-116",2019-07-25,"A. INTRODUCTION IN HOUSE",NA
"hr4066-116",2019-07-25,"A. INTRODUCTION IN HOUSE",NA
"hr4067-116",2019-07-25,"A. INTRODUCTION IN HOUSE",NA
"hr4067-116",2019-09-18,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr4068-116",2019-07-25,"A. INTRODUCTION IN HOUSE",NA
"hr4068-116",2019-08-28,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr4069-116",2019-07-25,"A. INTRODUCTION IN HOUSE",NA
"hr4070-116",2019-07-25,"A. INTRODUCTION IN HOUSE",NA
"hr4071-116",2019-07-25,"A. INTRODUCTION IN HOUSE",NA
"hr4072-116",2019-07-25,"A. INTRODUCTION IN HOUSE",NA
"hr4073-116",2019-07-25,"A. INTRODUCTION IN HOUSE",NA
"hr4074-116",2019-07-25,"A. INTRODUCTION IN HOUSE",NA
"hr4075-116",2019-07-25,"A. INTRODUCTION IN HOUSE",NA
"hr4075-116",2019-08-28,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr4076-116",2019-07-25,"A. INTRODUCTION IN HOUSE",NA
"hr4077-116",2019-07-25,"A. INTRODUCTION IN HOUSE",NA
"hr4078-116",2019-07-25,"A. INTRODUCTION IN HOUSE",NA
"hr4079-116",2019-07-25,"A. INTRODUCTION IN HOUSE",NA
"hr4080-116",2019-07-26,"A. INTRODUCTION IN HOUSE",NA
"hr4080-116",2019-08-28,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr4081-116",2019-07-26,"A. INTRODUCTION IN HOUSE",NA
"hr4081-116",2019-08-28,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr4082-116",2019-07-26,"A. INTRODUCTION IN HOUSE",NA
"hr4082-116",2019-08-28,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr4083-116",2019-07-26,"A. INTRODUCTION IN HOUSE",NA
"hr4084-116",2019-07-26,"A. INTRODUCTION IN HOUSE",NA
"hr4085-116",2019-07-26,"A. INTRODUCTION IN HOUSE",NA
"hr4085-116",2019-08-22,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr4086-116",2019-07-26,"A. INTRODUCTION IN HOUSE",NA
"hr4086-116",2019-08-22,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr4087-116",2019-07-26,"A. INTRODUCTION IN HOUSE",NA
"hr4087-116",2019-07-29,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr4088-116",2019-07-26,"A. INTRODUCTION IN HOUSE",NA
"hr4088-116",2019-07-29,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr4089-116",2019-07-26,"A. INTRODUCTION IN HOUSE",NA
"hr4090-116",2019-07-26,"A. INTRODUCTION IN HOUSE",NA
"hr4091-116",2019-07-30,"A. INTRODUCTION IN HOUSE",NA
"hr4091-116",2019-09-10,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr4092-116",2019-07-30,"A. INTRODUCTION IN HOUSE",NA
"hr4092-116",2019-10-08,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr4093-116",2019-07-30,"A. INTRODUCTION IN HOUSE",NA
"hr4094-116",2019-07-30,"A. INTRODUCTION IN HOUSE",NA
"hr4095-116",2019-07-30,"A. INTRODUCTION IN HOUSE",NA
"hr4096-116",2019-07-30,"A. INTRODUCTION IN HOUSE",NA
"hr4096-116",2019-08-22,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr4097-116",2019-07-30,"A. INTRODUCTION IN HOUSE",NA
"hr4097-116",2019-10-08,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr4098-116",2019-07-30,"A. INTRODUCTION IN HOUSE",NA
"hr4099-116",2019-07-30,"A. INTRODUCTION IN HOUSE",NA
"hr4099-116",2019-08-28,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr4100-116",2019-07-30,"A. INTRODUCTION IN HOUSE",NA
"hr4101-116",2019-07-30,"A. INTRODUCTION IN HOUSE",NA
"hr4101-116",2019-08-01,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr4102-116",2019-07-30,"A. INTRODUCTION IN HOUSE",NA
"hr4102-116",2019-08-21,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr4103-116",2019-07-30,"A. INTRODUCTION IN HOUSE",NA
"hr4104-116",2019-07-30,"A. INTRODUCTION IN HOUSE",NA
"hr4105-116",2019-07-30,"A. INTRODUCTION IN HOUSE",NA
"hr4106-116",2019-07-30,"A. INTRODUCTION IN HOUSE",NA
"hr4107-116",2019-07-30,"A. INTRODUCTION IN HOUSE",NA
"hr4108-116",2019-07-30,"A. INTRODUCTION IN HOUSE",NA
"hr4109-116",2019-07-30,"A. INTRODUCTION IN HOUSE",NA
"hr4110-116",2019-07-30,"A. INTRODUCTION IN HOUSE",NA
"hr4110-116",2019-07-31,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr4111-116",2019-07-30,"A. INTRODUCTION IN HOUSE",NA
"hr4112-116",2019-07-30,"A. INTRODUCTION IN HOUSE",NA
"hr4112-116",2019-08-28,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr4113-116",2019-07-30,"A. INTRODUCTION IN HOUSE",NA
"hr4114-116",2019-07-30,"A. INTRODUCTION IN HOUSE",NA
"hr4115-116",2019-07-30,"A. INTRODUCTION IN HOUSE",NA
"hr4116-116",2019-07-30,"A. INTRODUCTION IN HOUSE",NA
"hr4116-116",2019-08-28,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr4117-116",2019-07-30,"A. INTRODUCTION IN HOUSE",NA
"hr4118-116",2019-07-30,"A. INTRODUCTION IN HOUSE",NA
"hr4118-116",2019-08-28,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr4119-116",2019-07-30,"A. INTRODUCTION IN HOUSE",NA
"hr4120-116",2019-07-30,"A. INTRODUCTION IN HOUSE",NA
"hr4121-116",2019-07-30,"A. INTRODUCTION IN HOUSE",NA
"hr4121-116",2019-07-31,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr4122-116",2019-07-30,"A. INTRODUCTION IN HOUSE",NA
"hr4123-116",2019-07-30,"A. INTRODUCTION IN HOUSE",NA
"hr4124-116",2019-07-30,"A. INTRODUCTION IN HOUSE",NA
"hr4125-116",2019-07-30,"A. INTRODUCTION IN HOUSE",NA
"hr4126-116",2019-07-30,"A. INTRODUCTION IN HOUSE",NA
"hr4127-116",2019-07-30,"A. INTRODUCTION IN HOUSE",NA
"hr4128-116",2019-07-30,"A. INTRODUCTION IN HOUSE",NA
"hr4129-116",2019-07-30,"A. INTRODUCTION IN HOUSE",NA
"hr4130-116",2019-07-30,"A. INTRODUCTION IN HOUSE",NA
"hr4131-116",2019-07-30,"A. INTRODUCTION IN HOUSE",NA
"hr4131-116",2019-08-28,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr4132-116",2019-07-30,"A. INTRODUCTION IN HOUSE",NA
"hr4133-116",2019-07-30,"A. INTRODUCTION IN HOUSE",NA
"hr4133-116",2019-08-29,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr4134-116",2019-07-30,"A. INTRODUCTION IN HOUSE",NA
"hr4134-116",2019-08-29,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr4135-116",2019-07-30,"A. INTRODUCTION IN HOUSE",NA
"hr4136-116",2019-07-30,"A. INTRODUCTION IN HOUSE",NA
"hr4137-116",2019-07-30,"A. INTRODUCTION IN HOUSE",NA
"hr4137-116",2019-08-22,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr4138-116",2019-07-30,"A. INTRODUCTION IN HOUSE",NA
"hr4139-116",2019-07-30,"A. INTRODUCTION IN HOUSE",NA
"hr4140-116",2019-08-02,"A. INTRODUCTION IN HOUSE",NA
"hr4140-116",2019-08-28,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr4141-116",2019-08-02,"A. INTRODUCTION IN HOUSE",NA
"hr4141-116",2019-08-28,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr4142-116",2019-08-02,"A. INTRODUCTION IN HOUSE",NA
"hr4142-116",2019-08-05,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr4143-116",2019-08-02,"A. INTRODUCTION IN HOUSE",NA
"hr4144-116",2019-08-02,"A. INTRODUCTION IN HOUSE",NA
"hr4145-116",2019-08-02,"A. INTRODUCTION IN HOUSE",NA
"hr4146-116",2019-08-02,"A. INTRODUCTION IN HOUSE",NA
"hr4147-116",2019-08-02,"A. INTRODUCTION IN HOUSE",NA
"hr4148-116",2019-08-02,"A. INTRODUCTION IN HOUSE",NA
"hr4149-116",2019-08-02,"A. INTRODUCTION IN HOUSE",NA
"hr4149-116",2019-08-05,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr4150-116",2019-08-02,"A. INTRODUCTION IN HOUSE",NA
"hr4150-116",2019-08-28,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr4151-116",2019-08-02,"A. INTRODUCTION IN HOUSE",NA
"hr4151-116",2019-08-28,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr4152-116",2019-08-02,"A. INTRODUCTION IN HOUSE",NA
"hr4152-116",2019-08-22,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr4153-116",2019-08-02,"A. INTRODUCTION IN HOUSE",NA
"hr4153-116",2019-08-21,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr4154-116",2019-08-02,"A. INTRODUCTION IN HOUSE",NA
"hr4154-116",2019-08-22,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr4155-116",2019-08-02,"A. INTRODUCTION IN HOUSE",NA
"hr4155-116",2019-08-15,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr4156-116",2019-08-02,"A. INTRODUCTION IN HOUSE",NA
"hr4157-116",2019-08-02,"A. INTRODUCTION IN HOUSE",NA
"hr4158-116",2019-08-02,"A. INTRODUCTION IN HOUSE",NA
"hr4159-116",2019-08-02,"A. INTRODUCTION IN HOUSE",NA
"hr4160-116",2019-08-02,"A. INTRODUCTION IN HOUSE",NA
"hr4161-116",2019-08-02,"A. INTRODUCTION IN HOUSE",NA
"hr4162-116",2019-08-06,"A. INTRODUCTION IN HOUSE",NA
"hr4162-116",2019-08-22,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr4163-116",2019-08-06,"A. INTRODUCTION IN HOUSE",NA
"hr4163-116",2019-09-25,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr4164-116",2019-08-06,"A. INTRODUCTION IN HOUSE",NA
"hr4164-116",2019-08-28,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr4165-116",2019-08-06,"A. INTRODUCTION IN HOUSE",NA
"hr4165-116",2019-08-22,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr4166-116",2019-08-06,"A. INTRODUCTION IN HOUSE",NA
"hr4167-116",2019-08-06,"A. INTRODUCTION IN HOUSE",NA
"hr4168-116",2019-08-06,"A. INTRODUCTION IN HOUSE",NA
"hr4168-116",2019-09-25,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr4169-116",2019-08-06,"A. INTRODUCTION IN HOUSE",NA
"hr4170-116",2019-08-06,"A. INTRODUCTION IN HOUSE",NA
"hr4170-116",2019-09-25,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr4171-116",2019-08-06,"A. INTRODUCTION IN HOUSE",NA
"hr4172-116",2019-08-06,"A. INTRODUCTION IN HOUSE",NA
"hr4173-116",2019-08-06,"A. INTRODUCTION IN HOUSE",NA
"hr4174-116",2019-08-06,"A. INTRODUCTION IN HOUSE",NA
"hr4175-116",2019-08-06,"A. INTRODUCTION IN HOUSE",NA
"hr4176-116",2019-08-09,"A. INTRODUCTION IN HOUSE",NA
"hr4176-116",2019-09-25,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr4177-116",2019-08-09,"A. INTRODUCTION IN HOUSE",NA
"hr4178-116",2019-08-09,"A. INTRODUCTION IN HOUSE",NA
"hr4179-116",2019-08-09,"A. INTRODUCTION IN HOUSE",NA
"hr4179-116",2019-08-12,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr4180-116",2019-08-09,"A. INTRODUCTION IN HOUSE",NA
"hr4181-116",2019-08-09,"A. INTRODUCTION IN HOUSE",NA
"hr4182-116",2019-08-09,"A. INTRODUCTION IN HOUSE",NA
"hr4182-116",2019-08-22,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr4183-116",2019-08-13,"A. INTRODUCTION IN HOUSE",NA
"hr4183-116",2019-08-22,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr4184-116",2019-08-13,"A. INTRODUCTION IN HOUSE",NA
"hr4185-116",2019-08-13,"A. INTRODUCTION IN HOUSE",NA
"hr4186-116",2019-08-13,"A. INTRODUCTION IN HOUSE",NA
"hr4187-116",2019-08-13,"A. INTRODUCTION IN HOUSE",NA
"hr4187-116",2019-09-25,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr4188-116",2019-08-16,"A. INTRODUCTION IN HOUSE",NA
"hr4189-116",2019-08-16,"A. INTRODUCTION IN HOUSE",NA
"hr4190-116",2019-08-16,"A. INTRODUCTION IN HOUSE",NA
"hr4190-116",2019-09-25,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr4191-116",2019-08-16,"A. INTRODUCTION IN HOUSE",NA
"hr4192-116",2019-08-16,"A. INTRODUCTION IN HOUSE",NA
"hr4193-116",2019-08-16,"A. INTRODUCTION IN HOUSE",NA
"hr4194-116",2019-08-20,"A. INTRODUCTION IN HOUSE",NA
"hr4195-116",2019-08-20,"A. INTRODUCTION IN HOUSE",NA
"hr4196-116",2019-08-20,"A. INTRODUCTION IN HOUSE",NA
"hr4197-116",2019-08-20,"A. INTRODUCTION IN HOUSE",NA
"hr4198-116",2019-08-20,"A. INTRODUCTION IN HOUSE",NA
"hr4199-116",2019-08-20,"A. INTRODUCTION IN HOUSE",NA
"hr4199-116",2019-09-25,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr4200-116",2019-08-20,"A. INTRODUCTION IN HOUSE",NA
"hr4201-116",2019-08-20,"A. INTRODUCTION IN HOUSE",NA
"hr4202-116",2019-08-23,"A. INTRODUCTION IN HOUSE",NA
"hr4202-116",2019-09-25,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr4203-116",2019-08-23,"A. INTRODUCTION IN HOUSE",NA
"hr4203-116",2019-09-25,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr4204-116",2019-08-23,"A. INTRODUCTION IN HOUSE",NA
