"bill","date","status","status.prev"
"hr0748-116",2019-05-21,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr0748-116",2019-07-17,"C. ON HOUSE CALENDAR","B. HOUSE COMMITTEE CONSIDERATION"
"hr0748-116",2019-07-17,"D. HOUSE DEBATE","C. ON HOUSE CALENDAR"
"hr0748-116",2019-07-17,"E. PASSED HOUSE VOTE","D. HOUSE DEBATE"
"hr0748-116",2019-07-18,"F. REFERRED TO SENATE","E. PASSED HOUSE VOTE"
"hr0748-116",2019-07-22,"H. ON SENATE CALENDAR","F. REFERRED TO SENATE"
"hr0749-116",2019-01-24,"A. INTRODUCTION IN HOUSE",NA
"hr0750-116",2019-01-24,"A. INTRODUCTION IN HOUSE",NA
"hr0751-116",2019-01-24,"A. INTRODUCTION IN HOUSE",NA
"hr0752-116",2019-01-24,"A. INTRODUCTION IN HOUSE",NA
"hr0752-116",2019-02-01,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr0752-116",2019-02-07,"D. HOUSE DEBATE","B. HOUSE COMMITTEE CONSIDERATION"
"hr0752-116",2019-02-07,"E. PASSED HOUSE VOTE","D. HOUSE DEBATE"
"hr0752-116",2019-02-11,"F. REFERRED TO SENATE","E. PASSED HOUSE VOTE"
"hr0753-116",2019-01-24,"A. INTRODUCTION IN HOUSE",NA
"hr0753-116",2019-04-09,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr0753-116",2019-05-20,"D. HOUSE DEBATE","B. HOUSE COMMITTEE CONSIDERATION"
"hr0753-116",2019-05-20,"E. PASSED HOUSE VOTE","D. HOUSE DEBATE"
"hr0753-116",2019-05-21,"F. REFERRED TO SENATE","E. PASSED HOUSE VOTE"
"hr0754-116",2019-01-24,"A. INTRODUCTION IN HOUSE",NA
"hr0755-116",2019-01-24,"A. INTRODUCTION IN HOUSE",NA
"hr0755-116",2019-02-11,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr0756-116",2019-01-24,"A. INTRODUCTION IN HOUSE",NA
"hr0756-116",2019-02-11,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr0757-116",2019-01-24,"A. INTRODUCTION IN HOUSE",NA
"hr0757-116",2019-03-05,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr0758-116",2019-01-24,"A. INTRODUCTION IN HOUSE",NA
"hr0758-116",2019-03-11,"D. HOUSE DEBATE","A. INTRODUCTION IN HOUSE"
"hr0758-116",2019-03-11,"E. PASSED HOUSE VOTE","D. HOUSE DEBATE"
"hr0758-116",2019-03-12,"F. REFERRED TO SENATE","E. PASSED HOUSE VOTE"
"hr0759-116",2019-01-24,"A. INTRODUCTION IN HOUSE",NA
"hr0759-116",2019-02-12,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr0759-116",2019-07-22,"C. ON HOUSE CALENDAR","B. HOUSE COMMITTEE CONSIDERATION"
"hr0759-116",2019-07-24,"D. HOUSE DEBATE","C. ON HOUSE CALENDAR"
"hr0759-116",2019-07-24,"E. PASSED HOUSE VOTE","D. HOUSE DEBATE"
"hr0759-116",2019-07-25,"F. REFERRED TO SENATE","E. PASSED HOUSE VOTE"
"hr0760-116",2019-01-24,"A. INTRODUCTION IN HOUSE",NA
"hr0761-116",2019-01-24,"A. INTRODUCTION IN HOUSE",NA
"hr0762-116",2019-01-24,"A. INTRODUCTION IN HOUSE",NA
"hr0762-116",2019-01-25,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr0762-116",2019-03-05,"D. HOUSE DEBATE","B. HOUSE COMMITTEE CONSIDERATION"
"hr0762-116",2019-03-05,"E. PASSED HOUSE VOTE","D. HOUSE DEBATE"
"hr0762-116",2019-03-06,"F. REFERRED TO SENATE","E. PASSED HOUSE VOTE"
"hr0762-116",2019-07-16,"G. SENATE COMMITTEE CONSIDERATION","F. REFERRED TO SENATE"
"hr0762-116",2019-09-19,"H. ON SENATE CALENDAR","G. SENATE COMMITTEE CONSIDERATION"
"hr0763-116",2019-01-24,"A. INTRODUCTION IN HOUSE",NA
"hr0763-116",2019-01-25,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr0764-116",2019-01-24,"A. INTRODUCTION IN HOUSE",NA
"hr0764-116",2019-03-01,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr0765-116",2019-01-24,"A. INTRODUCTION IN HOUSE",NA
"hr0765-116",2019-03-05,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr0766-116",2019-01-24,"A. INTRODUCTION IN HOUSE",NA
"hr0766-116",2019-03-01,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr0767-116",2019-01-24,"A. INTRODUCTION IN HOUSE",NA
"hr0767-116",2019-02-07,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr0768-116",2019-01-24,"A. INTRODUCTION IN HOUSE",NA
"hr0769-116",2019-01-24,"A. INTRODUCTION IN HOUSE",NA
"hr0769-116",2019-01-29,"D. HOUSE DEBATE","A. INTRODUCTION IN HOUSE"
"hr0769-116",2019-01-29,"E. PASSED HOUSE VOTE","D. HOUSE DEBATE"
"hr0769-116",2019-01-29,"F. REFERRED TO SENATE","E. PASSED HOUSE VOTE"
"hr0770-116",2019-01-24,"A. INTRODUCTION IN HOUSE",NA
"hr0770-116",2019-03-05,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr0771-116",2019-01-24,"A. INTRODUCTION IN HOUSE",NA
"hr0772-116",2019-01-24,"A. INTRODUCTION IN HOUSE",NA
"hr0772-116",2019-03-05,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr0773-116",2019-01-24,"A. INTRODUCTION IN HOUSE",NA
"hr0773-116",2019-03-05,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr0774-116",2019-01-24,"A. INTRODUCTION IN HOUSE",NA
"hr0774-116",2019-03-05,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr0775-116",2019-01-24,"A. INTRODUCTION IN HOUSE",NA
"hr0775-116",2019-03-05,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr0776-116",2019-01-24,"A. INTRODUCTION IN HOUSE",NA
"hr0776-116",2019-01-25,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr0776-116",2019-07-23,"C. ON HOUSE CALENDAR","B. HOUSE COMMITTEE CONSIDERATION"
"hr0776-116",2019-07-24,"D. HOUSE DEBATE","C. ON HOUSE CALENDAR"
"hr0776-116",2019-07-24,"E. PASSED HOUSE VOTE","D. HOUSE DEBATE"
"hr0776-116",2019-07-25,"F. REFERRED TO SENATE","E. PASSED HOUSE VOTE"
"hr0776-116",2019-07-31,"J. PASSED SENATE VOTE","F. REFERRED TO SENATE"
"hr0776-116",2019-08-01,"K. RESOLVING DIFFERENCES","J. PASSED SENATE VOTE"
"hr0776-116",2019-08-13,"L. TO PRESIDENT","K. RESOLVING DIFFERENCES"
"hr0777-116",2019-01-24,"A. INTRODUCTION IN HOUSE",NA
"hr0777-116",2019-03-05,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr0778-116",2019-01-24,"A. INTRODUCTION IN HOUSE",NA
"hr0779-116",2019-01-24,"A. INTRODUCTION IN HOUSE",NA
"hr0780-116",2019-01-24,"A. INTRODUCTION IN HOUSE",NA
"hr0781-116",2019-01-24,"A. INTRODUCTION IN HOUSE",NA
"hr0782-116",2019-01-24,"A. INTRODUCTION IN HOUSE",NA
"hr0783-116",2019-01-24,"A. INTRODUCTION IN HOUSE",NA
"hr0783-116",2019-03-05,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr0784-116",2019-01-24,"A. INTRODUCTION IN HOUSE",NA
"hr0784-116",2019-03-05,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr0785-116",2019-01-24,"A. INTRODUCTION IN HOUSE",NA
"hr0785-116",2019-02-12,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr0786-116",2019-01-24,"A. INTRODUCTION IN HOUSE",NA
"hr0786-116",2019-02-12,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr0787-116",2019-01-24,"A. INTRODUCTION IN HOUSE",NA
"hr0788-116",2019-01-24,"A. INTRODUCTION IN HOUSE",NA
"hr0788-116",2019-02-07,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr0789-116",2019-01-24,"A. INTRODUCTION IN HOUSE",NA
"hr0789-116",2019-01-25,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr0790-116",2019-01-25,"A. INTRODUCTION IN HOUSE",NA
"hr0790-116",2019-01-29,"C. ON HOUSE CALENDAR","A. INTRODUCTION IN HOUSE"
"hr0790-116",2019-01-30,"D. HOUSE DEBATE","C. ON HOUSE CALENDAR"
"hr0790-116",2019-01-30,"E. PASSED HOUSE VOTE","D. HOUSE DEBATE"
"hr0790-116",2019-01-31,"F. REFERRED TO SENATE","E. PASSED HOUSE VOTE"
"hr0791-116",2019-01-25,"A. INTRODUCTION IN HOUSE",NA
"hr0792-116",2019-01-25,"A. INTRODUCTION IN HOUSE",NA
"hr0793-116",2019-01-25,"A. INTRODUCTION IN HOUSE",NA
"hr0794-116",2019-01-25,"A. INTRODUCTION IN HOUSE",NA
"hr0795-116",2019-01-25,"A. INTRODUCTION IN HOUSE",NA
"hr0795-116",2019-01-28,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr0796-116",2019-01-25,"A. INTRODUCTION IN HOUSE",NA
"hr0796-116",2019-01-28,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr0797-116",2019-01-25,"A. INTRODUCTION IN HOUSE",NA
"hr0798-116",2019-01-25,"A. INTRODUCTION IN HOUSE",NA
"hr0798-116",2019-03-05,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr0799-116",2019-01-25,"A. INTRODUCTION IN HOUSE",NA
"hr0800-116",2019-01-25,"A. INTRODUCTION IN HOUSE",NA
"hr0801-116",2019-01-25,"A. INTRODUCTION IN HOUSE",NA
"hr0802-116",2019-01-25,"A. INTRODUCTION IN HOUSE",NA
"hr0803-116",2019-01-25,"A. INTRODUCTION IN HOUSE",NA
"hr0803-116",2019-01-28,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr0804-116",2019-01-28,"A. INTRODUCTION IN HOUSE",NA
"hr0805-116",2019-01-28,"A. INTRODUCTION IN HOUSE",NA
"hr0805-116",2019-01-29,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr0806-116",2019-01-28,"A. INTRODUCTION IN HOUSE",NA
"hr0806-116",2019-01-29,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr0806-116",2019-09-13,"C. ON HOUSE CALENDAR","B. HOUSE COMMITTEE CONSIDERATION"
"hr0806-116",2019-09-17,"D. HOUSE DEBATE","C. ON HOUSE CALENDAR"
"hr0806-116",2019-09-17,"E. PASSED HOUSE VOTE","D. HOUSE DEBATE"
"hr0806-116",2019-09-18,"F. REFERRED TO SENATE","E. PASSED HOUSE VOTE"
"hr0807-116",2019-01-28,"A. INTRODUCTION IN HOUSE",NA
"hr0808-116",2019-01-28,"A. INTRODUCTION IN HOUSE",NA
"hr0808-116",2019-01-28,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr0809-116",2019-01-28,"A. INTRODUCTION IN HOUSE",NA
"hr0810-116",2019-01-28,"A. INTRODUCTION IN HOUSE",NA
"hr0810-116",2019-02-13,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr0811-116",2019-01-28,"A. INTRODUCTION IN HOUSE",NA
"hr0812-116",2019-01-28,"A. INTRODUCTION IN HOUSE",NA
"hr0813-116",2019-01-28,"A. INTRODUCTION IN HOUSE",NA
"hr0813-116",2019-01-28,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr0814-116",2019-01-28,"A. INTRODUCTION IN HOUSE",NA
"hr0814-116",2019-01-29,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr0815-116",2019-01-28,"A. INTRODUCTION IN HOUSE",NA
"hr0816-116",2019-01-28,"A. INTRODUCTION IN HOUSE",NA
"hr0816-116",2019-03-25,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr0817-116",2019-01-28,"A. INTRODUCTION IN HOUSE",NA
"hr0817-116",2019-03-25,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr0818-116",2019-01-28,"A. INTRODUCTION IN HOUSE",NA
"hr0818-116",2019-01-29,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr0819-116",2019-01-28,"A. INTRODUCTION IN HOUSE",NA
"hr0819-116",2019-01-29,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr0820-116",2019-01-28,"A. INTRODUCTION IN HOUSE",NA
"hr0820-116",2019-03-25,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr0821-116",2019-01-28,"A. INTRODUCTION IN HOUSE",NA
"hr0821-116",2019-03-25,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr0822-116",2019-01-28,"A. INTRODUCTION IN HOUSE",NA
"hr0822-116",2019-03-25,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr0823-116",2019-01-28,"A. INTRODUCTION IN HOUSE",NA
"hr0823-116",2019-02-07,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr0823-116",2019-10-04,"C. ON HOUSE CALENDAR","B. HOUSE COMMITTEE CONSIDERATION"
"hr0824-116",2019-01-28,"A. INTRODUCTION IN HOUSE",NA
"hr0825-116",2019-01-28,"A. INTRODUCTION IN HOUSE",NA
"hr0825-116",2019-02-13,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr0826-116",2019-01-28,"A. INTRODUCTION IN HOUSE",NA
"hr0826-116",2019-01-29,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr0827-116",2019-01-28,"A. INTRODUCTION IN HOUSE",NA
"hr0828-116",2019-01-28,"A. INTRODUCTION IN HOUSE",NA
"hr0828-116",2019-03-26,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr0828-116",2019-04-30,"D. HOUSE DEBATE","B. HOUSE COMMITTEE CONSIDERATION"
"hr0828-116",2019-04-30,"E. PASSED HOUSE VOTE","D. HOUSE DEBATE"
"hr0828-116",2019-05-01,"F. REFERRED TO SENATE","E. PASSED HOUSE VOTE"
"hr0828-116",2019-05-15,"G. SENATE COMMITTEE CONSIDERATION","F. REFERRED TO SENATE"
"hr0828-116",2019-05-15,"H. ON SENATE CALENDAR","G. SENATE COMMITTEE CONSIDERATION"
"hr0828-116",2019-07-30,"J. PASSED SENATE VOTE","H. ON SENATE CALENDAR"
"hr0828-116",2019-07-31,"K. RESOLVING DIFFERENCES","J. PASSED SENATE VOTE"
"hr0828-116",2019-08-13,"L. TO PRESIDENT","K. RESOLVING DIFFERENCES"
"hr0829-116",2019-01-28,"A. INTRODUCTION IN HOUSE",NA
"hr0829-116",2019-03-26,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr0829-116",2019-04-02,"D. HOUSE DEBATE","B. HOUSE COMMITTEE CONSIDERATION"
"hr0829-116",2019-04-04,"E. PASSED HOUSE VOTE","D. HOUSE DEBATE"
"hr0829-116",2019-04-08,"F. REFERRED TO SENATE","E. PASSED HOUSE VOTE"
"hr0829-116",2019-05-15,"G. SENATE COMMITTEE CONSIDERATION","F. REFERRED TO SENATE"
"hr0829-116",2019-05-15,"H. ON SENATE CALENDAR","G. SENATE COMMITTEE CONSIDERATION"
"hr0829-116",2019-07-30,"J. PASSED SENATE VOTE","H. ON SENATE CALENDAR"
"hr0829-116",2019-07-31,"K. RESOLVING DIFFERENCES","J. PASSED SENATE VOTE"
"hr0829-116",2019-08-13,"L. TO PRESIDENT","K. RESOLVING DIFFERENCES"
"hr0830-116",2019-01-29,"A. INTRODUCTION IN HOUSE",NA
"hr0831-116",2019-01-29,"A. INTRODUCTION IN HOUSE",NA
"hr0831-116",2019-02-06,"D. HOUSE DEBATE","A. INTRODUCTION IN HOUSE"
"hr0831-116",2019-02-06,"E. PASSED HOUSE VOTE","D. HOUSE DEBATE"
"hr0831-116",2019-02-07,"F. REFERRED TO SENATE","E. PASSED HOUSE VOTE"
"hr0831-116",2019-09-09,"G. SENATE COMMITTEE CONSIDERATION","F. REFERRED TO SENATE"
"hr0831-116",2019-09-09,"J. PASSED SENATE VOTE","G. SENATE COMMITTEE CONSIDERATION"
"hr0831-116",2019-09-10,"K. RESOLVING DIFFERENCES","J. PASSED SENATE VOTE"
"hr0831-116",2019-09-11,"L. TO PRESIDENT","K. RESOLVING DIFFERENCES"
"hr0832-116",2019-01-29,"A. INTRODUCTION IN HOUSE",NA
"hr0833-116",2019-01-29,"A. INTRODUCTION IN HOUSE",NA
"hr0834-116",2019-01-29,"A. INTRODUCTION IN HOUSE",NA
"hr0835-116",2019-01-29,"A. INTRODUCTION IN HOUSE",NA
"hr0835-116",2019-03-25,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr0836-116",2019-01-29,"A. INTRODUCTION IN HOUSE",NA
"hr0836-116",2019-03-25,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr0837-116",2019-01-29,"A. INTRODUCTION IN HOUSE",NA
"hr0837-116",2019-02-15,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr0838-116",2019-01-29,"A. INTRODUCTION IN HOUSE",NA
"hr0838-116",2019-03-25,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr0839-116",2019-01-29,"A. INTRODUCTION IN HOUSE",NA
"hr0840-116",2019-01-29,"A. INTRODUCTION IN HOUSE",NA
"hr0840-116",2019-02-01,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr0840-116",2019-02-06,"C. ON HOUSE CALENDAR","B. HOUSE COMMITTEE CONSIDERATION"
"hr0840-116",2019-02-07,"D. HOUSE DEBATE","C. ON HOUSE CALENDAR"
"hr0840-116",2019-02-08,"E. PASSED HOUSE VOTE","D. HOUSE DEBATE"
"hr0840-116",2019-02-11,"F. REFERRED TO SENATE","E. PASSED HOUSE VOTE"
"hr0841-116",2019-01-29,"A. INTRODUCTION IN HOUSE",NA
"hr0841-116",2019-02-07,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr0842-116",2019-01-29,"A. INTRODUCTION IN HOUSE",NA
"hr0843-116",2019-01-29,"A. INTRODUCTION IN HOUSE",NA
"hr0843-116",2019-02-07,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr0844-116",2019-01-29,"A. INTRODUCTION IN HOUSE",NA
"hr0844-116",2019-02-07,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr0845-116",2019-01-29,"A. INTRODUCTION IN HOUSE",NA
"hr0846-116",2019-01-29,"A. INTRODUCTION IN HOUSE",NA
"hr0846-116",2019-02-22,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr0847-116",2019-01-29,"A. INTRODUCTION IN HOUSE",NA
"hr0848-116",2019-01-29,"A. INTRODUCTION IN HOUSE",NA
"hr0849-116",2019-01-29,"A. INTRODUCTION IN HOUSE",NA
"hr0850-116",2019-01-29,"A. INTRODUCTION IN HOUSE",NA
"hr0850-116",2019-03-25,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr0851-116",2019-01-29,"A. INTRODUCTION IN HOUSE",NA
"hr0851-116",2019-02-07,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr0852-116",2019-01-29,"A. INTRODUCTION IN HOUSE",NA
"hr0853-116",2019-01-29,"A. INTRODUCTION IN HOUSE",NA
"hr0853-116",2019-01-30,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr0854-116",2019-01-29,"A. INTRODUCTION IN HOUSE",NA
"hr0854-116",2019-03-14,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr0854-116",2019-03-25,"D. HOUSE DEBATE","B. HOUSE COMMITTEE CONSIDERATION"
"hr0854-116",2019-03-25,"E. PASSED HOUSE VOTE","D. HOUSE DEBATE"
"hr0854-116",2019-03-26,"F. REFERRED TO SENATE","E. PASSED HOUSE VOTE"
"hr0855-116",2019-01-29,"A. INTRODUCTION IN HOUSE",NA
"hr0855-116",2019-02-07,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr0856-116",2019-01-29,"A. INTRODUCTION IN HOUSE",NA
"hr0856-116",2019-01-29,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr0857-116",2019-01-29,"A. INTRODUCTION IN HOUSE",NA
"hr0858-116",2019-01-29,"A. INTRODUCTION IN HOUSE",NA
"hr0859-116",2019-01-29,"A. INTRODUCTION IN HOUSE",NA
"hr0859-116",2019-01-30,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr0860-116",2019-01-30,"A. INTRODUCTION IN HOUSE",NA
"hr0860-116",2019-01-30,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr0861-116",2019-01-30,"A. INTRODUCTION IN HOUSE",NA
"hr0861-116",2019-01-30,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr0862-116",2019-01-30,"A. INTRODUCTION IN HOUSE",NA
"hr0862-116",2019-02-15,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr0863-116",2019-01-30,"A. INTRODUCTION IN HOUSE",NA
"hr0864-116",2019-01-30,"A. INTRODUCTION IN HOUSE",NA
"hr0864-116",2019-02-15,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr0865-116",2019-01-30,"A. INTRODUCTION IN HOUSE",NA
"hr0865-116",2019-02-26,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr0866-116",2019-01-30,"A. INTRODUCTION IN HOUSE",NA
"hr0866-116",2019-02-06,"D. HOUSE DEBATE","A. INTRODUCTION IN HOUSE"
"hr0866-116",2019-02-06,"E. PASSED HOUSE VOTE","D. HOUSE DEBATE"
"hr0866-116",2019-02-07,"F. REFERRED TO SENATE","E. PASSED HOUSE VOTE"
"hr0866-116",2019-06-26,"G. SENATE COMMITTEE CONSIDERATION","F. REFERRED TO SENATE"
"hr0866-116",2019-06-26,"J. PASSED SENATE VOTE","G. SENATE COMMITTEE CONSIDERATION"
"hr0866-116",2019-06-27,"K. RESOLVING DIFFERENCES","J. PASSED SENATE VOTE"
"hr0866-116",2019-07-15,"L. TO PRESIDENT","K. RESOLVING DIFFERENCES"
"hr0867-116",2019-01-30,"A. INTRODUCTION IN HOUSE",NA
"hr0867-116",2019-03-25,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr0868-116",2019-01-30,"A. INTRODUCTION IN HOUSE",NA
"hr0869-116",2019-01-30,"A. INTRODUCTION IN HOUSE",NA
"hr0869-116",2019-03-25,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr0870-116",2019-01-30,"A. INTRODUCTION IN HOUSE",NA
"hr0870-116",2019-02-15,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr0871-116",2019-01-30,"A. INTRODUCTION IN HOUSE",NA
"hr0871-116",2019-02-13,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr0872-116",2019-01-30,"A. INTRODUCTION IN HOUSE",NA
"hr0872-116",2019-02-07,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr0873-116",2019-01-30,"A. INTRODUCTION IN HOUSE",NA
"hr0874-116",2019-01-30,"A. INTRODUCTION IN HOUSE",NA
"hr0874-116",2019-03-22,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr0875-116",2019-01-30,"A. INTRODUCTION IN HOUSE",NA
"hr0875-116",2019-02-25,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr0876-116",2019-01-30,"A. INTRODUCTION IN HOUSE",NA
"hr0876-116",2019-02-06,"D. HOUSE DEBATE","A. INTRODUCTION IN HOUSE"
"hr0876-116",2019-02-06,"E. PASSED HOUSE VOTE","D. HOUSE DEBATE"
"hr0876-116",2019-02-07,"F. REFERRED TO SENATE","E. PASSED HOUSE VOTE"
"hr0877-116",2019-01-30,"A. INTRODUCTION IN HOUSE",NA
"hr0877-116",2019-02-15,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr0878-116",2019-01-30,"A. INTRODUCTION IN HOUSE",NA
"hr0879-116",2019-01-30,"A. INTRODUCTION IN HOUSE",NA
"hr0879-116",2019-02-07,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr0880-116",2019-01-30,"A. INTRODUCTION IN HOUSE",NA
"hr0880-116",2019-02-07,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr0881-116",2019-01-30,"A. INTRODUCTION IN HOUSE",NA
"hr0881-116",2019-02-07,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr0882-116",2019-01-30,"A. INTRODUCTION IN HOUSE",NA
"hr0883-116",2019-01-30,"A. INTRODUCTION IN HOUSE",NA
"hr0883-116",2019-03-25,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr0884-116",2019-01-30,"A. INTRODUCTION IN HOUSE",NA
"hr0884-116",2019-01-30,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr0885-116",2019-01-30,"A. INTRODUCTION IN HOUSE",NA
"hr0885-116",2019-03-25,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
"hr0886-116",2019-01-30,"A. INTRODUCTION IN HOUSE",NA
"hr0886-116",2019-03-22,"B. HOUSE COMMITTEE CONSIDERATION","A. INTRODUCTION IN HOUSE"
