_id,_introduced,_official_title,_passed_house,_passed_senate,_session,_short_title,_top_subject,_type
s12-116,2019-01-03 00:01:00,"A bill to amend the Internal Revenue Code of 1986 to improve access to health care through expanded health savings accounts, and for other purposes.",False,False,116,Health Savings Act of 2019,Taxation,s
s13-116,2019-01-03 00:01:00,"A bill to include the State of Florida in the Gulf of Mexico outer Continental Shelf revenue sharing program, to extend the moratorium on oil and gas leasing in certain areas of the Gulf of Mexico, and for other purposes.",False,False,116,Florida Shores Protection and Fairness Act,Energy,s
s14-116,2019-01-03 00:01:00,"A bill to authorize additional district court judgeships for the northern, middle, and southern districts of Florida.",False,False,116,Florida Federal Judicial Relief Act,Law,s
s15-116,2019-01-03 00:01:00,A bill to reform the requirements regarding the safety and security of families living in public and federally assisted housing in high-crime areas.,False,False,116,Liberty City Rising Act,Housing and Community Development,s
s16-116,2019-01-03 00:01:00,"A bill to amend title VII of the Tariff Act of 1930 to provide for the treatment of core seasonal industries affected by antidumping or countervailing duty investigations, and for other purposes.",False,False,116,Defending Domestic Produce Production Act of 2019,Foreign Trade and International Finance,s
s17-116,2019-01-03 00:01:00,"A bill to provide for a comfortable and safe temperature level in dwelling units receiving certain Federal housing assistance, and for other purposes.",False,False,116,Safe Temperature Act of 2019,Housing and Community Development,s
s18-116,2019-01-03 00:01:00,"A bill to amend title XIX of the Social Security Act to establish a methodology for determining State allotments for Medicaid disproportionate share hospital payments that is based on State poverty levels, to require States to prioritize disproportionate share hospital payments on the basis of Medicaid inpatient utilization and low-income utilization rates, and for other purposes.",False,False,116,SAFE Hospitals Act of 2019,Health,s
s19-116,2019-01-03 00:01:00,A bill to exempt health insurance of residents of United States territories from the annual fee on health insurance providers.,False,False,116,Territory Health Insurance Tax Relief Act of 2019,Health,s
s20-116,2019-01-03 00:01:00,"A bill to amend the Ethics in Government Act of 1978 to require the disclosure of certain tax returns by Presidents and certain candidates for the office of the President, and for other purposes.",False,False,116,Presidential Tax Transparency Act,Government Operations and Politics,s
s21-116,2019-01-03 00:01:00,A bill making continuing appropriations for Coast Guard pay in the event an appropriations act expires prior to the enactment of a new appropriations act.,False,False,116,Pay Our Coast Guard Act,Transportation and Public Works,s
s22-116,2019-01-03 00:01:00,A bill to amend title XVIII of the Social Security Act to provide for coverage of dental services under the Medicare program.,False,False,116,Medicare Dental Benefit Act of 2019,Health,s
s23-116,2019-01-03 00:01:00,"A bill to establish a national commission on the Federal response to the 2017 natural disasters in Puerto Rico, and for other purposes.",False,False,116,National Commission on the Federal Response to Natural Disasters in Puerto Rico Act of 2019,Emergency Management,s
s24-116,2019-01-03 00:01:00,A bill to provide for the compensation of Federal and other government employees affected by lapses in appropriations.,True,True,116,Government Employee Fair Treatment Act of 2019,Government Operations and Politics,s
s25-116,2019-01-03 00:01:00,"A bill to reserve any amounts forfeited to the United States Government as a result of the criminal prosecution of Joaquin Archivaldo Guzman Loera (commonly known as ""El Chapo""), or of other felony convictions involving the transportation of controlled substances into the United States, for security measures along the Southern border, including the completion of a border wall.",False,False,116,EL CHAPO Act,Crime and Law Enforcement,s
s26-116,2019-01-03 00:01:00,"A bill to amend the Help America Vote Act of 2002 to allow all eligible voters to vote by mail in Federal elections, to amend the National Voter Registration Act of 1993 to provide for automatic voter registration.",False,False,116,Vote By Mail Act of 2019,Government Operations and Politics,s
s27-116,2019-01-03 00:01:00,"A bill to amend the Surface Mining Control and Reclamation Act of 1977 to transfer certain funds to the 1974 United Mine Workers of America Pension Plan, and for other purposes.",False,False,116,American Miners Act of 2019,Labor and Employment,s
s28-116,2019-01-04 00:01:00,"A bill to reauthorize the United States-Jordan Defense Cooperation Act of 2015, and for other purposes.",False,False,116,United States-Jordan Defense Cooperation Extension Act,International Affairs,s
s29-116,2019-01-04 00:01:00,"A bill to establish the Office of Critical Technologies and Security, and for other purposes.",False,False,116,"A bill to establish the Office of Critical Technologies and Security, and for other purposes.",Government Operations and Politics,s
s30-116,2019-01-08 00:01:00,A bill to require the Secretary of Defense to develop and implement a plan to provide chiropractic health care services for certain covered beneficiaries as part of the TRICARE program.,False,False,116,Chiropractic Health Parity for Military Beneficiaries Act,Armed Forces and National Security,s
s31-116,2019-01-08 00:01:00,"A bill to include Livingston County, the city of Jonesboro in Union County, and the city of Freeport in Stephenson County, Illinois, to the Lincoln National Heritage Area, and for other purposes.",False,False,116,Abraham Lincoln National Heritage Area Amendment Act,Public Lands and Natural Resources,s
s32-116,2019-01-08 00:01:00,"A bill to establish the Mill Springs Battlefield National Monument in the State of Kentucky as a unit of the National Park System, and for other purposes.",False,False,116,Mill Springs Battlefield National Monument Act,Public Lands and Natural Resources,s
s33-116,2019-01-08 00:01:00,"A bill to update the map of, and modify the maximum acreage available for inclusion in, the Florissant Fossil Beds National Monument.",False,False,116,"A bill to update the map of, and modify the maximum acreage available for inclusion in, the Florissant Fossil Beds National Monument.",Public Lands and Natural Resources,s
s34-116,2019-01-08 00:01:00,A bill to require a report on the continuing participation of Cambodia in the Generalized System of Preferences.,False,False,116,Cambodia Trade Act of 2019,Foreign Trade and International Finance,s
s35-116,2019-01-08 00:01:00,"A bill to authorize the Secretary of the Interior to conduct a special resource study of the site known as ""Amache"" in the State of Colorado.",False,False,116,Amache Study Act,Public Lands and Natural Resources,s
s36-116,2019-01-08 00:01:00,"A bill to authorize, direct, expedite, and facilitate a land exchange in El Paso and Teller Counties, Colorado, and for other purposes.",False,False,116,"Crags, Colorado Land Exchange Act",Public Lands and Natural Resources,s
s37-116,2019-01-08 00:01:00,"A bill to ensure adequate use and access to the existing Bolts Ditch headgate and ditch segment within the Holy Cross Wilderness in Eagle County, Colorado, and for other purposes.",False,False,116,Bolts Ditch Access and Use Act,Public Lands and Natural Resources,s
s38-116,2019-01-08 00:01:00,"A bill to maintain annual base funding for the Upper Colorado and San Juan fish recovery programs through fiscal year 2023, to require a report on the implementation of those programs, and for other purposes.",False,False,116,Endangered Fish Recovery Programs Extension Act of 2019,Public Lands and Natural Resources,s
s39-116,2019-01-08 00:01:00,A bill to provide that Members of Congress may not receive pay after October 1 of any fiscal year in which Congress has not approved a concurrent resolution on the budget and passed the regular appropriations bills.,False,False,116,"No Budget, No Pay Act",Congress,s
s40-116,2019-01-08 00:01:00,A bill to require the Secretary of the Interior to submit to Congress a report on the efforts of the Bureau of Reclamation to manage its infrastructure assets.,False,False,116,Bureau of Reclamation Transparency Act,Water Resources Development,s
s41-116,2019-01-08 00:01:00,"A bill to survey the gradient boundary along the Red River in the States of Oklahoma and Texas, and for other purposes.",False,False,116,Red River Gradient Boundary Survey Act,Public Lands and Natural Resources,s
s42-116,2019-01-08 00:01:00,A bill to require a background check for every firearm sale.,False,False,116,Background Check Expansion Act,Crime and Law Enforcement,s
s43-116,2019-01-08 00:01:00,A bill to require the Secretary of Agriculture to transfer certain National Forest System land in the States of Texas.,False,False,116,Lake Fannin Recreation Area Conveyance Act,Public Lands and Natural Resources,s
s44-116,2019-01-08 00:01:00,"A bill to reduce a portion of the annual pay of Members of Congress for the failure to adopt a concurrent resolution on the budget which does not provide for a balanced budget, and for other purposes.",False,False,116,Balanced Budget Accountability Act,Congress,s
s45-116,2019-01-08 00:01:00,"A bill to amend the Wild and Scenic Rivers Act to designate certain river segments within the Wood-Pawcatuck watershed as components of the National Wild and Scenic Rivers System, and for other purposes.",False,False,116,Wood-Pawcatuck Watershed Wild and Scenic River Act,Public Lands and Natural Resources,s
s46-116,2019-01-08 00:01:00,A bill to repeal the Klamath Tribe Judgment Fund Act.,False,True,116,Klamath Tribe Judgment Fund Repeal Act,Native Americans,s
s47-116,2019-01-08 00:01:00,"A bill to provide for the management of the natural resources of the United States, and for other purposes.",True,True,116,"John D. Dingell, Jr. Conservation, Management, and Recreation Act",Public Lands and Natural Resources,s
s48-116,2019-01-08 00:01:00,"A bill to authorize, direct, expedite, and facilitate a land exchange in Yavapai County, Arizona, and for other purposes.",False,False,116,Cottonwood Land Exchange Act of 2019,Public Lands and Natural Resources,s
s49-116,2019-01-08 00:01:00,"A bill to designate the outstation of the Department of Veterans Affairs in North Ogden, Utah, as the Major Brent Taylor Vet Center Outstation.",True,True,116,"A bill to designate the outstation of the Department of Veterans Affairs in North Ogden, Utah, as the Major Brent Taylor Vet Center Outstation.",Armed Forces and National Security,s
s50-116,2019-01-08 00:01:00,"A bill to authorize the Secretary of the Interior to assess sanitation and safety conditions at Bureau of Indian Affairs facilities that were constructed to provide affected Columbia River Treaty tribes access to traditional fishing grounds and expend funds on construction of facilities and structures to improve those conditions, and for other purposes.",False,True,116,Columbia River In-Lieu and Treaty Fishing Access Sites Improvement Act,Native Americans,s
s51-116,2019-01-08 00:01:00,"A bill to extend the Federal recognition to the Little Shell Tribe of Chippewa Indians of Montana, and for other purposes.",False,False,116,Little Shell Tribe of Chippewa Indians Restoration Act of 2019,Native Americans,s
s52-116,2019-01-08 00:01:00,"A bill to halt the wholesale slaughter of the Syrian people, encourage a negotiated political settlement, and hold Syrian human rights abusers accountable for their crimes.",False,False,116,Caesar Syria Civilian Protection Act of 2019,International Affairs,s
s53-116,2019-01-08 00:01:00,"A bill to appropriate $25,000,000,000 for the construction of a border wall between the United States and Mexico, and for other purposes.",False,False,116,WALL Act of 2019,Immigration,s
s54-116,2019-01-08 00:01:00,"A bill to authorize the Secretary of the Interior to convey certain land to La Paz County, Arizona, and for other purposes.",False,False,116,La Paz County Land Conveyance Act of 2019,Public Lands and Natural Resources,s
s55-116,2019-01-08 00:01:00,"A bill to provide for the unencumbering of title to non-Federal land owned by the city of Tucson, Arizona, for purposes of economic development by conveyance of the Federal reversionary interest to the City.",False,False,116,Udall Park Land Exchange Completion Act,Public Lands and Natural Resources,s
s56-116,2019-01-08 00:01:00,"A bill to authorize the Secretary of the Interior to annually designate at least one city in the United States as an ""American World War II Heritage City"", and for other purposes.",False,False,116,"A bill to authorize the Secretary of the Interior to annually designate at least one city in the United States as an ""American World War II Heritage City"", and for other purposes.",Armed Forces and National Security,s
s57-116,2019-01-08 00:01:00,A bill to amend the National Trails System Act to provide for the study of the Pike National Historic Trail.,False,False,116,Pike National Historic Trail Study Act,Public Lands and Natural Resources,s
s58-116,2019-01-08 00:01:00,"A bill to designate certain mountain peaks in the State of Colorado as ""Fowler Peak"" and ""Boskoff Peak"".",False,False,116,Fowler and Boskoff Peaks Designation Act,Public Lands and Natural Resources,s
s59-116,2019-01-08 00:01:00,"A bill to adjust the boundary of the Arapaho National Forest, Colorado, and for other purposes.",False,False,116,Arapaho National Forest Boundary Adjustment Act of 2019,Public Lands and Natural Resources,s
s60-116,2019-01-09 00:01:00,"A bill to withdraw certain National Forest System land in the Emigrant Crevice area located in the Custer Gallatin National Forest, Park County, Montana, from the mining and mineral leasing laws of the United States, and for other purposes.",False,False,116,Yellowstone Gateway Protection Act,Public Lands and Natural Resources,s
s61-116,2019-01-09 00:01:00,"A bill to amend the Federal Food, Drug, and Cosmetic Act to allow for the personal importation of safe and affordable drugs from approved pharmacies in Canada.",False,False,116,Safe and Affordable Drugs from Canada Act of 2019,Health,s
s62-116,2019-01-09 00:01:00,A bill to amend title XVIII of the Social Security Act to allow the Secretary of Health and Human Services to negotiate fair prescription drug prices under part D of the Medicare program.,False,False,116,Empowering Medicare Seniors to Negotiate Drug Prices Act of 2019,Health,s
s63-116,2019-01-09 00:01:00,A bill to implement the recommendations of the Joint Select Committee on Budget and Appropriations Process Reform.,False,False,116,Bipartisan Budget and Appropriations Reform Act of 2019,Economics and Public Finance,s
s64-116,2019-01-09 00:01:00,"A bill to prohibit brand name drug companies from compensating generic drug companies to delay the entry of a generic drug into the market, and to prohibit biological product manufacturers from compensating biosimilar and interchangeable companies to delay the entry of biosimilar biological products and interchangeable biological products.",False,False,116,Preserve Access to Affordable Generics and Biosimilars Act,Health,s
s65-116,2019-01-09 00:01:00,"A bill to amend the Federal Reserve Act to require Federal Reserve banks to interview at least one individual reflective of gender diversity and one individual reflective of racial or ethnic diversity when appointing Federal Reserve bank presidents, and for other purposes.",False,False,116,Ensuring Diverse Leadership Act of 2019,Finance and Financial Sector,s
s66-116,2019-01-09 00:01:00,"A bill to regulate assault weapons, to ensure that the right to keep and bear arms is not unlimited, and for other purposes.",False,False,116,Assault Weapons Ban of 2019,Crime and Law Enforcement,s
s67-116,2019-01-09 00:01:00,"A bill to provide for conservation, enhanced recreation opportunities, and development of renewable energy in the California Desert Conservation Area, and for other purposes.",False,False,116,California Desert Protection and Recreation Act of 2019,Public Lands and Natural Resources,s
s68-116,2019-01-09 00:01:00,"A bill to require the Medicaid and CHIP Payment and Access Commission to publish an annual report on the estimated impact in each State of the Medicaid expansion added by the Patient Protection and Affordable Care Act, including the estimated impact that adopting such expansion would have in States that have not expanded their Medicaid coverage.",False,False,116,Smart Choices Act,Health,s
s69-116,2019-01-09 00:01:00,A bill to allow reciprocity for the carrying of certain concealed firearms.,False,False,116,Constitutional Concealed Carry Reciprocity Act of 2019,Crime and Law Enforcement,s
s70-116,2019-01-09 00:01:00,"A bill to establish the Medgar and Myrlie Evers Home National Monument in the State of Mississippi, and for other purposes.",False,False,116,Medgar and Myrlie Evers Home National Monument Act,Public Lands and Natural Resources,s
s71-116,2019-01-09 00:01:00,"A bill to ensure independent investigations and judicial review of the removal of a special counsel, and for other purposes.",False,False,116,Special Counsel Independence and Integrity Act,Crime and Law Enforcement,s
s72-116,2019-01-09 00:01:00,"A bill to suspend the enforcement of certain civil liabilities of Federal employees and contractors during a lapse in appropriations, and for other purposes.",False,False,116,Federal Employees Civil Relief Act,Government Operations and Politics,s
s73-116,2019-01-10 00:01:00,A bill to amend the Internal Revenue Code of 1986 to deny the deduction for advertising and promotional expenses for prescription drugs.,False,False,116,End Taxpayer Subsidies for Drug Ads Act,Taxation,s
s74-116,2019-01-10 00:01:00,"A bill to prohibit paying Members of Congress during periods during which a Government shutdown is in effect, and for other purposes.",False,False,116,"No Work, No Pay Act of 2019",Congress,s
s75-116,2019-01-10 00:01:00,"A bill to prohibit certain business concerns from receiving assistance from the Small Business Administration, and for other purposes.",False,False,116,Preventing SBA Assistance from Going to China Act of 2019,Commerce,s
s76-116,2019-01-10 00:01:00,"A bill to redesignate the Saint-Gaudens National Historic Site as the ""Saint-Gaudens National Historical Park"", and for other purposes.",False,False,116,Saint-Gaudens National Historical Park Redesignation Act,Public Lands and Natural Resources,s
s77-116,2019-01-10 00:01:00,A bill to amend the Small Business Act to ensure small businesses affected by the onset of transmissible diseases are eligible for disaster relief.,False,False,116,Small Business Relief From Disease Induced Economic Hardship Act of 2019,Commerce,s
s78-116,2019-01-10 00:01:00,A bill to ensure a complete analysis of the potential impacts of rules on small entities.,False,False,116,Hearing Small Businesses Act of 2019,Government Operations and Politics,s
s79-116,2019-01-10 00:01:00,"A bill to authorize the Secretary of Agriculture to maintain or replace certain facilities and structures for commercial recreation services at Smith Gulch in Idaho, and for other purposes.",False,False,116,"A bill to authorize the Secretary of Agriculture to maintain or replace certain facilities and structures for commercial recreation services at Smith Gulch in Idaho, and for other purposes.",Public Lands and Natural Resources,s
s80-116,2019-01-10 00:01:00,A bill to repeal the annual fee on health insurance providers enacted by the Patient Protection and Affordable Care Act.,False,False,116,Jobs and Premium Protection Act,Taxation,s
s81-116,2019-01-10 00:01:00,"A bill to adjust the eastern boundary of the Deschutes Canyon-Steelhead Falls Wilderness Study Area in the State of Oregon, and for other purposes.",False,False,116,Crooked River Ranch Fire Protection Act,Public Lands and Natural Resources,s
s82-116,2019-01-10 00:01:00,A bill to designate the Frank and Jeanne Moore Wild Steelhead Special Management Area in the State of Oregon.,False,False,116,Frank and Jeanne Moore Wild Steelhead Special Management Area Designation Act,Public Lands and Natural Resources,s
s83-116,2019-01-10 00:01:00,"A bill to amend section 203 of Public Law 94-305 to ensure proper authority for the Office of Advocacy of the Small Business Administration, and for other purposes.",False,False,116,Advocacy Empowerment Act of 2019,Commerce,s
s84-116,2019-01-10 00:01:00,"A bill to amend the Small Business Act to require that consumer reporting agencies and other credit reporting companies provide certain protections to small businesses, and for other purposes.",False,False,116,Small Business Credit Protection Act,Commerce,s
s85-116,2019-01-10 00:01:00,A bill to reauthorize the Family Violence Prevention and Services Act.,False,False,116,A bill to reauthorize the Family Violence Prevention and Services Act.,Families,s
s86-116,2019-01-10 00:01:00,"A bill to designate certain land administered by the Bureau of Land Management and the Forest Service in the State of Oregon as wilderness and national recreation areas and to make additional wild and scenic river designations in the State of Oregon, and for other purposes.",False,False,116,Oregon Wildlands Act,Public Lands and Natural Resources,s
s87-116,2019-01-10 00:01:00,"A bill to adjust the boundary of the Kennesaw Mountain National Battlefield Park to include the Wallis House and Harriston Hill, and for other purposes.",False,False,116,Kennesaw Mountain National Battlefield Park Boundary Adjustment Act,Public Lands and Natural Resources,s
s88-116,2019-01-10 00:01:00,"A bill to redesignate Ocmulgee National Monument in the State of Georgia and revise its boundary, and for other purposes.",False,False,116,Ocmulgee Mounds National Historical Park Boundary Revision Act,Public Lands and Natural Resources,s
s89-116,2019-01-10 00:01:00,"A bill to expand the boundary of Fort Frederica National Monument in the State of Georgia, and for other purposes.",False,False,116,Fort Frederica National Monument Boundary Expansion Act,Public Lands and Natural Resources,s
s90-116,2019-01-10 00:01:00,A bill to limit the establishment or extension of national monuments in the State of Utah.,False,False,116,Protect Utah's Rural Economy Act,Public Lands and Natural Resources,s
s91-116,2019-01-10 00:01:00,"A bill to amend title 38, United States Code, to authorize per diem payments under comprehensive service programs for homeless veterans to furnish care to dependents of homeless veterans, and for other purposes.",False,False,116,Creating a Reliable Environment for Veterans' Dependents Act of 2019,Armed Forces and National Security,s
s92-116,2019-01-10 00:01:00,"A bill to amend chapter 8 of title 5, United States Code, to provide that major rules of the executive branch shall have no force or effect unless a joint resolution of approval is enacted into law.",False,False,116,Regulations from the Executive in Need of Scrutiny Act of 2019,Government Operations and Politics,s
s93-116,2019-01-10 00:01:00,A bill to authorize the Secretary of the Interior to convey certain land and facilities of the Central Valley Project.,False,False,116,Contra Costa Canal Transfer Act,Water Resources Development,s
s94-116,2019-01-10 00:01:00,A bill to amend the Pittman-Robertson Wildlife Restoration Act to facilitate the establishment of additional or expanded public target ranges in certain States.,False,True,116,Target Practice and Marksmanship Training Support Act,Public Lands and Natural Resources,s
s95-116,2019-01-10 00:01:00,"A bill to amend the Public Health Service Act to designate certain medical facilities of the Department of Veterans Affairs as health professional shortage areas, and for other purposes.",False,False,116,Veterans Access to Care Act,Health,s
s96-116,2019-01-10 00:01:00,"A bill to revise the authorized route of the North Country National Scenic Trail in northeastern Minnesota and to extend the trail into Vermont to connect with the Appalachian National Scenic Trail, and for other purposes.",False,False,116,North Country National Scenic Trail Route Adjustment Act,Public Lands and Natural Resources,s
s97-116,2019-01-10 00:01:00,"A bill to amend the Federal Food, Drug, and Cosmetic Act to allow for the importation of affordable and safe drugs by wholesale distributors, pharmacies, and individuals.",False,False,116,Affordable and Safe Prescription Drug Importation Act,Health,s
s98-116,2019-01-10 00:01:00,"A bill to authorize the President to award the Medal of Honor to James Megellas, formerly of Fond du Lac, Wisconsin, and currently of Colleyville, Texas, for acts of valor on January 28, 1945, during the Battle of the Bulge in World War II.",False,False,116,"A bill to authorize the President to award the Medal of Honor to James Megellas, formerly of Fond du Lac, Wisconsin, and currently of Colleyville, Texas, for acts of valor on January 28, 1945, during the Battle of the Bulge in World War II.",,s
s99-116,2019-01-10 00:01:00,"A bill to amend title XVIII of the Social Security Act to provide for the negotiation of lower covered part D drug prices on behalf of Medicare beneficiaries and the establishment and application of a formulary by the Secretary of Health and Human Services under Medicare part D, and for other purposes.",False,False,116,Medicare Drug Price Negotiation Act,Health,s
s100-116,2019-01-10 00:01:00,"A bill to direct the Secretary of Agriculture to transfer certain National Forest System land to Custer County, South Dakota.",False,False,116,Custer County Airport Conveyance Act,Public Lands and Natural Resources,s
s101-116,2019-01-10 00:01:00,"A bill to clarify the boundary of Acadia National Park, and for other purposes.",False,False,116,Acadia National Park Boundary Clarification Act,Public Lands and Natural Resources,s
s102-116,2019-01-10 00:01:00,A bill to significantly lower prescription drug prices for patients in the United States by ending government-granted monopolies for manufacturers who charge drug prices that are higher than the median prices at which the drugs are available in other countries.,False,False,116,Prescription Drug Price Relief Act of 2019,Health,s
s103-116,2019-01-10 00:01:00,A bill to authorize an additional district judgeship for the district of Idaho.,False,False,116,A bill to authorize an additional district judgeship for the district of Idaho.,Law,s
s104-116,2019-01-10 00:01:00,"A bill to amend title 31, United States Code, to provide for automatic continuing resolutions.",False,False,116,End Government Shutdowns Act,Economics and Public Finance,s
s105-116,2019-01-10 00:01:00,"A bill to amend title X of the Public Health Service Act to prohibit family planning grants from being awarded to any entity that performs abortions, and for other purposes.",False,False,116,Title X Abortion Provider Prohibition Act,Health,s
s106-116,2019-01-10 00:01:00,A bill to reauthorize and extend funding for community health centers and the National Health Service Corps.,False,False,116,"Community Health Investment, Modernization, and Excellence Act of 2019",Health,s
s107-116,2019-01-10 00:01:00,A bill to provide any State with a child welfare demonstration project that is scheduled to terminate at the end of fiscal year 2019 the option to extend the project for up to 2 additional years.,False,False,116,State Flexibility for Family First Transitions Act,Social Welfare,s
s108-116,2019-01-10 00:01:00,"A bill to provide deferred action for certain individuals brought to the United States and to establish a border security trust fund, and for other purposes.",False,False,116,"A bill to provide deferred action for certain individuals brought to the United States and to establish a border security trust fund, and for other purposes.",Immigration,s
s109-116,2019-01-10 00:01:00,A bill to prohibit taxpayer funded abortions.,False,False,116,No Taxpayer Funding for Abortion and Abortion Insurance Full Disclosure Act of 2019,"Civil Rights and Liberties, Minority Issues",s
s110-116,2019-01-10 00:01:00,A bill to amend the Internal Revenue Code of 1986 to provide for a permanent extension of the lower income threshold for the medical expense deduction.,False,False,116,Medical Expense Savings Act,Taxation,s
s111-116,2019-01-10 00:01:00,A bill to make continuing appropriations for certain employees of the Department of Homeland Security and the Department of Justice in the event of a shutdown of the Federal Government.,False,False,116,Pay Our Protectors Act of 2019,Economics and Public Finance,s
s112-116,2019-01-14 00:01:00,"A bill to amend the charter of the Future Farmers of America, and for other purposes.",False,False,116,National FFA Organization's Federal Charter Amendments Act,Congress,s
s113-116,2019-01-14 00:01:00,"A bill to appropriate funds for pay and allowances of excepted Federal employees, and for other purposes.",False,False,116,Shutdown Fairness Act,Economics and Public Finance,s
s114-116,2019-01-14 00:01:00,"A bill to amend title 31, United States Code, to provide that activities relating to the training and readiness of the reserve components of the Armed Forces during a lapse in appropriations shall constitute voluntary services that may be accepted by the United States.",False,False,116,"A bill to amend title 31, United States Code, to provide that activities relating to the training and readiness of the reserve components of the Armed Forces during a lapse in appropriations shall constitute voluntary services that may be accepted by the",Armed Forces and National Security,s
s115-116,2019-01-15 00:01:00,A bill for the relief of Alemseghed Mussie Tesfamical.,False,False,116,A bill for the relief of Alemseghed Mussie Tesfamical.,,s
s116-116,2019-01-15 00:01:00,A bill to address maternal mortality and morbidity.,False,False,116,MOMS Act,Health,s
s117-116,2019-01-15 00:01:00,"A bill to prohibit discrimination against individuals with disabilities who need long-term services and supports, and for other purposes.",False,False,116,Disability Integration Act of 2019,"Civil Rights and Liberties, Minority Issues",s
s118-116,2019-01-15 00:01:00,"A bill to require the Director of the National Science Foundation to develop an I-Corps course to support commercialization-ready innovation companies, and for other purposes.",False,False,116,Innovators to Entrepreneurs Act of 2019,"Science, Technology, Communications",s
s119-116,2019-01-15 00:01:00,"A bill to amend title 18, United States Code, to prohibit taking minors across State lines in circumvention of laws requiring the involvement of parents in abortion decisions.",False,False,116,Child Interstate Abortion Notification Act,Crime and Law Enforcement,s
s120-116,2019-01-15 00:01:00,A bill to protect victims of stalking from gun violence.,False,False,116,Protecting Domestic Violence and Stalking Victims Act of 2019,Crime and Law Enforcement,s
s121-116,2019-01-15 00:01:00,"A bill to require a study of the well-being of the United States automotive industry and to stay the investigation into the national security effects of automotive imports until the study is completed, and for other purposes.",False,False,116,Automotive Jobs Act of 2019,Foreign Trade and International Finance,s
s122-116,2019-01-15 00:01:00,"A bill to amend title 18, United States Code, to provide for penalties for the sale of any Purple Heart awarded to a member of the Armed Forces.",False,False,116,Private Corrado Piccoli Purple Heart Preservation Act,Crime and Law Enforcement,s
s123-116,2019-01-15 00:01:00,"A bill to require the Secretary of Veterans Affairs to enter into a contract or other agreement with a third party to review appointees in the Veterans Health Administration who had a license terminated for cause by a State licensing board for care or services rendered at a non-Veterans Health Administration facility and to provide individuals treated by such an appointee with notice if it is determined that an episode of care or services to which they received was below the standard of care, and for other purposes.",False,False,116,Ensuring Quality Care for Our Veterans Act,Armed Forces and National Security,s
s124-116,2019-01-15 00:01:00,A bill to amend the Fair Labor Standards Act of 1938 to prevent employers from using non-compete agreements in employment contracts for certain non-exempt employees.,False,False,116,Freedom to Compete Act,Labor and Employment,s
s125-116,2019-01-15 00:01:00,"A bill to amend the Agricultural Act of 2014 to repeal the forfeiture rule for peanuts under the nonrecourse marketing assistance loan program, prohibit the use of Federal funds for certain activities, and for other purposes.",False,False,116,REDUCE Government Waste Act,Agriculture and Food,s
