"bill","date","status","status.prev"
"s0532-116",2019-02-14,"A. INTRODUCTION IN SENATE",NA
"s0533-116",2019-02-14,"A. INTRODUCTION IN SENATE",NA
"s0534-116",2019-02-14,"A. INTRODUCTION IN SENATE",NA
"s0535-116",2019-02-14,"A. INTRODUCTION IN SENATE",NA
"s0536-116",2019-02-25,"A. INTRODUCTION IN SENATE",NA
"s0537-116",2019-02-25,"A. INTRODUCTION IN SENATE",NA
"s0538-116",2019-02-25,"A. INTRODUCTION IN SENATE",NA
"s0539-116",2019-02-25,"A. INTRODUCTION IN SENATE",NA
"s0540-116",2019-02-25,"A. INTRODUCTION IN SENATE",NA
"s0541-116",2019-02-25,"A. INTRODUCTION IN SENATE",NA
"s0542-116",2019-02-25,"A. INTRODUCTION IN SENATE",NA
"s0542-116",2019-04-03,"B. SENATE COMMITTEE CONSIDERATION","A. INTRODUCTION IN SENATE"
"s0542-116",2019-07-24,"C. ON SENATE CALENDAR","B. SENATE COMMITTEE CONSIDERATION"
"s0543-116",2019-02-25,"A. INTRODUCTION IN SENATE",NA
"s0544-116",2019-02-25,"A. INTRODUCTION IN SENATE",NA
"s0545-116",2019-02-25,"A. INTRODUCTION IN SENATE",NA
"s0546-116",2019-02-25,"A. INTRODUCTION IN SENATE",NA
"s0547-116",2019-02-25,"A. INTRODUCTION IN SENATE",NA
"s0548-116",2019-02-25,"A. INTRODUCTION IN SENATE",NA
"s0549-116",2019-02-25,"A. INTRODUCTION IN SENATE",NA
"s0550-116",2019-02-25,"A. INTRODUCTION IN SENATE",NA
"s0551-116",2019-02-25,"A. INTRODUCTION IN SENATE",NA
"s0552-116",2019-02-26,"A. INTRODUCTION IN SENATE",NA
"s0553-116",2019-02-26,"A. INTRODUCTION IN SENATE",NA
"s0553-116",2019-07-10,"B. SENATE COMMITTEE CONSIDERATION","A. INTRODUCTION IN SENATE"
"s0554-116",2019-02-26,"A. INTRODUCTION IN SENATE",NA
"s0555-116",2019-02-26,"A. INTRODUCTION IN SENATE",NA
"s0556-116",2019-02-26,"A. INTRODUCTION IN SENATE",NA
"s0557-116",2019-02-26,"A. INTRODUCTION IN SENATE",NA
"s0558-116",2019-02-26,"A. INTRODUCTION IN SENATE",NA
"s0559-116",2019-02-26,"A. INTRODUCTION IN SENATE",NA
"s0560-116",2019-02-26,"A. INTRODUCTION IN SENATE",NA
"s0561-116",2019-02-26,"A. INTRODUCTION IN SENATE",NA
"s0562-116",2019-02-26,"A. INTRODUCTION IN SENATE",NA
"s0563-116",2019-02-26,"A. INTRODUCTION IN SENATE",NA
"s0564-116",2019-02-26,"A. INTRODUCTION IN SENATE",NA
"s0565-116",2019-02-26,"A. INTRODUCTION IN SENATE",NA
"s0566-116",2019-02-26,"A. INTRODUCTION IN SENATE",NA
"s0567-116",2019-02-26,"A. INTRODUCTION IN SENATE",NA
"s0568-116",2019-02-26,"A. INTRODUCTION IN SENATE",NA
"s0569-116",2019-02-26,"A. INTRODUCTION IN SENATE",NA
"s0570-116",2019-02-26,"A. INTRODUCTION IN SENATE",NA
"s0571-116",2019-02-26,"A. INTRODUCTION IN SENATE",NA
"s0572-116",2019-02-26,"A. INTRODUCTION IN SENATE",NA
"s0573-116",2019-02-27,"A. INTRODUCTION IN SENATE",NA
"s0574-116",2019-02-27,"A. INTRODUCTION IN SENATE",NA
"s0575-116",2019-02-27,"A. INTRODUCTION IN SENATE",NA
"s0576-116",2019-02-27,"A. INTRODUCTION IN SENATE",NA
"s0577-116",2019-02-27,"A. INTRODUCTION IN SENATE",NA
"s0578-116",2019-02-27,"A. INTRODUCTION IN SENATE",NA
"s0579-116",2019-02-27,"A. INTRODUCTION IN SENATE",NA
"s0580-116",2019-02-27,"A. INTRODUCTION IN SENATE",NA
"s0580-116",2019-05-15,"B. SENATE COMMITTEE CONSIDERATION","A. INTRODUCTION IN SENATE"
"s0580-116",2019-06-27,"C. ON SENATE CALENDAR","B. SENATE COMMITTEE CONSIDERATION"
"s0581-116",2019-02-27,"A. INTRODUCTION IN SENATE",NA
"s0582-116",2019-02-27,"A. INTRODUCTION IN SENATE",NA
"s0583-116",2019-02-27,"A. INTRODUCTION IN SENATE",NA
"s0584-116",2019-02-27,"A. INTRODUCTION IN SENATE",NA
"s0585-116",2019-02-27,"A. INTRODUCTION IN SENATE",NA
"s0586-116",2019-02-27,"A. INTRODUCTION IN SENATE",NA
"s0587-116",2019-02-27,"A. INTRODUCTION IN SENATE",NA
"s0588-116",2019-02-27,"A. INTRODUCTION IN SENATE",NA
"s0589-116",2019-02-27,"A. INTRODUCTION IN SENATE",NA
"s0590-116",2019-02-27,"A. INTRODUCTION IN SENATE",NA
"s0590-116",2019-03-27,"B. SENATE COMMITTEE CONSIDERATION","A. INTRODUCTION IN SENATE"
"s0590-116",2019-03-27,"E. PASSED SENATE VOTE","B. SENATE COMMITTEE CONSIDERATION"
"s0590-116",2019-03-28,"F. REFERRED TO HOUSE","E. PASSED SENATE VOTE"
"s0591-116",2019-02-27,"A. INTRODUCTION IN SENATE",NA
"s0592-116",2019-02-28,"A. INTRODUCTION IN SENATE",NA
"s0592-116",2019-02-28,"B. SENATE COMMITTEE CONSIDERATION","A. INTRODUCTION IN SENATE"
"s0593-116",2019-02-28,"A. INTRODUCTION IN SENATE",NA
"s0594-116",2019-02-28,"A. INTRODUCTION IN SENATE",NA
"s0595-116",2019-02-28,"A. INTRODUCTION IN SENATE",NA
"s0596-116",2019-02-28,"A. INTRODUCTION IN SENATE",NA
"s0597-116",2019-02-28,"A. INTRODUCTION IN SENATE",NA
"s0598-116",2019-02-28,"A. INTRODUCTION IN SENATE",NA
"s0599-116",2019-02-28,"A. INTRODUCTION IN SENATE",NA
"s0600-116",2019-02-28,"A. INTRODUCTION IN SENATE",NA
"s0601-116",2019-02-28,"A. INTRODUCTION IN SENATE",NA
"s0602-116",2019-02-28,"A. INTRODUCTION IN SENATE",NA
"s0603-116",2019-02-28,"A. INTRODUCTION IN SENATE",NA
"s0603-116",2019-03-14,"B. SENATE COMMITTEE CONSIDERATION","A. INTRODUCTION IN SENATE"
"s0604-116",2019-02-28,"A. INTRODUCTION IN SENATE",NA
"s0605-116",2019-02-28,"A. INTRODUCTION IN SENATE",NA
"s0606-116",2019-02-28,"A. INTRODUCTION IN SENATE",NA
"s0607-116",2019-02-28,"A. INTRODUCTION IN SENATE",NA
"s0607-116",2019-09-11,"B. SENATE COMMITTEE CONSIDERATION","A. INTRODUCTION IN SENATE"
"s0608-116",2019-02-28,"A. INTRODUCTION IN SENATE",NA
"s0609-116",2019-02-28,"A. INTRODUCTION IN SENATE",NA
"s0610-116",2019-02-28,"A. INTRODUCTION IN SENATE",NA
"s0611-116",2019-02-28,"A. INTRODUCTION IN SENATE",NA
"s0612-116",2019-02-28,"A. INTRODUCTION IN SENATE",NA
"s0613-116",2019-02-28,"A. INTRODUCTION IN SENATE",NA
"s0614-116",2019-02-28,"A. INTRODUCTION IN SENATE",NA
"s0615-116",2019-02-28,"A. INTRODUCTION IN SENATE",NA
"s0616-116",2019-02-28,"A. INTRODUCTION IN SENATE",NA
"s0617-116",2019-02-28,"A. INTRODUCTION IN SENATE",NA
"s0617-116",2019-03-04,"C. ON SENATE CALENDAR","A. INTRODUCTION IN SENATE"
"s0618-116",2019-02-28,"A. INTRODUCTION IN SENATE",NA
"s0619-116",2019-02-28,"A. INTRODUCTION IN SENATE",NA
"s0620-116",2019-02-28,"A. INTRODUCTION IN SENATE",NA
"s0621-116",2019-02-28,"A. INTRODUCTION IN SENATE",NA
"s0622-116",2019-02-28,"A. INTRODUCTION IN SENATE",NA
"s0623-116",2019-02-28,"A. INTRODUCTION IN SENATE",NA
"s0624-116",2019-02-28,"A. INTRODUCTION IN SENATE",NA
"s0625-116",2019-02-28,"A. INTRODUCTION IN SENATE",NA
"s0626-116",2019-02-28,"A. INTRODUCTION IN SENATE",NA
"s0627-116",2019-02-28,"A. INTRODUCTION IN SENATE",NA
"s0628-116",2019-02-28,"A. INTRODUCTION IN SENATE",NA
"s0629-116",2019-02-28,"A. INTRODUCTION IN SENATE",NA
"s0630-116",2019-02-28,"A. INTRODUCTION IN SENATE",NA
"s0631-116",2019-02-28,"A. INTRODUCTION IN SENATE",NA
"s0632-116",2019-02-28,"A. INTRODUCTION IN SENATE",NA
"s0633-116",2019-02-28,"A. INTRODUCTION IN SENATE",NA
"s0634-116",2019-02-28,"A. INTRODUCTION IN SENATE",NA
"s0635-116",2019-02-28,"A. INTRODUCTION IN SENATE",NA
"s0636-116",2019-02-28,"A. INTRODUCTION IN SENATE",NA
"s0637-116",2019-02-28,"A. INTRODUCTION IN SENATE",NA
"s0638-116",2019-02-28,"A. INTRODUCTION IN SENATE",NA
"s0639-116",2019-03-04,"A. INTRODUCTION IN SENATE",NA
"s0640-116",2019-03-04,"A. INTRODUCTION IN SENATE",NA
"s0641-116",2019-03-04,"A. INTRODUCTION IN SENATE",NA
"s0641-116",2019-06-19,"B. SENATE COMMITTEE CONSIDERATION","A. INTRODUCTION IN SENATE"
"s0642-116",2019-03-04,"A. INTRODUCTION IN SENATE",NA
"s0643-116",2019-03-04,"A. INTRODUCTION IN SENATE",NA
"s0644-116",2019-03-04,"A. INTRODUCTION IN SENATE",NA
"s0645-116",2019-03-05,"A. INTRODUCTION IN SENATE",NA
"s0646-116",2019-03-05,"A. INTRODUCTION IN SENATE",NA
"s0647-116",2019-03-05,"A. INTRODUCTION IN SENATE",NA
"s0648-116",2019-03-05,"A. INTRODUCTION IN SENATE",NA
"s0649-116",2019-03-05,"A. INTRODUCTION IN SENATE",NA
"s0650-116",2019-03-05,"A. INTRODUCTION IN SENATE",NA
"s0651-116",2019-03-05,"A. INTRODUCTION IN SENATE",NA
"s0652-116",2019-03-05,"A. INTRODUCTION IN SENATE",NA
"s0653-116",2019-03-05,"A. INTRODUCTION IN SENATE",NA
"s0654-116",2019-03-05,"A. INTRODUCTION IN SENATE",NA
"s0655-116",2019-03-05,"A. INTRODUCTION IN SENATE",NA
"s0656-116",2019-03-05,"A. INTRODUCTION IN SENATE",NA
"s0657-116",2019-03-05,"A. INTRODUCTION IN SENATE",NA
"s0658-116",2019-03-05,"A. INTRODUCTION IN SENATE",NA
"s0659-116",2019-03-05,"A. INTRODUCTION IN SENATE",NA
"s0660-116",2019-03-05,"A. INTRODUCTION IN SENATE",NA
"s0661-116",2019-03-05,"A. INTRODUCTION IN SENATE",NA
"s0662-116",2019-03-05,"A. INTRODUCTION IN SENATE",NA
"s0663-116",2019-03-05,"A. INTRODUCTION IN SENATE",NA
"s0664-116",2019-03-05,"A. INTRODUCTION IN SENATE",NA
"s0665-116",2019-03-05,"A. INTRODUCTION IN SENATE",NA
"s0666-116",2019-03-05,"A. INTRODUCTION IN SENATE",NA
"s0667-116",2019-03-05,"A. INTRODUCTION IN SENATE",NA
"s0668-116",2019-03-06,"A. INTRODUCTION IN SENATE",NA
"s0669-116",2019-03-06,"A. INTRODUCTION IN SENATE",NA
"s0670-116",2019-03-06,"A. INTRODUCTION IN SENATE",NA
"s0671-116",2019-03-06,"A. INTRODUCTION IN SENATE",NA
"s0672-116",2019-03-06,"A. INTRODUCTION IN SENATE",NA
"s0673-116",2019-03-06,"A. INTRODUCTION IN SENATE",NA
"s0673-116",2019-06-12,"B. SENATE COMMITTEE CONSIDERATION","A. INTRODUCTION IN SENATE"
"s0674-116",2019-03-06,"A. INTRODUCTION IN SENATE",NA
"s0675-116",2019-03-06,"A. INTRODUCTION IN SENATE",NA
"s0676-116",2019-03-06,"A. INTRODUCTION IN SENATE",NA
"s0677-116",2019-03-06,"A. INTRODUCTION IN SENATE",NA
"s0678-116",2019-03-06,"A. INTRODUCTION IN SENATE",NA
"s0679-116",2019-03-06,"A. INTRODUCTION IN SENATE",NA
"s0680-116",2019-03-06,"A. INTRODUCTION IN SENATE",NA
"s0681-116",2019-03-06,"A. INTRODUCTION IN SENATE",NA
"s0682-116",2019-03-06,"A. INTRODUCTION IN SENATE",NA
"s0683-116",2019-03-06,"A. INTRODUCTION IN SENATE",NA
"s0684-116",2019-03-06,"A. INTRODUCTION IN SENATE",NA
"s0685-116",2019-03-06,"A. INTRODUCTION IN SENATE",NA
"s0686-116",2019-03-06,"A. INTRODUCTION IN SENATE",NA
"s0687-116",2019-03-06,"A. INTRODUCTION IN SENATE",NA
"s0688-116",2019-03-06,"A. INTRODUCTION IN SENATE",NA
"s0689-116",2019-03-06,"A. INTRODUCTION IN SENATE",NA
"s0690-116",2019-03-06,"A. INTRODUCTION IN SENATE",NA
"s0691-116",2019-03-07,"A. INTRODUCTION IN SENATE",NA
"s0692-116",2019-03-07,"A. INTRODUCTION IN SENATE",NA
"s0693-116",2019-03-07,"A. INTRODUCTION IN SENATE",NA
"s0693-116",2019-05-02,"B. SENATE COMMITTEE CONSIDERATION","A. INTRODUCTION IN SENATE"
"s0693-116",2019-05-02,"E. PASSED SENATE VOTE","B. SENATE COMMITTEE CONSIDERATION"
"s0693-116",2019-05-06,"F. REFERRED TO HOUSE","E. PASSED SENATE VOTE"
"s0693-116",2019-05-20,"G. HOUSE COMMITTEE CONSIDERATION","F. REFERRED TO HOUSE"
"s0694-116",2019-03-07,"A. INTRODUCTION IN SENATE",NA
"s0695-116",2019-03-07,"A. INTRODUCTION IN SENATE",NA
"s0696-116",2019-03-07,"A. INTRODUCTION IN SENATE",NA
"s0697-116",2019-03-07,"A. INTRODUCTION IN SENATE",NA
"s0698-116",2019-03-07,"A. INTRODUCTION IN SENATE",NA
"s0699-116",2019-03-07,"A. INTRODUCTION IN SENATE",NA
"s0700-116",2019-03-07,"A. INTRODUCTION IN SENATE",NA
"s0701-116",2019-03-07,"A. INTRODUCTION IN SENATE",NA
"s0702-116",2019-03-07,"A. INTRODUCTION IN SENATE",NA
"s0703-116",2019-03-07,"A. INTRODUCTION IN SENATE",NA
"s0704-116",2019-03-07,"A. INTRODUCTION IN SENATE",NA
"s0705-116",2019-03-07,"A. INTRODUCTION IN SENATE",NA
"s0706-116",2019-03-07,"A. INTRODUCTION IN SENATE",NA
"s0707-116",2019-03-07,"A. INTRODUCTION IN SENATE",NA
"s0708-116",2019-03-07,"A. INTRODUCTION IN SENATE",NA
"s0709-116",2019-03-07,"A. INTRODUCTION IN SENATE",NA
"s0710-116",2019-03-07,"A. INTRODUCTION IN SENATE",NA
"s0711-116",2019-03-07,"A. INTRODUCTION IN SENATE",NA
"s0711-116",2019-05-22,"B. SENATE COMMITTEE CONSIDERATION","A. INTRODUCTION IN SENATE"
"s0712-116",2019-03-07,"A. INTRODUCTION IN SENATE",NA
"s0713-116",2019-03-07,"A. INTRODUCTION IN SENATE",NA
"s0714-116",2019-03-07,"A. INTRODUCTION IN SENATE",NA
"s0715-116",2019-03-07,"A. INTRODUCTION IN SENATE",NA
"s0715-116",2019-07-16,"B. SENATE COMMITTEE CONSIDERATION","A. INTRODUCTION IN SENATE"
"s0715-116",2019-09-10,"C. ON SENATE CALENDAR","B. SENATE COMMITTEE CONSIDERATION"
"s0716-116",2019-03-07,"A. INTRODUCTION IN SENATE",NA
"s0717-116",2019-03-07,"A. INTRODUCTION IN SENATE",NA
"s0718-116",2019-03-07,"A. INTRODUCTION IN SENATE",NA
"s0719-116",2019-03-07,"A. INTRODUCTION IN SENATE",NA
"s0720-116",2019-03-07,"A. INTRODUCTION IN SENATE",NA
"s0721-116",2019-03-07,"A. INTRODUCTION IN SENATE",NA
"s0722-116",2019-03-07,"A. INTRODUCTION IN SENATE",NA
"s0723-116",2019-03-07,"A. INTRODUCTION IN SENATE",NA
"s0724-116",2019-03-07,"A. INTRODUCTION IN SENATE",NA
"s0725-116",2019-03-07,"A. INTRODUCTION IN SENATE",NA
"s0725-116",2019-03-11,"F. REFERRED TO HOUSE","A. INTRODUCTION IN SENATE"
"s0725-116",2019-03-26,"G. HOUSE COMMITTEE CONSIDERATION","F. REFERRED TO HOUSE"
"s0725-116",2019-04-02,"I. HOUSE DEBATE","G. HOUSE COMMITTEE CONSIDERATION"
"s0725-116",2019-04-02,"J. PASSED HOUSE VOTE","I. HOUSE DEBATE"
"s0725-116",2019-04-08,"L. TO PRESIDENT","J. PASSED HOUSE VOTE"
"s0726-116",2019-03-07,"A. INTRODUCTION IN SENATE",NA
"s0727-116",2019-03-07,"A. INTRODUCTION IN SENATE",NA
"s0727-116",2019-06-25,"B. SENATE COMMITTEE CONSIDERATION","A. INTRODUCTION IN SENATE"
"s0727-116",2019-07-18,"C. ON SENATE CALENDAR","B. SENATE COMMITTEE CONSIDERATION"
"s0728-116",2019-03-07,"A. INTRODUCTION IN SENATE",NA
"s0729-116",2019-03-07,"A. INTRODUCTION IN SENATE",NA
"s0729-116",2019-03-11,"C. ON SENATE CALENDAR","A. INTRODUCTION IN SENATE"
"s0730-116",2019-03-07,"A. INTRODUCTION IN SENATE",NA
"s0731-116",2019-03-07,"A. INTRODUCTION IN SENATE",NA
"s0731-116",2019-06-19,"B. SENATE COMMITTEE CONSIDERATION","A. INTRODUCTION IN SENATE"
"s0731-116",2019-09-10,"C. ON SENATE CALENDAR","B. SENATE COMMITTEE CONSIDERATION"
"s0732-116",2019-03-07,"A. INTRODUCTION IN SENATE",NA
"s0733-116",2019-03-11,"A. INTRODUCTION IN SENATE",NA
"s0734-116",2019-03-11,"A. INTRODUCTION IN SENATE",NA
"s0734-116",2019-06-19,"B. SENATE COMMITTEE CONSIDERATION","A. INTRODUCTION IN SENATE"
"s0734-116",2019-09-23,"C. ON SENATE CALENDAR","B. SENATE COMMITTEE CONSIDERATION"
"s0735-116",2019-03-11,"A. INTRODUCTION IN SENATE",NA
"s0736-116",2019-03-11,"A. INTRODUCTION IN SENATE",NA
"s0737-116",2019-03-11,"A. INTRODUCTION IN SENATE",NA
"s0737-116",2019-05-15,"B. SENATE COMMITTEE CONSIDERATION","A. INTRODUCTION IN SENATE"
"s0737-116",2019-08-16,"C. ON SENATE CALENDAR","B. SENATE COMMITTEE CONSIDERATION"
"s0737-116",2019-09-26,"E. PASSED SENATE VOTE","C. ON SENATE CALENDAR"
"s0737-116",2019-09-27,"F. REFERRED TO HOUSE","E. PASSED SENATE VOTE"
"s0738-116",2019-03-12,"A. INTRODUCTION IN SENATE",NA
"s0739-116",2019-03-12,"A. INTRODUCTION IN SENATE",NA
"s0740-116",2019-03-12,"A. INTRODUCTION IN SENATE",NA
"s0741-116",2019-03-12,"A. INTRODUCTION IN SENATE",NA
"s0742-116",2019-03-12,"A. INTRODUCTION IN SENATE",NA
"s0743-116",2019-03-12,"A. INTRODUCTION IN SENATE",NA
"s0744-116",2019-03-12,"A. INTRODUCTION IN SENATE",NA
"s0744-116",2019-05-16,"B. SENATE COMMITTEE CONSIDERATION","A. INTRODUCTION IN SENATE"
"s0744-116",2019-05-16,"E. PASSED SENATE VOTE","B. SENATE COMMITTEE CONSIDERATION"
"s0744-116",2019-05-20,"F. REFERRED TO HOUSE","E. PASSED SENATE VOTE"
"s0744-116",2019-05-31,"G. HOUSE COMMITTEE CONSIDERATION","F. REFERRED TO HOUSE"
"s0744-116",2019-07-10,"I. HOUSE DEBATE","G. HOUSE COMMITTEE CONSIDERATION"
"s0744-116",2019-07-10,"J. PASSED HOUSE VOTE","I. HOUSE DEBATE"
"s0744-116",2019-07-15,"L. TO PRESIDENT","J. PASSED HOUSE VOTE"
"s0745-116",2019-03-12,"A. INTRODUCTION IN SENATE",NA
"s0746-116",2019-03-12,"A. INTRODUCTION IN SENATE",NA
"s0746-116",2019-05-22,"B. SENATE COMMITTEE CONSIDERATION","A. INTRODUCTION IN SENATE"
"s0747-116",2019-03-12,"A. INTRODUCTION IN SENATE",NA
"s0747-116",2019-03-13,"B. SENATE COMMITTEE CONSIDERATION","A. INTRODUCTION IN SENATE"
"s0747-116",2019-04-10,"C. ON SENATE CALENDAR","B. SENATE COMMITTEE CONSIDERATION"
"s0747-116",2019-05-13,"B. SENATE COMMITTEE CONSIDERATION","C. ON SENATE CALENDAR"
"s0748-116",2019-03-12,"A. INTRODUCTION IN SENATE",NA
"s0749-116",2019-03-12,"A. INTRODUCTION IN SENATE",NA
"s0750-116",2019-03-12,"A. INTRODUCTION IN SENATE",NA
"s0751-116",2019-03-12,"A. INTRODUCTION IN SENATE",NA
"s0752-116",2019-03-12,"A. INTRODUCTION IN SENATE",NA
"s0753-116",2019-03-12,"A. INTRODUCTION IN SENATE",NA
"s0754-116",2019-03-12,"A. INTRODUCTION IN SENATE",NA
"s0755-116",2019-03-12,"A. INTRODUCTION IN SENATE",NA
"s0756-116",2019-03-12,"A. INTRODUCTION IN SENATE",NA
"s0757-116",2019-03-12,"A. INTRODUCTION IN SENATE",NA
"s0758-116",2019-03-12,"A. INTRODUCTION IN SENATE",NA
"s0759-116",2019-03-12,"A. INTRODUCTION IN SENATE",NA
"s0760-116",2019-03-12,"A. INTRODUCTION IN SENATE",NA
"s0761-116",2019-03-12,"A. INTRODUCTION IN SENATE",NA
"s0762-116",2019-03-12,"A. INTRODUCTION IN SENATE",NA
"s0763-116",2019-03-12,"A. INTRODUCTION IN SENATE",NA
"s0764-116",2019-03-12,"A. INTRODUCTION IN SENATE",NA
"s0764-116",2019-07-24,"B. SENATE COMMITTEE CONSIDERATION","A. INTRODUCTION IN SENATE"
"s0765-116",2019-03-13,"A. INTRODUCTION IN SENATE",NA
"s0766-116",2019-03-13,"A. INTRODUCTION IN SENATE",NA
"s0767-116",2019-03-13,"A. INTRODUCTION IN SENATE",NA
"s0768-116",2019-03-13,"A. INTRODUCTION IN SENATE",NA
"s0769-116",2019-03-13,"A. INTRODUCTION IN SENATE",NA
"s0770-116",2019-03-13,"A. INTRODUCTION IN SENATE",NA
"s0771-116",2019-03-13,"A. INTRODUCTION IN SENATE",NA
"s0771-116",2019-03-13,"B. SENATE COMMITTEE CONSIDERATION","A. INTRODUCTION IN SENATE"
"s0771-116",2019-04-01,"C. ON SENATE CALENDAR","B. SENATE COMMITTEE CONSIDERATION"
"s0772-116",2019-03-13,"A. INTRODUCTION IN SENATE",NA
"s0772-116",2019-03-13,"B. SENATE COMMITTEE CONSIDERATION","A. INTRODUCTION IN SENATE"
"s0772-116",2019-04-01,"C. ON SENATE CALENDAR","B. SENATE COMMITTEE CONSIDERATION"
"s0773-116",2019-03-13,"A. INTRODUCTION IN SENATE",NA
"s0774-116",2019-03-13,"A. INTRODUCTION IN SENATE",NA
"s0774-116",2019-06-19,"B. SENATE COMMITTEE CONSIDERATION","A. INTRODUCTION IN SENATE"
"s0775-116",2019-03-13,"A. INTRODUCTION IN SENATE",NA
"s0776-116",2019-03-13,"A. INTRODUCTION IN SENATE",NA
"s0777-116",2019-03-13,"A. INTRODUCTION IN SENATE",NA
"s0778-116",2019-03-13,"A. INTRODUCTION IN SENATE",NA
"s0779-116",2019-03-13,"A. INTRODUCTION IN SENATE",NA
"s0780-116",2019-03-13,"A. INTRODUCTION IN SENATE",NA
"s0781-116",2019-03-13,"A. INTRODUCTION IN SENATE",NA
"s0782-116",2019-03-13,"A. INTRODUCTION IN SENATE",NA
"s0783-116",2019-03-13,"A. INTRODUCTION IN SENATE",NA
"s0784-116",2019-03-13,"A. INTRODUCTION IN SENATE",NA
"s0785-116",2019-03-13,"A. INTRODUCTION IN SENATE",NA
"s0785-116",2019-05-22,"B. SENATE COMMITTEE CONSIDERATION","A. INTRODUCTION IN SENATE"
"s0786-116",2019-03-13,"A. INTRODUCTION IN SENATE",NA
"s0787-116",2019-03-13,"A. INTRODUCTION IN SENATE",NA
"s0788-116",2019-03-13,"A. INTRODUCTION IN SENATE",NA
"s0789-116",2019-03-13,"A. INTRODUCTION IN SENATE",NA
"s0790-116",2019-03-13,"A. INTRODUCTION IN SENATE",NA
"s0790-116",2019-05-01,"B. SENATE COMMITTEE CONSIDERATION","A. INTRODUCTION IN SENATE"
"s0791-116",2019-03-13,"A. INTRODUCTION IN SENATE",NA
"s0792-116",2019-03-14,"A. INTRODUCTION IN SENATE",NA
"s0793-116",2019-03-14,"A. INTRODUCTION IN SENATE",NA
"s0794-116",2019-03-14,"A. INTRODUCTION IN SENATE",NA
"s0795-116",2019-03-14,"A. INTRODUCTION IN SENATE",NA
"s0796-116",2019-03-14,"A. INTRODUCTION IN SENATE",NA
"s0797-116",2019-03-14,"A. INTRODUCTION IN SENATE",NA
"s0798-116",2019-03-14,"A. INTRODUCTION IN SENATE",NA
"s0799-116",2019-03-14,"A. INTRODUCTION IN SENATE",NA
"s0800-116",2019-03-14,"A. INTRODUCTION IN SENATE",NA
"s0801-116",2019-03-14,"A. INTRODUCTION IN SENATE",NA
"s0802-116",2019-03-14,"A. INTRODUCTION IN SENATE",NA
"s0803-116",2019-03-14,"A. INTRODUCTION IN SENATE",NA
"s0804-116",2019-03-14,"A. INTRODUCTION IN SENATE",NA
"s0805-116",2019-03-14,"A. INTRODUCTION IN SENATE",NA
"s0805-116",2019-05-22,"B. SENATE COMMITTEE CONSIDERATION","A. INTRODUCTION IN SENATE"
"s0806-116",2019-03-14,"A. INTRODUCTION IN SENATE",NA
"s0807-116",2019-03-14,"A. INTRODUCTION IN SENATE",NA
"s0808-116",2019-03-14,"A. INTRODUCTION IN SENATE",NA
"s0809-116",2019-03-14,"A. INTRODUCTION IN SENATE",NA
"s0810-116",2019-03-14,"A. INTRODUCTION IN SENATE",NA
"s0811-116",2019-03-14,"A. INTRODUCTION IN SENATE",NA
"s0812-116",2019-03-14,"A. INTRODUCTION IN SENATE",NA
"s0813-116",2019-03-14,"A. INTRODUCTION IN SENATE",NA
"s0814-116",2019-03-14,"A. INTRODUCTION IN SENATE",NA
"s0815-116",2019-03-14,"A. INTRODUCTION IN SENATE",NA
"s0816-116",2019-03-14,"A. INTRODUCTION IN SENATE",NA
"s0816-116",2019-07-16,"B. SENATE COMMITTEE CONSIDERATION","A. INTRODUCTION IN SENATE"
"s0816-116",2019-08-16,"C. ON SENATE CALENDAR","B. SENATE COMMITTEE CONSIDERATION"
"s0817-116",2019-03-14,"A. INTRODUCTION IN SENATE",NA
"s0818-116",2019-03-14,"A. INTRODUCTION IN SENATE",NA
"s0819-116",2019-03-14,"A. INTRODUCTION IN SENATE",NA
"s0820-116",2019-03-14,"A. INTRODUCTION IN SENATE",NA
"s0820-116",2019-05-02,"B. SENATE COMMITTEE CONSIDERATION","A. INTRODUCTION IN SENATE"
"s0820-116",2019-05-09,"C. ON SENATE CALENDAR","B. SENATE COMMITTEE CONSIDERATION"
"s0820-116",2019-05-16,"E. PASSED SENATE VOTE","C. ON SENATE CALENDAR"
"s0820-116",2019-05-20,"F. REFERRED TO HOUSE","E. PASSED SENATE VOTE"
"s0820-116",2019-05-31,"G. HOUSE COMMITTEE CONSIDERATION","F. REFERRED TO HOUSE"
"s0821-116",2019-03-14,"A. INTRODUCTION IN SENATE",NA
"s0822-116",2019-03-14,"A. INTRODUCTION IN SENATE",NA
"s0823-116",2019-03-14,"A. INTRODUCTION IN SENATE",NA
"s0824-116",2019-03-14,"A. INTRODUCTION IN SENATE",NA
"s0825-116",2019-03-14,"A. INTRODUCTION IN SENATE",NA
"s0826-116",2019-03-14,"A. INTRODUCTION IN SENATE",NA
"s0827-116",2019-03-14,"A. INTRODUCTION IN SENATE",NA
"s0828-116",2019-03-14,"A. INTRODUCTION IN SENATE",NA
"s0829-116",2019-03-14,"A. INTRODUCTION IN SENATE",NA
"s0830-116",2019-03-14,"A. INTRODUCTION IN SENATE",NA
"s0831-116",2019-03-14,"A. INTRODUCTION IN SENATE",NA
"s0832-116",2019-03-14,"A. INTRODUCTION IN SENATE",NA
"s0832-116",2019-05-01,"B. SENATE COMMITTEE CONSIDERATION","A. INTRODUCTION IN SENATE"
