"bill","date","status","status.prev"
"s1863-116",2019-06-13,"A. INTRODUCTION IN SENATE",NA
"s1864-116",2019-06-13,"A. INTRODUCTION IN SENATE",NA
"s1865-116",2019-06-13,"A. INTRODUCTION IN SENATE",NA
"s1866-116",2019-06-13,"A. INTRODUCTION IN SENATE",NA
"s1867-116",2019-06-13,"A. INTRODUCTION IN SENATE",NA
"s1867-116",2019-06-19,"B. SENATE COMMITTEE CONSIDERATION","A. INTRODUCTION IN SENATE"
"s1867-116",2019-09-10,"C. ON SENATE CALENDAR","B. SENATE COMMITTEE CONSIDERATION"
"s1868-116",2019-06-13,"A. INTRODUCTION IN SENATE",NA
"s1869-116",2019-06-13,"A. INTRODUCTION IN SENATE",NA
"s1869-116",2019-06-19,"B. SENATE COMMITTEE CONSIDERATION","A. INTRODUCTION IN SENATE"
"s1869-116",2019-09-10,"C. ON SENATE CALENDAR","B. SENATE COMMITTEE CONSIDERATION"
"s1870-116",2019-06-13,"A. INTRODUCTION IN SENATE",NA
"s1871-116",2019-06-13,"A. INTRODUCTION IN SENATE",NA
"s1872-116",2019-06-13,"A. INTRODUCTION IN SENATE",NA
"s1873-116",2019-06-13,"A. INTRODUCTION IN SENATE",NA
"s1874-116",2019-06-13,"A. INTRODUCTION IN SENATE",NA
"s1874-116",2019-06-19,"B. SENATE COMMITTEE CONSIDERATION","A. INTRODUCTION IN SENATE"
"s1875-116",2019-06-18,"A. INTRODUCTION IN SENATE",NA
"s1876-116",2019-06-18,"A. INTRODUCTION IN SENATE",NA
"s1877-116",2019-06-18,"A. INTRODUCTION IN SENATE",NA
"s1877-116",2019-06-19,"B. SENATE COMMITTEE CONSIDERATION","A. INTRODUCTION IN SENATE"
"s1878-116",2019-06-18,"A. INTRODUCTION IN SENATE",NA
"s1879-116",2019-06-18,"A. INTRODUCTION IN SENATE",NA
"s1880-116",2019-06-18,"A. INTRODUCTION IN SENATE",NA
"s1881-116",2019-06-18,"A. INTRODUCTION IN SENATE",NA
"s1881-116",2019-07-10,"B. SENATE COMMITTEE CONSIDERATION","A. INTRODUCTION IN SENATE"
"s1881-116",2019-09-10,"E. PASSED SENATE VOTE","B. SENATE COMMITTEE CONSIDERATION"
"s1881-116",2019-09-11,"F. REFERRED TO HOUSE","E. PASSED SENATE VOTE"
"s1882-116",2019-06-18,"A. INTRODUCTION IN SENATE",NA
"s1882-116",2019-06-26,"B. SENATE COMMITTEE CONSIDERATION","A. INTRODUCTION IN SENATE"
"s1883-116",2019-06-18,"A. INTRODUCTION IN SENATE",NA
"s1883-116",2019-07-18,"B. SENATE COMMITTEE CONSIDERATION","A. INTRODUCTION IN SENATE"
"s1883-116",2019-07-23,"C. ON SENATE CALENDAR","B. SENATE COMMITTEE CONSIDERATION"
"s1884-116",2019-06-18,"A. INTRODUCTION IN SENATE",NA
"s1885-116",2019-06-18,"A. INTRODUCTION IN SENATE",NA
"s1886-116",2019-06-18,"A. INTRODUCTION IN SENATE",NA
"s1887-116",2019-06-18,"A. INTRODUCTION IN SENATE",NA
"s1888-116",2019-06-18,"A. INTRODUCTION IN SENATE",NA
"s1889-116",2019-06-18,"A. INTRODUCTION IN SENATE",NA
"s1890-116",2019-06-18,"A. INTRODUCTION IN SENATE",NA
"s1891-116",2019-06-18,"A. INTRODUCTION IN SENATE",NA
"s1892-116",2019-06-19,"A. INTRODUCTION IN SENATE",NA
"s1893-116",2019-06-19,"A. INTRODUCTION IN SENATE",NA
"s1894-116",2019-06-19,"A. INTRODUCTION IN SENATE",NA
"s1895-116",2019-06-19,"A. INTRODUCTION IN SENATE",NA
"s1895-116",2019-06-26,"B. SENATE COMMITTEE CONSIDERATION","A. INTRODUCTION IN SENATE"
"s1895-116",2019-07-08,"C. ON SENATE CALENDAR","B. SENATE COMMITTEE CONSIDERATION"
"s1896-116",2019-06-19,"A. INTRODUCTION IN SENATE",NA
"s1897-116",2019-06-19,"A. INTRODUCTION IN SENATE",NA
"s1898-116",2019-06-19,"A. INTRODUCTION IN SENATE",NA
"s1899-116",2019-06-19,"A. INTRODUCTION IN SENATE",NA
"s1900-116",2019-06-19,"A. INTRODUCTION IN SENATE",NA
"s1900-116",2019-06-19,"C. ON SENATE CALENDAR","A. INTRODUCTION IN SENATE"
"s1901-116",2019-06-19,"A. INTRODUCTION IN SENATE",NA
"s1902-116",2019-06-19,"A. INTRODUCTION IN SENATE",NA
"s1903-116",2019-06-19,"A. INTRODUCTION IN SENATE",NA
"s1904-116",2019-06-19,"A. INTRODUCTION IN SENATE",NA
"s1905-116",2019-06-19,"A. INTRODUCTION IN SENATE",NA
"s1906-116",2019-06-19,"A. INTRODUCTION IN SENATE",NA
"s1907-116",2019-06-19,"A. INTRODUCTION IN SENATE",NA
"s1908-116",2019-06-19,"A. INTRODUCTION IN SENATE",NA
"s1909-116",2019-06-19,"A. INTRODUCTION IN SENATE",NA
"s1910-116",2019-06-19,"A. INTRODUCTION IN SENATE",NA
"s1911-116",2019-06-19,"A. INTRODUCTION IN SENATE",NA
"s1912-116",2019-06-19,"A. INTRODUCTION IN SENATE",NA
"s1913-116",2019-06-19,"A. INTRODUCTION IN SENATE",NA
"s1914-116",2019-06-19,"A. INTRODUCTION IN SENATE",NA
"s1915-116",2019-06-20,"A. INTRODUCTION IN SENATE",NA
"s1916-116",2019-06-20,"A. INTRODUCTION IN SENATE",NA
"s1917-116",2019-06-20,"A. INTRODUCTION IN SENATE",NA
"s1918-116",2019-06-20,"A. INTRODUCTION IN SENATE",NA
"s1919-116",2019-06-20,"A. INTRODUCTION IN SENATE",NA
"s1920-116",2019-06-20,"A. INTRODUCTION IN SENATE",NA
"s1921-116",2019-06-20,"A. INTRODUCTION IN SENATE",NA
"s1922-116",2019-06-20,"A. INTRODUCTION IN SENATE",NA
"s1923-116",2019-06-20,"A. INTRODUCTION IN SENATE",NA
"s1924-116",2019-06-20,"A. INTRODUCTION IN SENATE",NA
"s1925-116",2019-06-20,"A. INTRODUCTION IN SENATE",NA
"s1926-116",2019-06-20,"A. INTRODUCTION IN SENATE",NA
"s1927-116",2019-06-20,"A. INTRODUCTION IN SENATE",NA
"s1928-116",2019-06-20,"A. INTRODUCTION IN SENATE",NA
"s1929-116",2019-06-20,"A. INTRODUCTION IN SENATE",NA
"s1930-116",2019-06-20,"A. INTRODUCTION IN SENATE",NA
"s1931-116",2019-06-20,"A. INTRODUCTION IN SENATE",NA
"s1931-116",2019-09-25,"B. SENATE COMMITTEE CONSIDERATION","A. INTRODUCTION IN SENATE"
"s1932-116",2019-06-20,"A. INTRODUCTION IN SENATE",NA
"s1932-116",2019-07-18,"B. SENATE COMMITTEE CONSIDERATION","A. INTRODUCTION IN SENATE"
"s1933-116",2019-06-20,"A. INTRODUCTION IN SENATE",NA
"s1934-116",2019-06-20,"A. INTRODUCTION IN SENATE",NA
"s1935-116",2019-06-20,"A. INTRODUCTION IN SENATE",NA
"s1936-116",2019-06-20,"A. INTRODUCTION IN SENATE",NA
"s1937-116",2019-06-20,"A. INTRODUCTION IN SENATE",NA
"s1938-116",2019-06-20,"A. INTRODUCTION IN SENATE",NA
"s1939-116",2019-06-20,"A. INTRODUCTION IN SENATE",NA
"s1940-116",2019-06-20,"A. INTRODUCTION IN SENATE",NA
"s1941-116",2019-06-20,"A. INTRODUCTION IN SENATE",NA
"s1942-116",2019-06-24,"A. INTRODUCTION IN SENATE",NA
"s1943-116",2019-06-24,"A. INTRODUCTION IN SENATE",NA
"s1944-116",2019-06-24,"A. INTRODUCTION IN SENATE",NA
"s1945-116",2019-06-24,"A. INTRODUCTION IN SENATE",NA
"s1945-116",2019-06-25,"B. SENATE COMMITTEE CONSIDERATION","A. INTRODUCTION IN SENATE"
"s1945-116",2019-07-15,"C. ON SENATE CALENDAR","B. SENATE COMMITTEE CONSIDERATION"
"s1946-116",2019-06-24,"A. INTRODUCTION IN SENATE",NA
"s1947-116",2019-06-24,"A. INTRODUCTION IN SENATE",NA
"s1948-116",2019-06-24,"A. INTRODUCTION IN SENATE",NA
"s1949-116",2019-06-24,"A. INTRODUCTION IN SENATE",NA
"s1950-116",2019-06-25,"A. INTRODUCTION IN SENATE",NA
"s1951-116",2019-06-25,"A. INTRODUCTION IN SENATE",NA
"s1952-116",2019-06-25,"A. INTRODUCTION IN SENATE",NA
"s1953-116",2019-06-25,"A. INTRODUCTION IN SENATE",NA
"s1954-116",2019-06-25,"A. INTRODUCTION IN SENATE",NA
"s1955-116",2019-06-25,"A. INTRODUCTION IN SENATE",NA
"s1956-116",2019-06-25,"A. INTRODUCTION IN SENATE",NA
"s1957-116",2019-06-25,"A. INTRODUCTION IN SENATE",NA
"s1958-116",2019-06-25,"A. INTRODUCTION IN SENATE",NA
"s1959-116",2019-06-25,"A. INTRODUCTION IN SENATE",NA
"s1960-116",2019-06-25,"A. INTRODUCTION IN SENATE",NA
"s1961-116",2019-06-25,"A. INTRODUCTION IN SENATE",NA
"s1962-116",2019-06-25,"A. INTRODUCTION IN SENATE",NA
"s1963-116",2019-06-25,"A. INTRODUCTION IN SENATE",NA
"s1964-116",2019-06-25,"A. INTRODUCTION IN SENATE",NA
"s1965-116",2019-06-25,"A. INTRODUCTION IN SENATE",NA
"s1966-116",2019-06-25,"A. INTRODUCTION IN SENATE",NA
"s1967-116",2019-06-25,"A. INTRODUCTION IN SENATE",NA
"s1968-116",2019-06-25,"A. INTRODUCTION IN SENATE",NA
"s1969-116",2019-06-25,"A. INTRODUCTION IN SENATE",NA
"s1970-116",2019-06-25,"A. INTRODUCTION IN SENATE",NA
"s1971-116",2019-06-25,"A. INTRODUCTION IN SENATE",NA
"s1972-116",2019-06-25,"A. INTRODUCTION IN SENATE",NA
"s1973-116",2019-06-25,"A. INTRODUCTION IN SENATE",NA
"s1974-116",2019-06-26,"A. INTRODUCTION IN SENATE",NA
"s1975-116",2019-06-26,"A. INTRODUCTION IN SENATE",NA
"s1976-116",2019-06-26,"A. INTRODUCTION IN SENATE",NA
"s1976-116",2019-07-24,"B. SENATE COMMITTEE CONSIDERATION","A. INTRODUCTION IN SENATE"
"s1977-116",2019-06-26,"A. INTRODUCTION IN SENATE",NA
"s1978-116",2019-06-26,"A. INTRODUCTION IN SENATE",NA
"s1979-116",2019-06-26,"A. INTRODUCTION IN SENATE",NA
"s1980-116",2019-06-26,"A. INTRODUCTION IN SENATE",NA
"s1981-116",2019-06-26,"A. INTRODUCTION IN SENATE",NA
"s1982-116",2019-06-26,"A. INTRODUCTION IN SENATE",NA
"s1983-116",2019-06-26,"A. INTRODUCTION IN SENATE",NA
"s1984-116",2019-06-26,"A. INTRODUCTION IN SENATE",NA
"s1985-116",2019-06-26,"A. INTRODUCTION IN SENATE",NA
"s1986-116",2019-06-26,"A. INTRODUCTION IN SENATE",NA
"s1987-116",2019-06-26,"A. INTRODUCTION IN SENATE",NA
"s1988-116",2019-06-26,"A. INTRODUCTION IN SENATE",NA
"s1989-116",2019-06-26,"A. INTRODUCTION IN SENATE",NA
"s1990-116",2019-06-26,"A. INTRODUCTION IN SENATE",NA
"s1991-116",2019-06-26,"A. INTRODUCTION IN SENATE",NA
"s1992-116",2019-06-26,"A. INTRODUCTION IN SENATE",NA
"s1992-116",2019-07-30,"B. SENATE COMMITTEE CONSIDERATION","A. INTRODUCTION IN SENATE"
"s1992-116",2019-07-31,"C. ON SENATE CALENDAR","B. SENATE COMMITTEE CONSIDERATION"
"s1993-116",2019-06-26,"A. INTRODUCTION IN SENATE",NA
"s1994-116",2019-06-26,"A. INTRODUCTION IN SENATE",NA
"s1995-116",2019-06-26,"A. INTRODUCTION IN SENATE",NA
"s1996-116",2019-06-26,"A. INTRODUCTION IN SENATE",NA
"s1997-116",2019-06-26,"A. INTRODUCTION IN SENATE",NA
"s1998-116",2019-06-26,"A. INTRODUCTION IN SENATE",NA
"s1999-116",2019-06-27,"A. INTRODUCTION IN SENATE",NA
"s2000-116",2019-06-27,"A. INTRODUCTION IN SENATE",NA
"s2001-116",2019-06-27,"A. INTRODUCTION IN SENATE",NA
"s2002-116",2019-06-27,"A. INTRODUCTION IN SENATE",NA
"s2003-116",2019-06-27,"A. INTRODUCTION IN SENATE",NA
"s2004-116",2019-06-27,"A. INTRODUCTION IN SENATE",NA
"s2005-116",2019-06-27,"A. INTRODUCTION IN SENATE",NA
"s2006-116",2019-06-27,"A. INTRODUCTION IN SENATE",NA
"s2007-116",2019-06-27,"A. INTRODUCTION IN SENATE",NA
"s2008-116",2019-06-27,"A. INTRODUCTION IN SENATE",NA
"s2009-116",2019-06-27,"A. INTRODUCTION IN SENATE",NA
"s2010-116",2019-06-27,"A. INTRODUCTION IN SENATE",NA
"s2011-116",2019-06-27,"A. INTRODUCTION IN SENATE",NA
"s2012-116",2019-06-27,"A. INTRODUCTION IN SENATE",NA
"s2013-116",2019-06-27,"A. INTRODUCTION IN SENATE",NA
"s2014-116",2019-06-27,"A. INTRODUCTION IN SENATE",NA
"s2015-116",2019-06-27,"A. INTRODUCTION IN SENATE",NA
"s2016-116",2019-06-27,"A. INTRODUCTION IN SENATE",NA
"s2017-116",2019-06-27,"A. INTRODUCTION IN SENATE",NA
"s2018-116",2019-06-27,"A. INTRODUCTION IN SENATE",NA
"s2019-116",2019-06-27,"A. INTRODUCTION IN SENATE",NA
"s2020-116",2019-06-27,"A. INTRODUCTION IN SENATE",NA
"s2021-116",2019-06-27,"A. INTRODUCTION IN SENATE",NA
"s2022-116",2019-06-27,"A. INTRODUCTION IN SENATE",NA
"s2023-116",2019-06-27,"A. INTRODUCTION IN SENATE",NA
"s2024-116",2019-06-27,"A. INTRODUCTION IN SENATE",NA
"s2025-116",2019-06-27,"A. INTRODUCTION IN SENATE",NA
"s2026-116",2019-06-27,"A. INTRODUCTION IN SENATE",NA
"s2027-116",2019-06-27,"A. INTRODUCTION IN SENATE",NA
"s2028-116",2019-06-27,"A. INTRODUCTION IN SENATE",NA
"s2029-116",2019-06-27,"A. INTRODUCTION IN SENATE",NA
"s2030-116",2019-06-27,"A. INTRODUCTION IN SENATE",NA
"s2031-116",2019-06-27,"A. INTRODUCTION IN SENATE",NA
"s2032-116",2019-06-27,"A. INTRODUCTION IN SENATE",NA
"s2033-116",2019-06-27,"A. INTRODUCTION IN SENATE",NA
"s2034-116",2019-06-27,"A. INTRODUCTION IN SENATE",NA
"s2035-116",2019-06-27,"A. INTRODUCTION IN SENATE",NA
"s2035-116",2019-07-24,"B. SENATE COMMITTEE CONSIDERATION","A. INTRODUCTION IN SENATE"
"s2035-116",2019-09-10,"E. PASSED SENATE VOTE","B. SENATE COMMITTEE CONSIDERATION"
"s2035-116",2019-09-11,"F. REFERRED TO HOUSE","E. PASSED SENATE VOTE"
"s2036-116",2019-06-27,"A. INTRODUCTION IN SENATE",NA
"s2037-116",2019-06-27,"A. INTRODUCTION IN SENATE",NA
"s2038-116",2019-06-27,"A. INTRODUCTION IN SENATE",NA
"s2039-116",2019-06-27,"A. INTRODUCTION IN SENATE",NA
"s2040-116",2019-06-27,"A. INTRODUCTION IN SENATE",NA
"s2041-116",2019-06-27,"A. INTRODUCTION IN SENATE",NA
"s2042-116",2019-06-27,"A. INTRODUCTION IN SENATE",NA
"s2043-116",2019-06-27,"A. INTRODUCTION IN SENATE",NA
"s2044-116",2019-06-27,"A. INTRODUCTION IN SENATE",NA
"s2044-116",2019-07-18,"B. SENATE COMMITTEE CONSIDERATION","A. INTRODUCTION IN SENATE"
"s2045-116",2019-06-27,"A. INTRODUCTION IN SENATE",NA
"s2046-116",2019-06-27,"A. INTRODUCTION IN SENATE",NA
"s2047-116",2019-06-27,"A. INTRODUCTION IN SENATE",NA
"s2047-116",2019-06-28,"F. REFERRED TO HOUSE","A. INTRODUCTION IN SENATE"
"s2047-116",2019-06-28,"J. PASSED HOUSE VOTE","F. REFERRED TO HOUSE"
"s2047-116",2019-06-28,"L. TO PRESIDENT","J. PASSED HOUSE VOTE"
"s2048-116",2019-06-28,"A. INTRODUCTION IN SENATE",NA
"s2048-116",2019-07-09,"B. SENATE COMMITTEE CONSIDERATION","A. INTRODUCTION IN SENATE"
"s2049-116",2019-06-28,"A. INTRODUCTION IN SENATE",NA
"s2050-116",2019-06-28,"A. INTRODUCTION IN SENATE",NA
"s2051-116",2019-06-28,"A. INTRODUCTION IN SENATE",NA
"s2052-116",2019-06-28,"A. INTRODUCTION IN SENATE",NA
"s2052-116",2019-07-31,"B. SENATE COMMITTEE CONSIDERATION","A. INTRODUCTION IN SENATE"
"s2052-116",2019-07-31,"E. PASSED SENATE VOTE","B. SENATE COMMITTEE CONSIDERATION"
"s2052-116",2019-07-31,"F. REFERRED TO HOUSE","E. PASSED SENATE VOTE"
"s2053-116",2019-06-28,"A. INTRODUCTION IN SENATE",NA
"s2054-116",2019-07-08,"A. INTRODUCTION IN SENATE",NA
"s2055-116",2019-07-08,"A. INTRODUCTION IN SENATE",NA
"s2056-116",2019-07-08,"A. INTRODUCTION IN SENATE",NA
"s2057-116",2019-07-08,"A. INTRODUCTION IN SENATE",NA
"s2058-116",2019-07-09,"A. INTRODUCTION IN SENATE",NA
"s2059-116",2019-07-09,"A. INTRODUCTION IN SENATE",NA
"s2060-116",2019-07-09,"A. INTRODUCTION IN SENATE",NA
"s2061-116",2019-07-09,"A. INTRODUCTION IN SENATE",NA
"s2062-116",2019-07-09,"A. INTRODUCTION IN SENATE",NA
"s2063-116",2019-07-09,"A. INTRODUCTION IN SENATE",NA
"s2064-116",2019-07-09,"A. INTRODUCTION IN SENATE",NA
"s2065-116",2019-07-09,"A. INTRODUCTION IN SENATE",NA
"s2065-116",2019-07-24,"B. SENATE COMMITTEE CONSIDERATION","A. INTRODUCTION IN SENATE"
"s2065-116",2019-09-10,"C. ON SENATE CALENDAR","B. SENATE COMMITTEE CONSIDERATION"
"s2066-116",2019-07-09,"A. INTRODUCTION IN SENATE",NA
"s2067-116",2019-07-10,"A. INTRODUCTION IN SENATE",NA
"s2068-116",2019-07-10,"A. INTRODUCTION IN SENATE",NA
"s2069-116",2019-07-10,"A. INTRODUCTION IN SENATE",NA
"s2070-116",2019-07-10,"A. INTRODUCTION IN SENATE",NA
"s2071-116",2019-07-10,"A. INTRODUCTION IN SENATE",NA
"s2071-116",2019-07-17,"B. SENATE COMMITTEE CONSIDERATION","A. INTRODUCTION IN SENATE"
"s2072-116",2019-07-10,"A. INTRODUCTION IN SENATE",NA
"s2073-116",2019-07-10,"A. INTRODUCTION IN SENATE",NA
"s2074-116",2019-07-10,"A. INTRODUCTION IN SENATE",NA
"s2075-116",2019-07-10,"A. INTRODUCTION IN SENATE",NA
"s2076-116",2019-07-10,"A. INTRODUCTION IN SENATE",NA
"s2077-116",2019-07-10,"A. INTRODUCTION IN SENATE",NA
"s2078-116",2019-07-10,"A. INTRODUCTION IN SENATE",NA
"s2079-116",2019-07-10,"A. INTRODUCTION IN SENATE",NA
"s2080-116",2019-07-10,"A. INTRODUCTION IN SENATE",NA
"s2081-116",2019-07-10,"A. INTRODUCTION IN SENATE",NA
"s2082-116",2019-07-10,"A. INTRODUCTION IN SENATE",NA
"s2083-116",2019-07-10,"A. INTRODUCTION IN SENATE",NA
"s2084-116",2019-07-10,"A. INTRODUCTION IN SENATE",NA
"s2085-116",2019-07-10,"A. INTRODUCTION IN SENATE",NA
"s2086-116",2019-07-11,"A. INTRODUCTION IN SENATE",NA
"s2087-116",2019-07-11,"A. INTRODUCTION IN SENATE",NA
"s2088-116",2019-07-11,"A. INTRODUCTION IN SENATE",NA
"s2089-116",2019-07-11,"A. INTRODUCTION IN SENATE",NA
"s2090-116",2019-07-11,"A. INTRODUCTION IN SENATE",NA
"s2091-116",2019-07-11,"A. INTRODUCTION IN SENATE",NA
"s2092-116",2019-07-11,"A. INTRODUCTION IN SENATE",NA
"s2093-116",2019-07-11,"A. INTRODUCTION IN SENATE",NA
"s2094-116",2019-07-11,"A. INTRODUCTION IN SENATE",NA
"s2094-116",2019-09-11,"B. SENATE COMMITTEE CONSIDERATION","A. INTRODUCTION IN SENATE"
"s2095-116",2019-07-11,"A. INTRODUCTION IN SENATE",NA
"s2095-116",2019-09-11,"B. SENATE COMMITTEE CONSIDERATION","A. INTRODUCTION IN SENATE"
"s2096-116",2019-07-11,"A. INTRODUCTION IN SENATE",NA
"s2097-116",2019-07-11,"A. INTRODUCTION IN SENATE",NA
"s2098-116",2019-07-11,"A. INTRODUCTION IN SENATE",NA
"s2099-116",2019-07-11,"A. INTRODUCTION IN SENATE",NA
"s2099-116",2019-09-25,"B. SENATE COMMITTEE CONSIDERATION","A. INTRODUCTION IN SENATE"
"s2099-116",2019-09-25,"C. ON SENATE CALENDAR","B. SENATE COMMITTEE CONSIDERATION"
"s2100-116",2019-07-11,"A. INTRODUCTION IN SENATE",NA
"s2101-116",2019-07-11,"A. INTRODUCTION IN SENATE",NA
"s2102-116",2019-07-11,"A. INTRODUCTION IN SENATE",NA
"s2103-116",2019-07-11,"A. INTRODUCTION IN SENATE",NA
"s2104-116",2019-07-11,"A. INTRODUCTION IN SENATE",NA
"s2105-116",2019-07-11,"A. INTRODUCTION IN SENATE",NA
"s2106-116",2019-07-11,"A. INTRODUCTION IN SENATE",NA
"s2107-116",2019-07-11,"A. INTRODUCTION IN SENATE",NA
"s2107-116",2019-07-24,"B. SENATE COMMITTEE CONSIDERATION","A. INTRODUCTION IN SENATE"
"s2107-116",2019-09-10,"C. ON SENATE CALENDAR","B. SENATE COMMITTEE CONSIDERATION"
"s2108-116",2019-07-11,"A. INTRODUCTION IN SENATE",NA
"s2109-116",2019-07-11,"A. INTRODUCTION IN SENATE",NA
"s2110-116",2019-07-15,"A. INTRODUCTION IN SENATE",NA
"s2111-116",2019-07-15,"A. INTRODUCTION IN SENATE",NA
"s2112-116",2019-07-15,"A. INTRODUCTION IN SENATE",NA
"s2113-116",2019-07-15,"A. INTRODUCTION IN SENATE",NA
"s2114-116",2019-07-15,"A. INTRODUCTION IN SENATE",NA
"s2115-116",2019-07-15,"A. INTRODUCTION IN SENATE",NA
"s2116-116",2019-07-15,"A. INTRODUCTION IN SENATE",NA
"s2117-116",2019-07-15,"A. INTRODUCTION IN SENATE",NA
"s2118-116",2019-07-15,"A. INTRODUCTION IN SENATE",NA
"s2119-116",2019-07-15,"A. INTRODUCTION IN SENATE",NA
"s2119-116",2019-07-24,"B. SENATE COMMITTEE CONSIDERATION","A. INTRODUCTION IN SENATE"
"s2120-116",2019-07-15,"A. INTRODUCTION IN SENATE",NA
"s2121-116",2019-07-15,"A. INTRODUCTION IN SENATE",NA
"s2122-116",2019-07-16,"A. INTRODUCTION IN SENATE",NA
"s2123-116",2019-07-16,"A. INTRODUCTION IN SENATE",NA
"s2124-116",2019-07-16,"A. INTRODUCTION IN SENATE",NA
"s2125-116",2019-07-16,"A. INTRODUCTION IN SENATE",NA
"s2126-116",2019-07-16,"A. INTRODUCTION IN SENATE",NA
"s2127-116",2019-07-16,"A. INTRODUCTION IN SENATE",NA
"s2128-116",2019-07-16,"A. INTRODUCTION IN SENATE",NA
"s2129-116",2019-07-16,"A. INTRODUCTION IN SENATE",NA
"s2130-116",2019-07-16,"A. INTRODUCTION IN SENATE",NA
"s2131-116",2019-07-16,"A. INTRODUCTION IN SENATE",NA
"s2132-116",2019-07-16,"A. INTRODUCTION IN SENATE",NA
"s2133-116",2019-07-16,"A. INTRODUCTION IN SENATE",NA
"s2134-116",2019-07-16,"A. INTRODUCTION IN SENATE",NA
"s2135-116",2019-07-17,"A. INTRODUCTION IN SENATE",NA
"s2136-116",2019-07-17,"A. INTRODUCTION IN SENATE",NA
"s2137-116",2019-07-17,"A. INTRODUCTION IN SENATE",NA
"s2137-116",2019-09-11,"B. SENATE COMMITTEE CONSIDERATION","A. INTRODUCTION IN SENATE"
"s2138-116",2019-07-17,"A. INTRODUCTION IN SENATE",NA
"s2139-116",2019-07-17,"A. INTRODUCTION IN SENATE",NA
"s2140-116",2019-07-17,"A. INTRODUCTION IN SENATE",NA
"s2141-116",2019-07-17,"A. INTRODUCTION IN SENATE",NA
"s2142-116",2019-07-17,"A. INTRODUCTION IN SENATE",NA
"s2143-116",2019-07-17,"A. INTRODUCTION IN SENATE",NA
"s2144-116",2019-07-17,"A. INTRODUCTION IN SENATE",NA
"s2145-116",2019-07-17,"A. INTRODUCTION IN SENATE",NA
"s2146-116",2019-07-17,"A. INTRODUCTION IN SENATE",NA
"s2147-116",2019-07-17,"A. INTRODUCTION IN SENATE",NA
"s2148-116",2019-07-17,"A. INTRODUCTION IN SENATE",NA
"s2149-116",2019-07-17,"A. INTRODUCTION IN SENATE",NA
"s2150-116",2019-07-17,"A. INTRODUCTION IN SENATE",NA
"s2151-116",2019-07-17,"A. INTRODUCTION IN SENATE",NA
"s2152-116",2019-07-17,"A. INTRODUCTION IN SENATE",NA
"s2153-116",2019-07-17,"A. INTRODUCTION IN SENATE",NA
"s2154-116",2019-07-17,"A. INTRODUCTION IN SENATE",NA
"s2155-116",2019-07-17,"A. INTRODUCTION IN SENATE",NA
"s2156-116",2019-07-18,"A. INTRODUCTION IN SENATE",NA
"s2157-116",2019-07-18,"A. INTRODUCTION IN SENATE",NA
"s2158-116",2019-07-18,"A. INTRODUCTION IN SENATE",NA
"s2159-116",2019-07-18,"A. INTRODUCTION IN SENATE",NA
"s2159-116",2019-07-24,"B. SENATE COMMITTEE CONSIDERATION","A. INTRODUCTION IN SENATE"
"s2160-116",2019-07-18,"A. INTRODUCTION IN SENATE",NA
"s2161-116",2019-07-18,"A. INTRODUCTION IN SENATE",NA
"s2162-116",2019-07-18,"A. INTRODUCTION IN SENATE",NA
"s2163-116",2019-07-18,"A. INTRODUCTION IN SENATE",NA
"s2164-116",2019-07-18,"A. INTRODUCTION IN SENATE",NA
"s2165-116",2019-07-18,"A. INTRODUCTION IN SENATE",NA
"s2166-116",2019-07-18,"A. INTRODUCTION IN SENATE",NA
"s2166-116",2019-07-24,"B. SENATE COMMITTEE CONSIDERATION","A. INTRODUCTION IN SENATE"
"s2167-116",2019-07-18,"A. INTRODUCTION IN SENATE",NA
"s2168-116",2019-07-18,"A. INTRODUCTION IN SENATE",NA
"s2169-116",2019-07-18,"A. INTRODUCTION IN SENATE",NA
"s2169-116",2019-07-24,"B. SENATE COMMITTEE CONSIDERATION","A. INTRODUCTION IN SENATE"
"s2170-116",2019-07-18,"A. INTRODUCTION IN SENATE",NA
"s2171-116",2019-07-18,"A. INTRODUCTION IN SENATE",NA
"s2172-116",2019-07-18,"A. INTRODUCTION IN SENATE",NA
"s2173-116",2019-07-18,"A. INTRODUCTION IN SENATE",NA
"s2174-116",2019-07-18,"A. INTRODUCTION IN SENATE",NA
"s2175-116",2019-07-18,"A. INTRODUCTION IN SENATE",NA
"s2176-116",2019-07-18,"A. INTRODUCTION IN SENATE",NA
"s2177-116",2019-07-18,"A. INTRODUCTION IN SENATE",NA
"s2177-116",2019-07-24,"B. SENATE COMMITTEE CONSIDERATION","A. INTRODUCTION IN SENATE"
"s2178-116",2019-07-18,"A. INTRODUCTION IN SENATE",NA
"s2179-116",2019-07-18,"A. INTRODUCTION IN SENATE",NA
"s2180-116",2019-07-18,"A. INTRODUCTION IN SENATE",NA
"s2181-116",2019-07-18,"A. INTRODUCTION IN SENATE",NA
"s2182-116",2019-07-18,"A. INTRODUCTION IN SENATE",NA
"s2183-116",2019-07-18,"A. INTRODUCTION IN SENATE",NA
"s2183-116",2019-07-24,"B. SENATE COMMITTEE CONSIDERATION","A. INTRODUCTION IN SENATE"
"s2183-116",2019-09-23,"C. ON SENATE CALENDAR","B. SENATE COMMITTEE CONSIDERATION"
"s2184-116",2019-07-18,"A. INTRODUCTION IN SENATE",NA
"s2185-116",2019-07-18,"A. INTRODUCTION IN SENATE",NA
