_action_text,_bill,_date,_id,_time,_type
Read twice and referred to the Committee on the Judiciary.,s546-116,2019-02-25,1,,IntroReferral
Read twice and referred to the Committee on Rules and Administration.,s547-116,2019-02-25,1,,IntroReferral
Read twice and referred to the Committee on Finance.,s548-116,2019-02-25,1,,IntroReferral
Read twice and referred to the Committee on Rules and Administration.,s549-116,2019-02-25,1,,IntroReferral
Read twice and referred to the Committee on Rules and Administration.,s550-116,2019-02-25,1,,IntroReferral
Read twice and referred to the Committee on Finance. (text: CR S1439),s551-116,2019-02-25,1,,IntroReferral
Read twice and referred to the Committee on Finance. (text of measure as introduced: CR S1439),s551-116,2019-02-25,2,,IntroReferral
"Read twice and referred to the Committee on Agriculture, Nutrition, and Forestry.",s552-116,2019-02-26,1,,IntroReferral
"Read twice and referred to the Committee on Commerce, Science, and Transportation.",s553-116,2019-02-26,1,,IntroReferral
"Committee on Commerce, Science, and Transportation. Ordered to be reported with amendments favorably.",s553-116,2019-07-10,2,,Committee
Read twice and referred to the Committee on Veterans' Affairs.,s554-116,2019-02-26,1,,IntroReferral
Read twice and referred to the Committee on Veterans' Affairs.,s555-116,2019-02-26,1,,IntroReferral
Read twice and referred to the Committee on the Judiciary.,s556-116,2019-02-26,1,,IntroReferral
Read twice and referred to the Committee on the Judiciary.,s557-116,2019-02-26,1,,IntroReferral
"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",s558-116,2019-02-26,1,,IntroReferral
"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",s559-116,2019-02-26,1,,IntroReferral
"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",s560-116,2019-02-26,1,,IntroReferral
Read twice and referred to the Committee on the Judiciary.,s561-116,2019-02-26,1,,IntroReferral
Read twice and referred to the Committee on Finance.,s562-116,2019-02-26,1,,IntroReferral
Read twice and referred to the Committee on Environment and Public Works.,s563-116,2019-02-26,1,,IntroReferral
Read twice and referred to the Committee on Finance.,s564-116,2019-02-26,1,,IntroReferral
Read twice and referred to the Committee on Homeland Security and Governmental Affairs.,s565-116,2019-02-26,1,,IntroReferral
"Read twice and referred to the Committee on Banking, Housing, and Urban Affairs.",s566-116,2019-02-26,1,,IntroReferral
Read twice and referred to the Committee on Foreign Relations.,s567-116,2019-02-26,1,,IntroReferral
"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",s568-116,2019-02-26,1,,IntroReferral
"Read twice and referred to the Committee on Commerce, Science, and Transportation.",s569-116,2019-02-26,1,,IntroReferral
"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",s570-116,2019-02-26,1,,IntroReferral
"Read twice and referred to the Committee on Banking, Housing, and Urban Affairs.",s571-116,2019-02-26,1,,IntroReferral
Read twice and referred to the Committee on Appropriations.,s572-116,2019-02-26,1,,IntroReferral
"Read twice and referred to the Committee on Banking, Housing, and Urban Affairs.",s573-116,2019-02-27,1,,IntroReferral
Read twice and referred to the Committee on Finance.,s574-116,2019-02-27,1,,IntroReferral
"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",s575-116,2019-02-27,1,,IntroReferral
Read twice and referred to the Committee on Veterans' Affairs.,s576-116,2019-02-27,1,,IntroReferral
Read twice and referred to the Committee on Finance.,s577-116,2019-02-27,1,,IntroReferral
Read twice and referred to the Committee on Finance.,s578-116,2019-02-27,1,,IntroReferral
"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",s579-116,2019-02-27,1,,IntroReferral
Read twice and referred to the Committee on Homeland Security and Governmental Affairs.,s580-116,2019-02-27,1,,IntroReferral
Committee on Homeland Security and Governmental Affairs. Ordered to be reported with an amendment in the nature of a substitute favorably.,s580-116,2019-05-15,2,,Committee
Committee on Homeland Security and Governmental Affairs. Reported by Senator Johnson with an amendment in the nature of a substitute. With written report No. 116-53.,s580-116,2019-06-27,3,,Committee
Placed on Senate Legislative Calendar under General Orders. Calendar No. 128.,s580-116,2019-06-27,4,,Calendars
Read twice and referred to the Committee on Environment and Public Works.,s581-116,2019-02-27,1,,IntroReferral
"Read twice and referred to the Committee on Banking, Housing, and Urban Affairs.",s582-116,2019-02-27,1,,IntroReferral
"Read twice and referred to the Committee on Commerce, Science, and Transportation.",s583-116,2019-02-27,1,,IntroReferral
"Read twice and referred to the Committee on Commerce, Science, and Transportation.",s584-116,2019-02-27,1,,IntroReferral
Read twice and referred to the Committee on Finance.,s585-116,2019-02-27,1,,IntroReferral
Read twice and referred to the Committee on Finance.,s586-116,2019-02-27,1,,IntroReferral
Read twice and referred to the Committee on Foreign Relations.,s587-116,2019-02-27,1,,IntroReferral
Read twice and referred to the Committee on Finance.,s588-116,2019-02-27,1,,IntroReferral
Read twice and referred to the Committee on Appropriations.,s589-116,2019-02-27,1,,IntroReferral
"Read twice and referred to the Committee on Banking, Housing, and Urban Affairs.",s590-116,2019-02-27,1,,IntroReferral
"Senate Committee on Banking, Housing, and Urban Affairs discharged by Unanimous Consent.",s590-116,2019-03-27,2,,Discharge
Passed Senate without amendment by Unanimous Consent.,s590-116,2019-03-27,3,,Floor
"Senate Committee on Banking, Housing, and Urban Affairs discharged by Unanimous Consent. (consideration: CR S2061-2062)",s590-116,2019-03-27,4,,Discharge
Passed Senate without amendment by Unanimous Consent. (text: CR S2061-2062),s590-116,2019-03-27,5,,Floor
Message on Senate action sent to the House.,s590-116,2019-03-28,6,,Floor
Received in the House.,s590-116,2019-03-29,7,,Floor
"Referred to the Committee on Financial Services, and in addition to the Committee on House Administration, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",s590-116,2019-03-29,8,,IntroReferral
Read twice and referred to the Committee on the Judiciary.,s591-116,2019-02-27,1,,IntroReferral
Read twice and referred to the Committee on the Judiciary. (Sponsor introductory remarks on measure: CR S1541-1542),s591-116,2019-02-27,2,,IntroReferral
"Read twice and referred to the Committee on Banking, Housing, and Urban Affairs. (Sponsor introductory remarks on measure: CR S1595-1596)",s592-116,2019-02-28,1,,IntroReferral
"Committee on Banking, Housing, and Urban Affairs. Hearings held.",s592-116,2019-02-28,2,,Committee
"Read twice and referred to the Committee on Banking, Housing, and Urban Affairs.",s592-116,2019-02-28,3,,IntroReferral
"Committee on Banking, Housing, and Urban Affairs. Hearings held.",s592-116,2019-06-11,4,,Committee
Read twice and referred to the Committee on the Judiciary.,s593-116,2019-02-28,1,,IntroReferral
Read twice and referred to the Committee on Finance.,s594-116,2019-02-28,1,,IntroReferral
Read twice and referred to the Committee on Finance.,s595-116,2019-02-28,1,,IntroReferral
Read twice and referred to the Committee on Finance.,s596-116,2019-02-28,1,,IntroReferral
Read twice and referred to the Committee on the Judiciary.,s597-116,2019-02-28,1,,IntroReferral
Read twice and referred to the Committee on Veterans' Affairs.,s598-116,2019-02-28,1,,IntroReferral
Read twice and referred to the Committee on the Judiciary.,s599-116,2019-02-28,1,,IntroReferral
"Read twice and referred to the Committee on Commerce, Science, and Transportation.",s600-116,2019-02-28,1,,IntroReferral
Read twice and referred to the Committee on the Judiciary.,s601-116,2019-02-28,1,,IntroReferral
Read twice and referred to the Committee on Foreign Relations.,s602-116,2019-02-28,1,,IntroReferral
"Read twice and referred to the Committee on Banking, Housing, and Urban Affairs.",s603-116,2019-02-28,1,,IntroReferral
"Committee on Banking, Housing, and Urban Affairs. Hearings held.",s603-116,2019-03-14,2,,Committee
"Committee on Banking, Housing, and Urban Affairs. Hearings held.",s603-116,2019-03-27,3,,Committee
Read twice and referred to the Committee on Finance.,s604-116,2019-02-28,1,,IntroReferral
"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",s605-116,2019-02-28,1,,IntroReferral
Read twice and referred to the Committee on Veterans' Affairs.,s606-116,2019-02-28,1,,IntroReferral
Read twice and referred to the Committee on Energy and Natural Resources.,s607-116,2019-02-28,1,,IntroReferral
Committee on Energy and Natural Resources Subcommittee on Energy. Hearings held.,s607-116,2019-09-11,2,,Committee
Committee on Energy and Natural Resources. Ordered to be reported with an amendment favorably.,s607-116,2019-09-25,3,,Committee
"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",s608-116,2019-02-28,1,,IntroReferral
"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",s609-116,2019-02-28,1,,IntroReferral
Read twice and referred to the Committee on the Judiciary.,s610-116,2019-02-28,1,,IntroReferral
Read twice and referred to the Committee on Environment and Public Works.,s611-116,2019-02-28,1,,IntroReferral
Read twice and referred to the Committee on Foreign Relations.,s612-116,2019-02-28,1,,IntroReferral
"Read twice and referred to the Committee on Agriculture, Nutrition, and Forestry.",s613-116,2019-02-28,1,,IntroReferral
Read twice and referred to the Committee on Environment and Public Works.,s614-116,2019-02-28,1,,IntroReferral
Read twice and referred to the Committee on Environment and Public Works.,s615-116,2019-02-28,1,,IntroReferral
"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",s616-116,2019-02-28,1,,IntroReferral
Introduced in the Senate. Read the first time. Placed on Senate Legislative Calendar under Read the First Time. (Sponsor introductory remarks on measure: CR S1595-1599),s617-116,2019-02-28,1,,Calendars
Introduced in the Senate. Read the first time. Placed on Senate Legislative Calendar under Read the First Time.,s617-116,2019-02-28,2,,Calendars
Read the second time. Placed on Senate Legislative Calendar under General Orders. Calendar No. 28.,s617-116,2019-03-04,3,,Calendars
Read twice and referred to the Committee on Finance.,s618-116,2019-02-28,1,,IntroReferral
"Read twice and referred to the Committee on Banking, Housing, and Urban Affairs.",s619-116,2019-02-28,1,,IntroReferral
Read twice and referred to the Committee on the Judiciary.,s620-116,2019-02-28,1,,IntroReferral
Read twice and referred to the Committee on Rules and Administration.,s621-116,2019-02-28,1,,IntroReferral
Read twice and referred to the Committee on Armed Services.,s622-116,2019-02-28,1,,IntroReferral
Read twice and referred to the Committee on Finance.,s623-116,2019-02-28,1,,IntroReferral
Read twice and referred to the Committee on Rules and Administration.,s624-116,2019-02-28,1,,IntroReferral
Read twice and referred to the Committee on Rules and Administration.,s625-116,2019-02-28,1,,IntroReferral
"Read twice and referred to the Committee on Commerce, Science, and Transportation.",s626-116,2019-02-28,1,,IntroReferral
"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",s627-116,2019-02-28,1,,IntroReferral
Read twice and referred to the Committee on Finance.,s628-116,2019-02-28,1,,IntroReferral
Read twice and referred to the Committee on Veterans' Affairs.,s629-116,2019-02-28,1,,IntroReferral
"Read twice and referred to the Committee on Banking, Housing, and Urban Affairs.",s630-116,2019-02-28,1,,IntroReferral
Read twice and referred to the Committee on Homeland Security and Governmental Affairs.,s631-116,2019-02-28,1,,IntroReferral
Read twice and referred to the Committee on Finance.,s632-116,2019-02-28,1,,IntroReferral
"Read twice and referred to the Committee on Banking, Housing, and Urban Affairs.",s633-116,2019-02-28,1,,IntroReferral
Read twice and referred to the Committee on Finance.,s634-116,2019-02-28,1,,IntroReferral
Read twice and referred to the Committee on the Judiciary.,s635-116,2019-02-28,1,,IntroReferral
Read twice and referred to the Committee on the Judiciary.,s636-116,2019-02-28,1,,IntroReferral
"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",s637-116,2019-02-28,1,,IntroReferral
Read twice and referred to the Committee on Environment and Public Works. (Sponsor introductory remarks on measure: CR S1599),s638-116,2019-02-28,1,,IntroReferral
Read twice and referred to the Committee on Environment and Public Works.,s638-116,2019-02-28,2,,IntroReferral
"Read twice and referred to the Committee on Banking, Housing, and Urban Affairs.",s639-116,2019-03-04,1,,IntroReferral
Read twice and referred to the Committee on Finance.,s640-116,2019-03-04,1,,IntroReferral
Read twice and referred to the Committee on Energy and Natural Resources.,s641-116,2019-03-04,1,,IntroReferral
Committee on Energy and Natural Resources Subcommittee on National Parks. Hearings held.,s641-116,2019-06-19,2,,Committee
"Read twice and referred to the Committee on Banking, Housing, and Urban Affairs.",s642-116,2019-03-04,1,,IntroReferral
Read twice and referred to the Committee on the Judiciary.,s643-116,2019-03-04,1,,IntroReferral
"Read twice and referred to the Committee on Agriculture, Nutrition, and Forestry.",s644-116,2019-03-04,1,,IntroReferral
Read twice and referred to the Committee on Armed Services.,s645-116,2019-03-05,1,,IntroReferral
Read twice and referred to the Committee on Veterans' Affairs.,s646-116,2019-03-05,1,,IntroReferral
Read twice and referred to the Committee on Finance.,s647-116,2019-03-05,1,,IntroReferral
Read twice and referred to the Committee on the Judiciary.,s648-116,2019-03-05,1,,IntroReferral
Read twice and referred to the Committee on Environment and Public Works.,s649-116,2019-03-05,1,,IntroReferral
"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",s650-116,2019-03-05,1,,IntroReferral
Read twice and referred to the Committee on Finance.,s651-116,2019-03-05,1,,IntroReferral
Read twice and referred to the Committee on Homeland Security and Governmental Affairs.,s652-116,2019-03-05,1,,IntroReferral
Read twice and referred to the Committee on the Judiciary.,s653-116,2019-03-05,1,,IntroReferral
"Read twice and referred to the Committee on Commerce, Science, and Transportation.",s654-116,2019-03-05,1,,IntroReferral
"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",s655-116,2019-03-05,1,,IntroReferral
"Read twice and referred to the Committee on Banking, Housing, and Urban Affairs.",s656-116,2019-03-05,1,,IntroReferral
"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",s657-116,2019-03-05,1,,IntroReferral
"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",s658-116,2019-03-05,1,,IntroReferral
"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",s659-116,2019-03-05,1,,IntroReferral
"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",s660-116,2019-03-05,1,,IntroReferral
Read twice and referred to the Committee on the Judiciary.,s661-116,2019-03-05,1,,IntroReferral
Read twice and referred to the Committee on the Judiciary.,s662-116,2019-03-05,1,,IntroReferral
Read twice and referred to the Committee on the Judiciary.,s663-116,2019-03-05,1,,IntroReferral
"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",s664-116,2019-03-05,1,,IntroReferral
"Read twice and referred to the Committee on Commerce, Science, and Transportation.",s665-116,2019-03-05,1,,IntroReferral
Read twice and referred to the Committee on Veterans' Affairs.,s666-116,2019-03-05,1,,IntroReferral
"Read twice and referred to the Committee on Banking, Housing, and Urban Affairs.",s667-116,2019-03-05,1,,IntroReferral
Read twice and referred to the Committee on Finance.,s668-116,2019-03-06,1,,IntroReferral
"Read twice and referred to the Committee on Commerce, Science, and Transportation.",s669-116,2019-03-06,1,,IntroReferral
"Read twice and referred to the Committee on Commerce, Science, and Transportation.",s670-116,2019-03-06,1,,IntroReferral
Read twice and referred to the Committee on Finance.,s671-116,2019-03-06,1,,IntroReferral
"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",s672-116,2019-03-06,1,,IntroReferral
Read twice and referred to the Committee on Small Business and Entrepreneurship.,s673-116,2019-03-06,1,,IntroReferral
Committee on Small Business and Entrepreneurship. Hearings held.,s673-116,2019-06-12,2,,Committee
Read twice and referred to the Committee on Environment and Public Works.,s674-116,2019-03-06,1,,IntroReferral
Read twice and referred to the Committee on Environment and Public Works. (Sponsor introductory remarks on measure: CR S1707),s674-116,2019-03-06,2,,IntroReferral
Read twice and referred to the Committee on Armed Services.,s675-116,2019-03-06,1,,IntroReferral
Read twice and referred to the Committee on Finance.,s676-116,2019-03-06,1,,IntroReferral
"Read twice and referred to the Committee on Agriculture, Nutrition, and Forestry.",s677-116,2019-03-06,1,,IntroReferral
Read twice and referred to the Committee on Homeland Security and Governmental Affairs.,s678-116,2019-03-06,1,,IntroReferral
Read twice and referred to the Committee on the Judiciary.,s679-116,2019-03-06,1,,IntroReferral
Read twice and referred to the Committee on Finance.,s680-116,2019-03-06,1,,IntroReferral
"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",s681-116,2019-03-06,1,,IntroReferral
"Read twice and referred to the Committee on Commerce, Science, and Transportation.",s682-116,2019-03-06,1,,IntroReferral
Read twice and referred to the Committee on Finance.,s683-116,2019-03-06,1,,IntroReferral
Read twice and referred to the Committee on Finance.,s684-116,2019-03-06,1,,IntroReferral
Read twice and referred to the Committee on the Judiciary.,s685-116,2019-03-06,1,,IntroReferral
"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",s686-116,2019-03-06,1,,IntroReferral
"Read twice and referred to the Committee on Health, Education, Labor, and Pensions. (Sponsor introductory remarks on measure: CR S1709)",s686-116,2019-03-06,2,,IntroReferral
Read twice and referred to the Committee on Finance.,s687-116,2019-03-06,1,,IntroReferral
Read twice and referred to the Committee on the Judiciary.,s688-116,2019-03-06,1,,IntroReferral
"Read twice and referred to the Committee on Agriculture, Nutrition, and Forestry.",s689-116,2019-03-06,1,,IntroReferral
Read twice and referred to the Committee on Finance.,s690-116,2019-03-06,1,,IntroReferral
Read twice and referred to the Committee on Finance.,s691-116,2019-03-07,1,,IntroReferral
Read twice and referred to the Committee on Finance.,s692-116,2019-03-07,1,,IntroReferral
Read twice and referred to the Committee on the Judiciary.,s693-116,2019-03-07,1,,IntroReferral
Passed Senate without amendment by Unanimous Consent. (consideration: CR S2624; text: CR S2624),s693-116,2019-05-02,2,,Floor
Senate Committee on the Judiciary discharged by Unanimous Consent.,s693-116,2019-05-02,3,,Discharge
Passed Senate without amendment by Unanimous Consent.,s693-116,2019-05-02,4,,Floor
Senate Committee on the Judiciary discharged by Unanimous Consent. (consideration: CR S2624),s693-116,2019-05-02,5,,Discharge
Passed Senate without amendment by Unanimous Consent. (text: CR S2624),s693-116,2019-05-02,6,,Floor
Message on Senate action sent to the House.,s693-116,2019-05-06,7,,Floor
Received in the House.,s693-116,2019-05-07,8,,Floor
Referred to the House Committee on the Judiciary.,s693-116,2019-05-07,9,,IntroReferral
"Referred to the Subcommittee on the Constitution, Civil Rights, and Civil Liberties.",s693-116,2019-05-20,10,,Committee
"Read twice and referred to the Committee on Commerce, Science, and Transportation.",s694-116,2019-03-07,1,,IntroReferral
Read twice and referred to the Committee on Finance.,s695-116,2019-03-07,1,,IntroReferral
"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",s696-116,2019-03-07,1,,IntroReferral
Read twice and referred to the Committee on the Judiciary.,s697-116,2019-03-07,1,,IntroReferral
Read twice and referred to the Committee on Finance.,s698-116,2019-03-07,1,,IntroReferral
Read twice and referred to the Committee on Veterans' Affairs.,s699-116,2019-03-07,1,,IntroReferral
Read twice and referred to the Committee on Finance.,s700-116,2019-03-07,1,,IntroReferral
Read twice and referred to the Committee on Environment and Public Works.,s701-116,2019-03-07,1,,IntroReferral
"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",s702-116,2019-03-07,1,,IntroReferral
Read twice and referred to the Committee on Armed Services.,s703-116,2019-03-07,1,,IntroReferral
Read twice and referred to the Committee on Foreign Relations.,s704-116,2019-03-07,1,,IntroReferral
Read twice and referred to the Committee on Foreign Relations.,s705-116,2019-03-07,1,,IntroReferral
"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",s706-116,2019-03-07,1,,IntroReferral
Read twice and referred to the Committee on Foreign Relations.,s707-116,2019-03-07,1,,IntroReferral
"Read twice and referred to the Committee on Agriculture, Nutrition, and Forestry.",s708-116,2019-03-07,1,,IntroReferral
"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",s709-116,2019-03-07,1,,IntroReferral
Read twice and referred to the Committee on Finance.,s710-116,2019-03-07,1,,IntroReferral
Read twice and referred to the Committee on Veterans' Affairs.,s711-116,2019-03-07,1,,IntroReferral
Committee on Veterans' Affairs. Hearings held.,s711-116,2019-05-22,2,,Committee
Read twice and referred to the Committee on Foreign Relations.,s712-116,2019-03-07,1,,IntroReferral
"Read twice and referred to the Committee on Commerce, Science, and Transportation.",s713-116,2019-03-07,1,,IntroReferral
Read twice and referred to the Committee on Finance.,s714-116,2019-03-07,1,,IntroReferral
Read twice and referred to the Committee on Energy and Natural Resources.,s715-116,2019-03-07,1,,IntroReferral
Committee on Energy and Natural Resources. Ordered to be reported without amendment favorably.,s715-116,2019-07-16,2,,Committee
Committee on Energy and Natural Resources. Reported by Senator Murkowski without amendment. With written report No. 116-80.,s715-116,2019-09-10,3,,Committee
Committee on Energy and Natural Resources. Reported by Senator Murkowski with an amendment in the nature of a substitute. With written report No. 116-80.,s715-116,2019-09-10,4,,Committee
Placed on Senate Legislative Calendar under General Orders. Calendar No. 183.,s715-116,2019-09-10,5,,Calendars
Read twice and referred to the Committee on Foreign Relations.,s716-116,2019-03-07,1,,IntroReferral
Read twice and referred to the Committee on Environment and Public Works.,s717-116,2019-03-07,1,,IntroReferral
"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",s718-116,2019-03-07,1,,IntroReferral
Read twice and referred to the Committee on the Judiciary.,s719-116,2019-03-07,1,,IntroReferral
"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",s720-116,2019-03-07,1,,IntroReferral
Read twice and referred to the Committee on Environment and Public Works.,s721-116,2019-03-07,1,,IntroReferral
Read twice and referred to the Committee on the Judiciary.,s722-116,2019-03-07,1,,IntroReferral
Read twice and referred to the Committee on the Judiciary.,s723-116,2019-03-07,1,,IntroReferral
Read twice and referred to the Committee on the Judiciary.,s724-116,2019-03-07,1,,IntroReferral
"Introduced in the Senate, read twice, considered, read the third time, and passed without amendment by Unanimous Consent.",s725-116,2019-03-07,1,,Floor
"Introduced in the Senate, read twice, considered, read the third time, and passed without amendment by Unanimous Consent. (consideration: CR S1746; text: CR S1746)",s725-116,2019-03-07,2,,Floor
Message on Senate action sent to the House.,s725-116,2019-03-11,3,,Floor
Received in the House.,s725-116,2019-03-11,4,,Floor
Referred to the House Committee on Oversight and Reform.,s725-116,2019-03-11,5,,IntroReferral
Committee Consideration and Mark-up Session Held.,s725-116,2019-03-26,6,,Committee
Ordered to be Reported by Unanimous Consent.,s725-116,2019-03-26,7,,Committee
Considered under suspension of the rules. (consideration: CR H2971-2972),s725-116,2019-04-02,8,,Floor
On motion to suspend the rules and pass the bill Agreed to by voice vote. (text: CR H2971),s725-116,2019-04-02,9,,Floor
Mr. Connolly moved to suspend the rules and pass the bill.,s725-116,2019-04-02,10,,Floor
Considered under suspension of the rules.,s725-116,2019-04-02,11,,Floor
DEBATE - The House proceeded with forty minutes of debate on S. 725.,s725-116,2019-04-02,12,,Floor
On motion to suspend the rules and pass the bill Agreed to by voice vote.,s725-116,2019-04-02,13,,Floor
Motion to reconsider laid on the table Agreed to without objection.,s725-116,2019-04-02,14,,Floor
Presented to President.,s725-116,2019-04-08,15,,Floor
Signed by President.,s725-116,2019-04-16,16,,President
Became Public Law No: 116-15.,s725-116,2019-04-16,17,,President
"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",s726-116,2019-03-07,1,,IntroReferral
"Read twice and referred to the Committee on Health, Education, Labor, and Pensions. (Sponsor introductory remarks on measure: CR S1742)",s726-116,2019-03-07,2,,IntroReferral
Read twice and referred to the Committee on Foreign Relations.,s727-116,2019-03-07,1,,IntroReferral
Committee on Foreign Relations. Ordered to be reported with an amendment favorably.,s727-116,2019-06-25,2,,Committee
Committee on Foreign Relations. Reported by Senator Risch with an amendment in the nature of a substitute. Without written report.,s727-116,2019-07-18,3,,Committee
Placed on Senate Legislative Calendar under General Orders. Calendar No. 155.,s727-116,2019-07-18,4,,Calendars
Read twice and referred to the Committee on Rules and Administration.,s728-116,2019-03-07,1,,IntroReferral
Introduced in the Senate. Read the first time. Placed on Senate Legislative Calendar under Read the First Time.,s729-116,2019-03-07,1,,Calendars
Read the second time. Placed on Senate Legislative Calendar under General Orders. Calendar No. 35.,s729-116,2019-03-11,2,,Calendars
Read twice and referred to the Committee on the Judiciary.,s730-116,2019-03-07,1,,IntroReferral
Read twice and referred to the Committee on Homeland Security and Governmental Affairs.,s731-116,2019-03-07,1,,IntroReferral
Committee on Homeland Security and Governmental Affairs. Ordered to be reported with an amendment favorably.,s731-116,2019-06-19,2,,Committee
Committee on Homeland Security and Governmental Affairs. Reported by Senator Johnson with an amendment in the nature of a substitute. With written report No. 116-99.,s731-116,2019-09-10,3,,Committee
Placed on Senate Legislative Calendar under General Orders. Calendar No. 202.,s731-116,2019-09-10,4,,Calendars
Read twice and referred to the Committee on the Judiciary.,s732-116,2019-03-07,1,,IntroReferral
"Read twice and referred to the Committee on Banking, Housing, and Urban Affairs.",s733-116,2019-03-11,1,,IntroReferral
Read twice and referred to the Committee on Homeland Security and Governmental Affairs.,s734-116,2019-03-11,1,,IntroReferral
Committee on Homeland Security and Governmental Affairs. Ordered to be reported with an amendment in the nature of a substitute favorably.,s734-116,2019-06-19,2,,Committee
Committee on Homeland Security and Governmental Affairs. Reported by Senator Johnson with an amendment in the nature of a substitute. With written report No. 116-112.,s734-116,2019-09-23,3,,Committee
Placed on Senate Legislative Calendar under General Orders. Calendar No. 215.,s734-116,2019-09-23,4,,Calendars
Read twice and referred to the Committee on Finance.,s735-116,2019-03-11,1,,IntroReferral
Read twice and referred to the Committee on the Judiciary.,s736-116,2019-03-11,1,,IntroReferral
"Read twice and referred to the Committee on Commerce, Science, and Transportation.",s737-116,2019-03-11,1,,IntroReferral
"Committee on Commerce, Science, and Transportation. Ordered to be reported without amendment favorably.",s737-116,2019-05-15,2,,Committee
Placed on Senate Legislative Calendar under General Orders. Calendar No. 180.,s737-116,2019-08-16,3,,Calendars
"Committee on Commerce, Science, and Transportation. Reported by Senator Wicker under authority of the order of the Senate of 08/01/2019 without amendment. With written report No. 116-78.",s737-116,2019-08-16,4,,Committee
Placed on Senate Legislative Calendar under General Orders. Calendar No. 78.,s737-116,2019-08-16,5,,Calendars
Passed Senate with an amendment by Voice Vote.,s737-116,2019-09-26,6,,Floor
Measure laid before Senate by unanimous consent. (consideration: CR S5760-5761),s737-116,2019-09-26,7,,Floor
Measure laid before Senate by unanimous consent.,s737-116,2019-09-26,8,,Floor
Message on Senate action sent to the House.,s737-116,2019-09-27,9,,Floor
Received in the House.,s737-116,2019-10-01,10,,Floor
Held at the desk.,s737-116,2019-10-01,11,,Floor
"Read twice and referred to the Committee on Commerce, Science, and Transportation. (Sponsor introductory remarks on measure: CR S1794)",s738-116,2019-03-12,1,,IntroReferral
"Read twice and referred to the Committee on Commerce, Science, and Transportation. (Sponsor introductory remarks on measure: CR S1794; text: CR S1794)",s738-116,2019-03-12,2,,IntroReferral
Read twice and referred to the Committee on the Judiciary.,s739-116,2019-03-12,1,,IntroReferral
"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",s740-116,2019-03-12,1,,IntroReferral
"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",s741-116,2019-03-12,1,,IntroReferral
Read twice and referred to the Committee on the Judiciary.,s742-116,2019-03-12,1,,IntroReferral
"Read twice and referred to the Committee on Banking, Housing, and Urban Affairs.",s743-116,2019-03-12,1,,IntroReferral
Read twice and referred to the Committee on the Judiciary.,s744-116,2019-03-12,1,,IntroReferral
Senate Committee on the Judiciary discharged by Unanimous Consent.,s744-116,2019-05-16,2,,Discharge
Passed Senate without amendment by Unanimous Consent.,s744-116,2019-05-16,3,,Floor
Senate Committee on the Judiciary discharged by Unanimous Consent. (consideration: CR S2929),s744-116,2019-05-16,4,,Discharge
Passed Senate without amendment by Unanimous Consent. (text: CR S2929),s744-116,2019-05-16,5,,Floor
Message on Senate action sent to the House.,s744-116,2019-05-20,6,,Floor
Received in the House.,s744-116,2019-05-20,7,,Floor
Referred to the House Committee on the Judiciary.,s744-116,2019-05-20,8,,IntroReferral
"Referred to the Subcommittee on Crime, Terrorism, and Homeland Security.",s744-116,2019-05-31,9,,Committee
Ms. Bass moved to suspend the rules and pass the bill.,s744-116,2019-07-10,10,,Floor
Considered under suspension of the rules. (consideration: CR H5331-5332),s744-116,2019-07-10,11,,Floor
DEBATE - The House proceeded with forty minutes of debate on S. 744.,s744-116,2019-07-10,12,,Floor
