"id","introduced","official_title","passed_house","passed_senate","session","short_title","top_subject","type","bill"
"s157-116","2019-01-16 00:01:00","A bill to amend the Internal Revenue Code of 1986 to permit kindergarten through grade 12 educational expenses to be paid from a 529 account.","False","False",116,"Student Empowerment Act","Taxation","s","s0157-116"
"s158-116","2019-01-16 00:01:00","A bill to prohibit Federal funding of Planned Parenthood Federation of America.","False","False",116,"A bill to prohibit Federal funding of Planned Parenthood Federation of America.","Health","s","s0158-116"
"s159-116","2019-01-16 00:01:00","A bill to implement equal protection under the 14th Amendment to the Constitution of the United States for the right to life of each born and preborn human person.","False","False",116,"Life at Conception Act of 2019","Civil Rights and Liberties, Minority Issues","s","s0159-116"
"s161-116","2019-01-16 00:01:00","A bill to require the Comptroller General of the United States to conduct a study and submit a report on filing requirements under the Universal Service Fund programs.","False","False",116,"A bill to require the Comptroller General of the United States to conduct a study and submit a report on filing requirements under the Universal Service Fund programs.","Science, Technology, Communications","s","s0161-116"
"s162-116","2019-01-16 00:01:00","A bill to provide back pay to low-wage contractor employees, and for other purposes.","False","False",116,"Fair Compensation for Low-Wage Contractor Employees Act of 2019","Government Operations and Politics","s","s0162-116"
"s164-116","2019-01-16 00:01:00","A bill to amend title 10, United States Code, to remove the prohibition on eligibility for TRICARE Reserve Select of members of the reserve components of the Armed Forces who are eligible to enroll in a health benefits plan under chapter 89 of title 5, United States Code.","False","False",116,"TRICARE Reserve Improvement Act","Armed Forces and National Security","s","s0164-116"
"s165-116","2019-01-16 00:01:00","A bill to amend chapter 85 of title 5, United States Code, to clarify that Federal employees excepted from a furlough are eligible for unemployment compensation.","False","False",116,"Federal Unemployment Compensation Equality Act of 2019","Government Operations and Politics","s","s0165-116"
"s166-116","2019-01-16 00:01:00","A bill to provide provisional protected presence status for certain aliens and to provide mandatory appropriations relating to border security.","False","False",116,"A bill to provide provisional protected presence status for certain aliens and to provide mandatory appropriations relating to border security.","Immigration","s","s0166-116"
"s167-116","2019-01-16 00:01:00","A bill to amend the National Trails System Act to extend the Lewis and Clark National Historic Trail, and for other purposes.","False","False",116,"Eastern Legacy Extension Act","Public Lands and Natural Resources","s","s0167-116"
"s168-116","2019-01-16 00:01:00","A bill to retitle Indiana Dunes National Lakeshore as Indiana Dunes National Park, and for other purposes.","False","False",116,"Indiana Dunes National Park Act","Public Lands and Natural Resources","s","s0168-116"
"s169-116","2019-01-16 00:01:00","A bill to amend the Internal Revenue Code of 1986 to provide an exemption from gross income for civil damages as recompense for trafficking in persons.","False","False",116,"Human Trafficking Survivor Tax Relief Act","Taxation","s","s0169-116"
"s170-116","2019-01-16 00:01:00","A bill to amend the Internal Revenue Code of 1986 to limit the amount of certain qualified conservation contributions.","False","False",116,"Charitable Conservation Easement Program Integrity Act of 2019","Taxation","s","s0170-116"
"s171-116","2019-01-16 00:01:00","A bill to authorize the Office on Violence Against Women to improve the handling of crimes of domestic violence, dating violence, sexual assault, and stalking by incorporating a trauma-informed approach into the initial response to and investigation of such crimes.","False","False",116,"Abby Honold Act","Crime and Law Enforcement","s","s0171-116"
"s172-116","2019-01-16 00:01:00","A bill to delay the reimposition of the annual fee on health insurance providers until after 2021.","False","False",116,"Health Insurance Tax Relief Act of 2019","Health","s","s0172-116"
