"id","introduced","official_title","passed_house","passed_senate","session","short_title","top_subject","type","bill"
"s509-116","2019-01-14 00:02:00","A bill to require the Secretary of the Treasury to mint coins in commemoration of the United States Coast Guard.","False","False",116,"United States Coast Guard Commemorative Coin Act of 2019","Finance and Financial Sector","s","s0509-116"
"s510-116","2019-01-14 00:02:00","A bill to amend the Communications Act of 1934 to provide for certain requirements relating to charges for internet, television, and voice services, and for other purposes.","False","False",116,"TRUE Fees Act of 2019","Science, Technology, Communications","s","s0510-116"
"s511-116","2019-01-14 00:02:00","A bill to promote and protect from discrimination living organ donors.","False","False",116,"Living Donor Protection Act of 2019","Health","s","s0511-116"
"s513-116","2019-01-14 00:02:00","A bill to amend title 18, United States Code, with respect to civil forfeitures relating to certain seized animals, and for other purposes.","False","False",116,"HEART Act of 2019","Crime and Law Enforcement","s","s0513-116"
"s515-116","2019-01-14 00:02:00","A bill to amend the Internal Revenue Code of 1986 to clarify that all provisions shall apply to legally married same-sex couples in the same manner as other married couples, and for other purposes.","False","False",116,"Equal Dignity for Married Taxpayers Act of 2019","Taxation","s","s0515-116"
"s516-116","2019-01-14 00:02:00","A bill to require the use of prescription drug monitoring programs.","False","False",116,"Prescription Drug Monitoring Act of 2019","Health","s","s0516-116"
"s517-116","2019-01-14 00:02:00","A bill to establish a tiered hiring preference for members of the reserve components of the Armed Forces.","False","False",116,"Military Reserve Jobs Act of 2019","Government Operations and Politics","s","s0517-116"
"s518-116","2019-01-14 00:02:00","A bill to amend title XVIII of the Social Security Act to provide for Medicare coverage of certain lymphedema compression treatment items as items of durable medical equipment.","False","False",116,"Lymphedema Treatment Act","Health","s","s0518-116"
"s519-116","2019-01-14 00:02:00","A bill to amend certain appropriations Acts to repeal the requirement directing the Administrator of General Services to sell Federal property and assets that support the operations of the Plum Island Animal Disease Center in Plum Island, New York.","False","False",116,"Plum Island Conservation Act","Public Lands and Natural Resources","s","s0519-116"
"s521-116","2019-01-14 00:02:00","A bill to amend title II of the Social Security Act to repeal the Government pension offset and windfall elimination provisions.","False","False",116,"Social Security Fairness Act","Social Welfare","s","s0521-116"
"s522-116","2019-01-14 00:02:00","A bill to establish the African Burial Ground International Memorial Museum and Educational Center in New York, New York, and for other purposes.","False","False",116,"African Burial Ground International Memorial Museum and Educational Center Act","Social Sciences and History","s","s0522-116"
"s523-116","2019-01-14 00:02:00","A bill to direct the Secretary of Health and Human Services to develop a national strategic action plan and program to assist health professionals and systems in preparing for and responding to the public health effects of climate change, and for other purposes.","False","False",116,"Climate Change Health Protection and Promotion Act of 2019","Health","s","s0523-116"
"s525-116","2019-01-14 00:02:00","A bill to preserve and protect the free choice of individual employees to form, join, or assist labor organizations, or to refrain from such activities.","False","False",116,"National Right-to-Work Act","Labor and Employment","s","s0525-116"
"s527-116","2019-01-14 00:02:00","A bill to amend the Internal Revenue Code of 1986 to modify the earned income tax credit to account for the amount by which economic growth has outpaced income growth, and for other purposes.","False","False",116,"Cost-of-Living Refund Act of 2019","Taxation","s","s0527-116"
"s530-116","2019-01-14 00:02:00","A bill to establish the Federal Labor-Management Partnership Council.","False","False",116,"Federal Labor-Management Partnership Act of 2019","Government Operations and Politics","s","s0530-116"
"s531-116","2019-01-14 00:02:00","A bill to permit disabled law enforcement officers, customs and border protection officers, firefighters, air traffic controllers, nuclear materials couriers, members of the Capitol Police, members of the Supreme Court Police, employees of the Central Intelligence Agency performing intelligence activities abroad or having specialized security requirements, and diplomatic security special agents of the Department of State to receive retirement benefits in the same manner as if they had not been disabled.","False","False",116,"First Responder Fair RETIRE Act","Government Operations and Politics","s","s0531-116"
"s533-116","2019-01-14 00:02:00","A bill to require the Secretary of the Treasury to consider certain transactions related to precious metals for purposes of identifying jurisdictions of primary money laundering concern, and for other purposes.","False","False",116,"A bill to require the Secretary of the Treasury to consider certain transactions related to precious metals for purposes of identifying jurisdictions of primary money laundering concern, and for other purposes.","Finance and Financial Sector","s","s0533-116"
"s534-116","2019-01-14 00:02:00","A bill to prohibit certain funds from being transferred or reprogrammed to plan, develop, or construct a new physical barrier along the southwest border, and for other purposes.","False","False",116,"Protecting Disaster Relief Funds Act","Immigration","s","s0534-116"
"s535-116","2019-01-14 00:02:00","A bill to enable Federal employees and contractors to correct their credit reports to remove adverse items of information reported as a result of a shutdown, and for other purposes.","False","False",116,"Protect Federal Workers' Credit Act","Finance and Financial Sector","s","s0535-116"
"s536-116","2019-01-25 00:02:00","A bill to amend the Securities Act of 1933 to expand the ability to use testing the waters and confidential draft registration submissions, and for other purposes.","False","False",116,"Encouraging Public Offerings Act of 2019","Finance and Financial Sector","s","s0536-116"
"s537-116","2019-01-25 00:02:00","A bill to amend the Internal Revenue Code of 1986 to provide the work opportunity tax credit with respect to hiring veterans who are receiving educational assistance under laws administered by the Secretary of Veterans Affairs or Defense.","False","False",116,"Hire Student Veterans Act","Taxation","s","s0537-116"
"s538-116","2019-01-25 00:02:00","A bill to amend the Internal Revenue Code of 1986 to provide a credit for employer-provided worker training.","False","False",116,"Investing in American Workers Act","Taxation","s","s0538-116"
"s539-116","2019-01-25 00:02:00","A bill to amend the Internal Revenue Code of 1986 to establish Lifelong Learning and Training Account programs.","False","False",116,"Lifelong Learning and Training Account Act of 2019","Taxation","s","s0539-116"
"s540-116","2019-01-25 00:02:00","A bill to provide minimum standards for transactions secured by a dwelling, and for other purposes.","False","False",116,"Self-Employed Mortgage Access Act of 2019","Finance and Financial Sector","s","s0540-116"
"s541-116","2019-01-25 00:02:00","A bill to require the Secretary of Labor to establish a pilot program for providing portable benefits to eligible workers, and for other purposes.","False","False",116,"Portable Benefits for Independent Workers Pilot Program Act","Labor and Employment","s","s0541-116"
"s543-116","2019-01-25 00:02:00","A bill to require the Secretary of Transportation to finalize rules to protect consumers from the risks of carbon monoxide poisoning and rollaways from motor vehicles, and for other purposes.","False","False",116,"PARK IT Act","Transportation and Public Works","s","s0543-116"
"s544-116","2019-01-25 00:02:00","A bill to require the Director of National Intelligence to submit to Congress a report on the death of Jamal Khashoggi, and for other purposes.","False","False",116,"A bill to require the Director of National Intelligence to submit to Congress a report on the death of Jamal Khashoggi, and for other purposes.","Armed Forces and National Security","s","s0544-116"
"s545-116","2019-01-25 00:02:00","A bill to amend the Higher Education Act of 1965 to direct the Secretary of Education to award institutions of higher education grants for teaching English learners.","False","False",116,"Reaching English Learners Act","Education","s","s0545-116"
"s546-116","2019-01-25 00:02:00","A bill to extend authorization for the September 11th Victim Compensation Fund of 2001 through fiscal year 2090, and for other purposes.","False","False",116,"Never Forget the Heroes: Permanent Authorization of the September 11th Victim Compensation Fund Act","Law","s","s0546-116"
"s547-116","2019-01-25 00:02:00","A bill to amend the Federal Election Campaign Act of 1971 to require certain reports filed under such Act to include the disclosure of persons who are registered lobbyists under the Lobbying Disclosure Act of 1995, and for other purposes.","False","False",116,"CLEAR Act","Government Operations and Politics","s","s0547-116"
"s548-116","2019-01-25 00:02:00","A bill to reauthorize the Money Follows the Person Demonstration Program.","False","False",116,"EMPOWER Care Act","Health","s","s0548-116"
"s549-116","2019-01-25 00:02:00","A bill to modernize voter registration, promote access to voting for individuals with disabilities, protect the ability of individuals to exercise the right to vote in elections for Federal office, and for other purposes.","False","False",116,"Voter Empowerment Act of 2019","Government Operations and Politics","s","s0549-116"
"s550-116","2019-01-25 00:02:00","A bill to require States to automatically register eligible voters at the time they turn 18 to vote in Federal elections, and for other purposes.","False","False",116,"Register America to Vote Act","Government Operations and Politics","s","s0550-116"
"s552-116","2019-01-26 00:02:00","A bill to amend the Commodity Exchange Act to exempt certain charitable organizations from regulation as commodity pool operators, and for other purposes.","False","False",116,"A bill to amend the Commodity Exchange Act to exempt certain charitable organizations from regulation as commodity pool operators, and for other purposes.","Finance and Financial Sector","s","s0552-116"
"s554-116","2019-01-26 00:02:00","A bill to direct the Secretary of Veterans Affairs to take actions necessary to ensure that certain individuals may update the burn pit registry with the cause of death of a registered individual, and for other purposes.","False","False",116,"Burn Pit Registry Enhancement Act","Armed Forces and National Security","s","s0554-116"
"s555-116","2019-01-26 00:02:00","A bill to amend title 38, United States Code, to provide for the treatment of veterans who participated in the cleanup of Enewetak Atoll as radiation-exposed veterans for purposes of the presumption of service-connection of certain disabilities by the Secretary of Veterans Affairs, and for other purposes.","False","False",116,"Mark Takai Atomic Veterans Healthcare Parity Act of 2019","Armed Forces and National Security","s","s0555-116"
"s556-116","2019-01-26 00:02:00","A bill to expand the use of E-Verify, to hold employers accountable, and for other purposes.","False","False",116,"Accountability Through Electronic Verification Act","Immigration","s","s0556-116"
"s557-116","2019-01-26 00:02:00","A bill to reunite families separated at or near ports of entry.","False","False",116,"REUNITE Act","Immigration","s","s0557-116"
"s558-116","2019-01-26 00:02:00","A bill to amend the Public Health Service Act to authorize a program on children and the media within the National Institutes of Health to study the health and developmental effects of technology on infants, children, and adolescents.","False","False",116,"CAMRA Act","Health","s","s0558-116"
"s559-116","2019-01-26 00:02:00","A bill to amend the Family and Medical Leave Act of 1993 to provide leave because of the death of a son or daughter.","False","False",116,"Sarah Grace-Farley-Kluger Act","Labor and Employment","s","s0559-116"
"s560-116","2019-01-26 00:02:00","A bill to amend the Public Health Service Act, the Employee Retirement Income Security Act of 1974, and the Internal Revenue Code of 1986 to require that group and individual health insurance coverage and group health plans provide coverage for treatment of a congenital anomaly or birth defect.","False","False",116,"Ensuring Lasting Smiles Act","Health","s","s0560-116"
"s561-116","2019-01-26 00:02:00","A bill to amend the Voting Rights Act of 1965 to revise the criteria for determining which States and political subdivisions are subject to section 4 of the Act, and for other purposes.","False","False",116,"Voting Rights Advancement Act of 2019","Government Operations and Politics","s","s0561-116"
"s562-116","2019-01-26 00:02:00","A bill to amend title XVIII of the Social Security Act to provide coverage for custom fabricated breast prostheses following a mastectomy.","False","False",116,"Breast Cancer Patient Equity Act","Health","s","s0562-116"
"s563-116","2019-01-26 00:02:00","A bill to amend title 23, United States Code, to allow airport projects to be eligible to participate in the TIFIA program, and for other purposes.","False","False",116,"Transportation Infrastructure Finance and Innovation Act for Airports","Transportation and Public Works","s","s0563-116"
"s564-116","2019-01-26 00:02:00","A bill to establish a task force to identify countervailable subsidies and dumping.","False","False",116,"Self-Initiation Trade Enforcement Act of 2019","Foreign Trade and International Finance","s","s0564-116"
"s565-116","2019-01-26 00:02:00","A bill to require the Director of the Office of Management and Budget to submit to Congress an annual report on projects that are over budget and behind schedule, and for other purposes.","False","False",116,"Billion Dollar Boondoggle Act of 2019","Government Operations and Politics","s","s0565-116"
"s566-116","2019-01-26 00:02:00","A bill to amend the Securities and Exchange Act of 1934 to expand access to capital for rural-area small businesses, and for other purposes.","False","False",116,"Expanding Access to Capital for Rural Job Creators Act","Finance and Financial Sector","s","s0566-116"
"s567-116","2019-01-26 00:02:00","A bill clarifying that it is United States policy to recognize Israel's sovereignty over the Golan Heights.","False","False",116,"A bill clarifying that it is United States policy to recognize Israel's sovereignty over the Golan Heights.","International Affairs","s","s0567-116"
"s568-116","2019-01-26 00:02:00","A bill to amend the Child Care and Development Block Grant Act of 1990 and the Head Start Act to promote child care and early learning, and for other purposes.","False","False",116,"Child Care for Working Families Act","Education","s","s0568-116"
"s569-116","2019-01-26 00:02:00","A bill to direct the Secretary of Transportation to issue regulations relating to commercial motor vehicle drivers under the age of 21, and for other purposes.","False","False",116,"DRIVE-Safe Act","Transportation and Public Works","s","s0569-116"
"s570-116","2019-01-26 00:02:00","A bill to conduct or support further comprehensive research for the creation of a universal influenza vaccine.","False","False",116,"Flu Vaccine Act","Health","s","s0570-116"
"s571-116","2019-01-26 00:02:00","A bill to provide the Bureau of Consumer Financial Protection with the authority to regulate land contracts, and for other purposes.","False","False",116,"Residential Rent to Own Protection Act","Finance and Financial Sector","s","s0571-116"
"s572-116","2019-01-26 00:02:00","A bill to provide for additional supplemental appropriations for disaster relief.","False","False",116,"Additional Supplemental Appropriations for Disaster Relief, 2019","Emergency Management","s","s0572-116"
"s573-116","2019-01-27 00:02:00","A bill to require the Securities and Exchange Commission to carry out a study of 10b5-1 trading plans, and for other purposes.","False","False",116,"Promoting Transparent Standards for Corporate Insiders Act","Finance and Financial Sector","s","s0573-116"
"s574-116","2019-01-27 00:02:00","A bill to amend the Internal Revenue Code of 1986 to modify the tax treatment of amounts related to employment discrimination and harassment in the workplace, including sexual harassment, sexual assault, and harassment based on protected categories.","False","False",116,"EMPOWER Act-Part 2","Taxation","s","s0574-116"
"s575-116","2019-01-27 00:02:00","A bill to deter, prevent, reduce, and respond to harassment in the workplace, including sexual harassment, sexual assault, and harassment based on protected categories.","False","False",116,"EMPOWER Act-Part 1","Labor and Employment","s","s0575-116"
"s576-116","2019-01-27 00:02:00","A bill to amend title 38, United States Code, to provide for a presumption of herbicide exposure for certain veterans who served in Korea, and for other purposes.","False","False",116,"Fairness for Korean DMZ Veterans Act of 2019","Armed Forces and National Security","s","s0576-116"
"s577-116","2019-01-27 00:02:00","A bill to require the establishment of a process for excluding articles imported from the People's Republic of China from certain duties imposed under section 301 of the Trade Act of 1974, and for other purposes.","False","False",116,"Import Tax Relief Act of 2019","Foreign Trade and International Finance","s","s0577-116"
"s578-116","2019-01-27 00:02:00","A bill to amend title II of the Social Security Act to eliminate the five-month waiting period for disability insurance benefits under such title for individuals with amyotrophic lateral sclerosis.","False","False",116,"ALS Disability Insurance Access Act of 2019","Social Welfare","s","s0578-116"
"s579-116","2019-01-27 00:02:00","A bill to provide grants to eligible local educational agencies to help public schools reduce class size in the early elementary grades, and for other purposes.","False","False",116,"Smaller Class Sizes for Students and Educators Act of 2019","Education","s","s0579-116"
"s581-116","2019-01-27 00:02:00","A bill to provide regulatory relief to alternative fuel producers and consumers, and for other purposes.","False","False",116,"Fuel Choice and Deregulation Act of 2019","Environmental Protection","s","s0581-116"
"s582-116","2019-01-27 00:02:00","A bill to ensure that the Financial Crimes Enforcement Network works with Tribal law enforcement agencies, protects against all forms of terrorism, and focuses on virtual currencies.","False","False",116,"FinCEN Improvement Act of 2019","Finance and Financial Sector","s","s0582-116"
"s583-116","2019-01-27 00:02:00","A bill to provide for digital accountability and transparency.","False","False",116,"DATA Privacy Act","Commerce","s","s0583-116"
"s584-116","2019-01-27 00:02:00","A bill to extend the commitment of the United States to the International Space Station, to develop advanced space suits, and to enable human space settlement, and for other purposes.","False","False",116,"Advancing Human Spaceflight Act","Science, Technology, Communications","s","s0584-116"
"s585-116","2019-01-27 00:02:00","A bill to amend title XIX of the Social Security Act to provide the same level of Federal matching assistance for every State that chooses to expand Medicaid coverage to newly eligible individuals, regardless of when such expansion takes place.","False","False",116,"SAME Act of 2019","Health","s","s0585-116"
"s586-116","2019-01-27 00:02:00","A bill to amend title XVIII of the Social Security Act to remove the 96-hour physician certification requirement for inpatient critical access hospital services.","False","False",116,"Critical Access Hospital Relief Act of 2019","Health","s","s0586-116"
"s587-116","2019-01-27 00:02:00","A bill to promote economic partnership and cooperation between the United States and Mexico.","False","False",116,"United States-Mexico Economic Partnership Act","International Affairs","s","s0587-116"
"s588-116","2019-01-27 00:02:00","A bill to require State agencies to use Federal tax return information to verify income eligibility for Medicaid, the Temporary Assistance for Needy Families program, and the Supplemental Nutrition Assistance Program.","False","False",116,"Income Verification Act","Social Welfare","s","s0588-116"
"s589-116","2019-01-27 00:02:00","A bill to provide for a period of continuing appropriations in the event of a lapse in appropriations under the normal appropriations process, and establish procedures and consequences in the event of a failure to complete regular appropriations.","False","False",116,"Prevent Government Shutdowns Act of 2019","Economics and Public Finance","s","s0589-116"
"s593-116","2019-01-28 00:02:00","A bill to amend the Religious Freedom Restoration Act of 1993 to protect civil rights and otherwise prevent meaningful harm to third parties, and for other purposes.","False","False",116,"Do No Harm Act","Civil Rights and Liberties, Minority Issues","s","s0593-116"
"s594-116","2019-01-28 00:02:00","A bill to amend title XVIII of the Social Security Act to preserve access to rehabilitation innovation centers under the Medicare program.","False","False",116,"Preserving Rehabilitation Innovation Centers Act of 2019","Health","s","s0594-116"
"s595-116","2019-01-28 00:02:00","A bill to amend title XVIII of the Social Security Act to provide for the coordination of programs to prevent and treat obesity, and for other purposes.","False","False",116,"Treat and Reduce Obesity Act of 2019","Health","s","s0595-116"
"s596-116","2019-01-28 00:02:00","A bill to amend title XVIII of the Social Security Act to provide for direct payment to physician assistants under the Medicare program for certain services furnished by such physician assistants.","False","False",116,"A bill to amend title XVIII of the Social Security Act to provide for direct payment to physician assistants under the Medicare program for certain services furnished by such physician assistants.","Health","s","s0596-116"
"s597-116","2019-01-28 00:02:00","A bill to amend the Controlled Substances Act to provide for a new rule regarding the application of the Act to marihuana, and for other purposes.","False","False",116,"Marijuana Justice Act of 2019","Crime and Law Enforcement","s","s0597-116"
"s598-116","2019-01-28 00:02:00","A bill to amend title 38, United States Code, to increase certain funeral benefits for veterans, and for other purposes.","False","False",116,"BRAVE Act of 2019","Armed Forces and National Security","s","s0598-116"
"s599-116","2019-01-28 00:02:00","A bill to amend the Immigration and Nationality Act with respect to aliens associated with criminal gangs, and for other purposes.","False","False",116,"Singh's Law","Immigration","s","s0599-116"
"s600-116","2019-01-28 00:02:00","A bill to require the Secretary of Transportation to establish a working group to study regulatory and legislative improvements for the livestock, insect, and agricultural commodities transport industries, and for other purposes.","False","False",116,"Modernizing Agricultural Transportation Act","Transportation and Public Works","s","s0600-116"
"s601-116","2019-01-28 00:02:00","A bill to amend title 18, United States Code, to prohibit former Members and elected officers of Congress from lobbying Congress at any time after leaving office.","False","False",116,"BLAST Act","Crime and Law Enforcement","s","s0601-116"
"s602-116","2019-01-28 00:02:00","A bill to address state-sponsored cyber activities against the United States, and for other purposes.","False","False",116,"Cyber Deterrence and Response Act of 2019","International Affairs","s","s0602-116"
"s604-116","2019-01-28 00:02:00","A bill to limit the authority of States to tax certain income of employees for employment duties performed in other States.","False","False",116,"Mobile Workforce State Income Tax Simplification Act of 2019","Taxation","s","s0604-116"
"s605-116","2019-01-28 00:02:00","A bill to assist States in carrying out projects to expand the child care workforce and child care facilities in the States, and for other purposes.","False","False",116,"Child Care Workforce and Facilities Act of 2019","Families","s","s0605-116"
"s606-116","2019-01-28 00:02:00","A bill to improve oversight and evaluation of the mental health and suicide prevention media outreach campaigns of the Department of Veterans Affairs, and for other purposes.","False","False",116,"Reach Every Veteran in Crisis Act","Armed Forces and National Security","s","s0606-116"
"s608-116","2019-01-28 00:02:00","A bill to provide that chapter 1 of title 9 of the United States Code, relating to the enforcement of arbitration agreements, shall not apply to enrollment agreements made between students and certain institutions of higher education, and to prohibit limitations on the ability of students to pursue claims against certain institutions of higher education.","False","False",116,"Court Legal Access and Student Support (CLASS) Act of 2019","Education","s","s0608-116"
"s609-116","2019-01-28 00:02:00","A bill to prohibit States from suspending, revoking, or denying State-issued professional licenses or issuing penalties due to student default.","False","False",116,"Protecting JOBs Act","Education","s","s0609-116"
"s610-116","2019-01-28 00:02:00","A bill to amend title 9 of the United States Code with respect to arbitration.","False","False",116,"Forced Arbitration Injustice Repeal Act","Law","s","s0610-116"
"s611-116","2019-01-28 00:02:00","A bill to provide adequate funding for water and sewer infrastructure, and for other purposes.","False","False",116,"Water Affordability, Transparency, Equity, and Reliability Act of 2019","Environmental Protection","s","s0611-116"
"s612-116","2019-01-28 00:02:00","A bill to require a joint resolution of approval for the entry into effect of a civilian nuclear cooperation agreement with Saudi Arabia, and for other purposes.","False","False",116,"Saudi Nuclear Nonproliferation Act of 2019","International Affairs","s","s0612-116"
"s613-116","2019-01-28 00:02:00","A bill to amend the Animal Health Protection Act to provide chronic wasting disease support for States and coordinated response efforts, and for other purposes.","False","False",116,"DEER Act","Animals","s","s0613-116"
"s614-116","2019-01-28 00:02:00","A bill to direct the Secretary of the Interior to reissue a final rule relating to removing the Greater Yellowstone Ecosystem population of grizzly bears from the Federal list of endangered and threatened wildlife.","False","False",116,"Grizzly Bear State Management Act of 2019","Animals","s","s0614-116"
"s615-116","2019-01-28 00:02:00","A bill to free States to spend gas taxes on their transportation priorities, and for other purposes.","False","False",116,"State Transportation Flexibility Act","Transportation and Public Works","s","s0615-116"
"s616-116","2019-01-28 00:02:00","A bill to impose user fees on manufacturers and importers of electronic nicotine delivery systems.","False","False",116,"E-Cigarette Youth Protection Act","Health","s","s0616-116"
"s618-116","2019-01-28 00:02:00","A bill to amend title XVIII of the Social Security Act to encourage Medicare beneficiaries to voluntarily adopt advance directives guiding the medical care they receive.","False","False",116,"Medicare Choices Empowerment and Protection Act","Health","s","s0618-116"
"s619-116","2019-01-28 00:02:00","A bill to amend the Federal Home Loan Bank Act to provide investment authority to support rural infrastructure development, and for other purposes.","False","False",116,"Improving Rural Access to Power Act of 2019","Finance and Financial Sector","s","s0619-116"
"s620-116","2019-01-28 00:02:00","A bill to amend title 9, United States Code, with respect to arbitration.","False","False",116,"Safety Over Arbitration Act of 2019","Law","s","s0620-116"
"s621-116","2019-01-28 00:02:00","A bill to amend the National Voter Registration Act of 1993 to require each State to implement a process under which individuals who are 16 years of age may apply to register to vote in elections for Federal office in the State, to direct the Election Assistance Commission to make grants to States to increase the involvement of minors in public election activities, and for other purposes.","False","False",116,"PROVE Act","Government Operations and Politics","s","s0621-116"
"s622-116","2019-01-28 00:02:00","A bill to amend title 10, United States Code, to repeal the requirement for reduction of survivor annuities under the Survivor Benefit Plan by veterans' dependency and indemnity compensation, and for other purposes.","False","False",116,"Military Widow's Tax Elimination Act of 2019","Armed Forces and National Security","s","s0622-116"
"s623-116","2019-01-28 00:02:00","A bill to provide guidance and priorities for Federal Government obligations in the event that the debt limit is reached and to provide a limited and temporary authority to exceed the debt limit for priority obligations.","False","False",116,"Default Prevention Act","Economics and Public Finance","s","s0623-116"
"s624-116","2019-01-28 00:02:00","A bill to amend the Help America Vote Act of 2002 to require States to provide for same day registration.","False","False",116,"Same Day Registration Act","Government Operations and Politics","s","s0624-116"
"s625-116","2019-01-28 00:02:00","A bill to direct the Election Assistance Commission to carry out a pilot program under which the Commission shall provide funds to local educational agencies for initiatives to provide voter registration information to secondary school students in the 12th grade.","False","False",116,"Students VOTE Act","Education","s","s0625-116"
"s626-116","2019-01-28 00:02:00","A bill to repeal debt collection amendments made by the Bipartisan Budget Act of 2015, and for other purposes.","False","False",116,"HANGUP Act","Science, Technology, Communications","s","s0626-116"
"s627-116","2019-01-28 00:02:00","A bill to promote the economic security and safety of survivors of domestic violence, dating violence, sexual assault, or stalking, and for other purposes.","False","False",116,"SAFE Act of 2019","Crime and Law Enforcement","s","s0627-116"
"s628-116","2019-01-28 00:02:00","A bill to amend the Internal Revenue Code of 1986 to include biomass heating appliances for tax credits available for energy-efficient building property and energy property.","False","False",116,"BTU Act of 2019","Taxation","s","s0628-116"
"s629-116","2019-01-28 00:02:00","A bill to require the Secretary of Veterans Affairs to review the processes and requirements of the Department of Veterans Affairs for scheduling appointments for health care and conducting consultations under the laws administered by the Secretary, and for other purposes.","False","False",116,"Accountability in Department of Veterans Affairs Scheduling and Consult Management Act","Armed Forces and National Security","s","s0629-116"
"s630-116","2019-01-28 00:02:00","A bill to amend the Consumer Financial Protection Act of 2010 with respect to arbitration.","False","False",116,"Arbitration Fairness for Consumers Act","Law","s","s0630-116"
"s631-116","2019-01-28 00:02:00","A bill to provide for the admission of the State of Washington, D.C. into the Union.","False","False",116,"Washington, D.C. Admission Act","Government Operations and Politics","s","s0631-116"
"s632-116","2019-01-28 00:02:00","A bill to amend the Internal Revenue Code of 1986 to repeal the inclusion of certain fringe benefit expenses for which a deduction is disallowed in unrelated business taxable income.","False","False",116,"LIFT for Charities Act","Taxation","s","s0632-116"
"s633-116","2019-01-28 00:02:00","A bill to award a Congressional Gold Medal to the members of the Women's Army Corps who were assigned to the 6888th Central Postal Directory Battalion, known as the ""Six Triple Eight"".","False","False",116,"""Six Triple Eight"" Congressional Gold Medal Act of 2019","Armed Forces and National Security","s","s0633-116"
"s634-116","2019-01-28 00:02:00","A bill to amend the Internal Revenue Code of 1986 to establish tax credits to encourage individual and corporate taxpayers to contribute to scholarships for students through eligible scholarship-granting organizations and eligible workforce training organizations, and for other purposes.","False","False",116,"Education Freedom Scholarships and Opportunity Act","Taxation","s","s0634-116"
"s635-116","2019-01-28 00:02:00","A bill to restore statutory rights to the people of the United States from forced arbitration.","False","False",116,"Restoring Statutory Rights and Interests of the States Act of 2019","Law","s","s0635-116"
"s636-116","2019-01-28 00:02:00","A bill to designate Venezuela under section 244 of the Immigration and Nationality Act to permit nationals of Venezuela to be eligible for temporary protected status under such section.","False","False",116,"Venezuela Temporary Protected Status Act of 2019","Immigration","s","s0636-116"
"s637-116","2019-01-28 00:02:00","A bill to prohibit price gouging in the sale of drugs.","False","False",116,"CURE High Drug Prices Act","Health","s","s0637-116"
"s639-116","2019-01-04 00:03:00","A bill to require the Secretary of the Treasury to mint coins in commemoration of the centennial of the establishment of the Tomb of the Unknown Soldier.","False","False",116,"Tomb of the Unknown Soldier Centennial Commemorative Coin Act","Finance and Financial Sector","s","s0639-116"
"s640-116","2019-01-04 00:03:00","A bill to amend title XVIII of the Social Security Act to require pharmacy-negotiated price concessions to be included in negotiated prices at the point-of-sale under part D of the Medicare program, and for other purposes.","False","False",116,"Phair Pricing Act of 2019","Health","s","s0640-116"
"s642-116","2019-01-04 00:03:00","A bill to award a Congressional Gold Medal to Master Sergeant Rodrick ""Roddie"" Edmonds in recognition of his heroic actions during World War II.","False","False",116,"Master Sergeant Roddie Edmonds Congressional Gold Medal Act","Armed Forces and National Security","s","s0642-116"
"s643-116","2019-01-04 00:03:00","A bill to require all new legal permanent residents to pay an additional fee, which shall be used for improving immigration and enhancing the security of the United States border.","False","False",116,"BE SAFE Act","Immigration","s","s0643-116"
"s644-116","2019-01-04 00:03:00","A bill to direct the Secretary of Agriculture to release certain reversionary interests of the United States in and to a parcel of land located in Henderson, Tennessee.","False","False",116,"Chester County Reversionary Interest Release Act","Public Lands and Natural Resources","s","s0644-116"
"s645-116","2019-01-05 00:03:00","A bill to amend title 10, United States Code, to provide for the inclusion of homeschooled students in Junior Reserve Officer's Training Corps units.","False","False",116,"A bill to amend title 10, United States Code, to provide for the inclusion of homeschooled students in Junior Reserve Officer's Training Corps units.","Armed Forces and National Security","s","s0645-116"
"s646-116","2019-01-05 00:03:00","A bill to amend title 10, United States Code, to require a full military honors ceremony for certain deceased veterans, and for other purposes.","False","False",116,"Full Military Honors Act of 2019","Armed Forces and National Security","s","s0646-116"
"s647-116","2019-01-05 00:03:00","A bill to amend the Internal Revenue Code of 1986 to impose a tax on certain trading transactions.","False","False",116,"Wall Street Tax Act of 2019","Taxation","s","s0647-116"
"s648-116","2019-01-05 00:03:00","A bill to ensure the humane treatment of pregnant women by reinstating the presumption of release and prohibiting shackling, restraining, and other inhumane treatment of pregnant detainees, and for other purposes.","False","False",116,"Stop Shackling and Detaining Pregnant Women Act","Immigration","s","s0648-116"
"s649-116","2019-01-05 00:03:00","A bill to require the Secretary of Energy to obtain the consent of affected State and local governments before making an expenditure from the Nuclear Waste Fund for a nuclear waste repository, and for other purposes.","False","False",116,"Nuclear Waste Informed Consent Act","Energy","s","s0649-116"
"s650-116","2019-01-05 00:03:00","A bill to assist entrepreneurs, support development of the creative economy, and encourage international cultural exchange, and for other purposes.","False","False",116,"CREATE Act of 2019","Commerce","s","s0650-116"
"s651-116","2019-01-05 00:03:00","A bill to amend the Internal Revenue Code of 1986 to increase the age requirement with respect to eligibility for qualified ABLE programs.","False","False",116,"ABLE Age Adjustment Act","Taxation","s","s0651-116"
"s652-116","2019-01-05 00:03:00","A bill to require the United States Postal Service to continue selling the Multinational Species Conservation Funds Semipostal Stamp until all remaining stamps are sold, and for other purposes.","False","False",116,"Multinational Species Conservation Funds Semipostal Stamp Reauthorization Act of 2019","Government Operations and Politics","s","s0652-116"
